fixture_foundation_id,instance_index,class_path,x_cm,y_cm,z_cm,east_m,north_m,origin_elevation_m,foundation_height_m,top_elevation_m,quat_x,quat_y,quat_z,quat_w,scale_x,scale_y,scale_z,recipe_path,save_build,terrain_elevation_m,terrain_provenance_code,terrain_provenance_name,top_clearance_m,is_component_edge,is_ground_surface_sample,is_cliff_or_overhead_top_surface
fnd_0058,580,/Game/FactoryGame/Buildable/Building/Foundation/Build_Foundation_8x4_01.Build_Foundation_8x4_01_C,-158400.0,-32799.99999513282,-500.0,-1584.0,327.9999999513282,-5.0,4.0,-3.0,0.0,-0.0,1.0,6.123233995736766e-17,1.0,1.0,1.0,/Game/FactoryGame/Recipes/Buildings/Foundations/Recipe_Foundation_8x4_01.Recipe_Foundation_8x4_01_C,502094,-6.199999809265137,1,landscape,3.1999998092651367,False,True,False
fnd_0059,581,/Game/FactoryGame/Buildable/Building/Foundation/Build_Foundation_8x4_01.Build_Foundation_8x4_01_C,-159200.0,-33599.99999513282,-500.0,-1592.0,335.9999999513282,-5.0,4.0,-3.0,0.0,-0.0,1.0,6.123233995736766e-17,1.0,1.0,1.0,/Game/FactoryGame/Recipes/Buildings/Foundations/Recipe_Foundation_8x4_01.Recipe_Foundation_8x4_01_C,502094,-5.699999809265137,1,landscape,2.6999998092651367,False,True,False
fnd_0060,582,/Game/FactoryGame/Buildable/Building/Foundation/Build_Foundation_8x4_01.Build_Foundation_8x4_01_C,-159200.0,-32799.99999513282,-500.0,-1592.0,327.9999999513282,-5.0,4.0,-3.0,0.0,-0.0,1.0,6.123233995736766e-17,1.0,1.0,1.0,/Game/FactoryGame/Recipes/Buildings/Foundations/Recipe_Foundation_8x4_01.Recipe_Foundation_8x4_01_C,502094,-5.900000095367432,1,landscape,2.9000000953674316,False,True,False
fnd_0061,583,/Game/FactoryGame/Buildable/Building/Foundation/Build_Foundation_8x4_01.Build_Foundation_8x4_01_C,-160000.0,-33599.99999513282,-500.0,-1600.0,335.9999999513282,-5.0,4.0,-3.0,0.0,-0.0,1.0,6.123233995736766e-17,1.0,1.0,1.0,/Game/FactoryGame/Recipes/Buildings/Foundations/Recipe_Foundation_8x4_01.Recipe_Foundation_8x4_01_C,502094,-5.900000095367432,1,landscape,2.9000000953674316,False,True,False
fnd_0062,584,/Game/FactoryGame/Buildable/Building/Foundation/Build_Foundation_8x4_01.Build_Foundation_8x4_01_C,-160000.0,-32799.99999513282,-500.0,-1600.0,327.9999999513282,-5.0,4.0,-3.0,0.0,-0.0,1.0,6.123233995736766e-17,1.0,1.0,1.0,/Game/FactoryGame/Recipes/Buildings/Foundations/Recipe_Foundation_8x4_01.Recipe_Foundation_8x4_01_C,502094,-5.800000190734863,1,landscape,2.8000001907348633,False,True,False
fnd_0063,585,/Game/FactoryGame/Buildable/Building/Foundation/Build_Foundation_8x4_01.Build_Foundation_8x4_01_C,-160800.0,-33599.99999513282,-500.0,-1608.0,335.9999999513282,-5.0,4.0,-3.0,0.0,-0.0,1.0,6.123233995736766e-17,1.0,1.0,1.0,/Game/FactoryGame/Recipes/Buildings/Foundations/Recipe_Foundation_8x4_01.Recipe_Foundation_8x4_01_C,502094,-6.0,1,landscape,3.0,False,True,False
fnd_0064,586,/Game/FactoryGame/Buildable/Building/Foundation/Build_Foundation_8x4_01.Build_Foundation_8x4_01_C,-160800.0,-32799.99999513282,-500.0,-1608.0,327.9999999513282,-5.0,4.0,-3.0,0.0,-0.0,1.0,6.123233995736766e-17,1.0,1.0,1.0,/Game/FactoryGame/Recipes/Buildings/Foundations/Recipe_Foundation_8x4_01.Recipe_Foundation_8x4_01_C,502094,-5.900000095367432,1,landscape,2.9000000953674316,False,True,False
fnd_0065,587,/Game/FactoryGame/Buildable/Building/Foundation/Build_Foundation_8x4_01.Build_Foundation_8x4_01_C,-153600.0,-29599.99999513282,-500.0,-1536.0,295.9999999513282,-5.0,4.0,-3.0,-0.0,0.0,-0.7071067811865476,0.7071067811865477,1.0,1.0,1.0,/Game/FactoryGame/Recipes/Buildings/Foundations/Recipe_Foundation_8x4_01.Recipe_Foundation_8x4_01_C,502094,-5.800000190734863,1,landscape,2.8000001907348633,True,True,False
fnd_0066,588,/Game/FactoryGame/Buildable/Building/Foundation/Build_Foundation_8x4_01.Build_Foundation_8x4_01_C,-153600.0,-30399.99999513282,-500.0,-1536.0,303.9999999513282,-5.0,4.0,-3.0,-0.0,0.0,-0.7071067811865476,0.7071067811865477,1.0,1.0,1.0,/Game/FactoryGame/Recipes/Buildings/Foundations/Recipe_Foundation_8x4_01.Recipe_Foundation_8x4_01_C,502094,-6.0,1,landscape,3.0,False,True,False
fnd_0067,589,/Game/FactoryGame/Buildable/Building/Foundation/Build_Foundation_8x4_01.Build_Foundation_8x4_01_C,-153600.0,-31199.99999513282,-500.0,-1536.0,311.9999999513282,-5.0,4.0,-3.0,-0.0,0.0,-0.7071067811865476,0.7071067811865477,1.0,1.0,1.0,/Game/FactoryGame/Recipes/Buildings/Foundations/Recipe_Foundation_8x4_01.Recipe_Foundation_8x4_01_C,502094,-6.199999809265137,1,landscape,3.1999998092651367,False,True,False
fnd_0068,590,/Game/FactoryGame/Buildable/Building/Foundation/Build_Foundation_8x4_01.Build_Foundation_8x4_01_C,-153600.0,-31999.99999513282,-500.0,-1536.0,319.9999999513282,-5.0,4.0,-3.0,-0.0,0.0,-0.7071067811865476,0.7071067811865477,1.0,1.0,1.0,/Game/FactoryGame/Recipes/Buildings/Foundations/Recipe_Foundation_8x4_01.Recipe_Foundation_8x4_01_C,502094,-6.5,1,landscape,3.5,False,True,False
fnd_0069,591,/Game/FactoryGame/Buildable/Building/Foundation/Build_Foundation_8x4_01.Build_Foundation_8x4_01_C,-154400.0,-29599.99999513282,-500.0,-1544.0,295.9999999513282,-5.0,4.0,-3.0,-0.0,0.0,-0.7071067811865476,0.7071067811865477,1.0,1.0,1.0,/Game/FactoryGame/Recipes/Buildings/Foundations/Recipe_Foundation_8x4_01.Recipe_Foundation_8x4_01_C,502094,-5.800000190734863,1,landscape,2.8000001907348633,True,True,False
fnd_0070,592,/Game/FactoryGame/Buildable/Building/Foundation/Build_Foundation_8x4_01.Build_Foundation_8x4_01_C,-155200.0,-29599.99999513282,-500.0,-1552.0,295.9999999513282,-5.0,4.0,-3.0,-0.0,0.0,-0.7071067811865476,0.7071067811865477,1.0,1.0,1.0,/Game/FactoryGame/Recipes/Buildings/Foundations/Recipe_Foundation_8x4_01.Recipe_Foundation_8x4_01_C,502094,-5.699999809265137,1,landscape,2.6999998092651367,True,True,False
fnd_0071,593,/Game/FactoryGame/Buildable/Building/Foundation/Build_Foundation_8x4_01.Build_Foundation_8x4_01_C,-156000.0,-29599.99999513282,-500.0,-1560.0,295.9999999513282,-5.0,4.0,-3.0,-0.0,0.0,-0.7071067811865476,0.7071067811865477,1.0,1.0,1.0,/Game/FactoryGame/Recipes/Buildings/Foundations/Recipe_Foundation_8x4_01.Recipe_Foundation_8x4_01_C,502094,25.799999237060547,5,"cliff, direct",-28.799999237060547,True,False,True
fnd_0072,594,/Game/FactoryGame/Buildable/Building/Foundation/Build_Foundation_8x4_01.Build_Foundation_8x4_01_C,-156800.0,-29599.99999513282,-500.0,-1568.0,295.9999999513282,-5.0,4.0,-3.0,-0.0,0.0,-0.7071067811865476,0.7071067811865477,1.0,1.0,1.0,/Game/FactoryGame/Recipes/Buildings/Foundations/Recipe_Foundation_8x4_01.Recipe_Foundation_8x4_01_C,502094,28.200000762939453,4,cliff,-31.200000762939453,True,False,True
fnd_0073,595,/Game/FactoryGame/Buildable/Building/Foundation/Build_Foundation_8x4_01.Build_Foundation_8x4_01_C,-157600.0,-29599.99999513282,-500.0,-1576.0,295.9999999513282,-5.0,4.0,-3.0,-0.0,0.0,-0.7071067811865476,0.7071067811865477,1.0,1.0,1.0,/Game/FactoryGame/Recipes/Buildings/Foundations/Recipe_Foundation_8x4_01.Recipe_Foundation_8x4_01_C,502094,28.299999237060547,4,cliff,-31.299999237060547,True,False,True
fnd_0074,596,/Game/FactoryGame/Buildable/Building/Foundation/Build_Foundation_8x4_01.Build_Foundation_8x4_01_C,-158400.0,-29599.99999513282,-500.0,-1584.0,295.9999999513282,-5.0,4.0,-3.0,-0.0,0.0,-0.7071067811865476,0.7071067811865477,1.0,1.0,1.0,/Game/FactoryGame/Recipes/Buildings/Foundations/Recipe_Foundation_8x4_01.Recipe_Foundation_8x4_01_C,502094,28.200000762939453,4,cliff,-31.200000762939453,True,False,True
fnd_0075,597,/Game/FactoryGame/Buildable/Building/Foundation/Build_Foundation_8x4_01.Build_Foundation_8x4_01_C,-159200.0,-29599.99999513282,-500.0,-1592.0,295.9999999513282,-5.0,4.0,-3.0,-0.0,0.0,-0.7071067811865476,0.7071067811865477,1.0,1.0,1.0,/Game/FactoryGame/Recipes/Buildings/Foundations/Recipe_Foundation_8x4_01.Recipe_Foundation_8x4_01_C,502094,28.200000762939453,4,cliff,-31.200000762939453,True,False,True
fnd_0076,598,/Game/FactoryGame/Buildable/Building/Foundation/Build_Foundation_8x4_01.Build_Foundation_8x4_01_C,-160000.0,-29599.99999513282,-500.0,-1600.0,295.9999999513282,-5.0,4.0,-3.0,-0.0,0.0,-0.7071067811865476,0.7071067811865477,1.0,1.0,1.0,/Game/FactoryGame/Recipes/Buildings/Foundations/Recipe_Foundation_8x4_01.Recipe_Foundation_8x4_01_C,502094,28.299999237060547,5,"cliff, direct",-31.299999237060547,True,False,True
fnd_0077,599,/Game/FactoryGame/Buildable/Building/Foundation/Build_Foundation_8x4_01.Build_Foundation_8x4_01_C,-160800.0,-29599.99999513282,-500.0,-1608.0,295.9999999513282,-5.0,4.0,-3.0,-0.0,0.0,-0.7071067811865476,0.7071067811865477,1.0,1.0,1.0,/Game/FactoryGame/Recipes/Buildings/Foundations/Recipe_Foundation_8x4_01.Recipe_Foundation_8x4_01_C,502094,-5.699999809265137,1,landscape,2.6999998092651367,True,True,False
fnd_0078,600,/Game/FactoryGame/Buildable/Building/Foundation/Build_Foundation_8x4_01.Build_Foundation_8x4_01_C,-154400.0,-30399.99999513282,-500.0,-1544.0,303.9999999513282,-5.0,4.0,-3.0,-0.0,0.0,-0.7071067811865476,0.7071067811865477,1.0,1.0,1.0,/Game/FactoryGame/Recipes/Buildings/Foundations/Recipe_Foundation_8x4_01.Recipe_Foundation_8x4_01_C,502094,-6.0,1,landscape,3.0,False,True,False
fnd_0079,601,/Game/FactoryGame/Buildable/Building/Foundation/Build_Foundation_8x4_01.Build_Foundation_8x4_01_C,-155200.0,-30399.99999513282,-500.0,-1552.0,303.9999999513282,-5.0,4.0,-3.0,-0.0,0.0,-0.7071067811865476,0.7071067811865477,1.0,1.0,1.0,/Game/FactoryGame/Recipes/Buildings/Foundations/Recipe_Foundation_8x4_01.Recipe_Foundation_8x4_01_C,502094,24.200000762939453,5,"cliff, direct",-27.200000762939453,False,False,True
fnd_0080,602,/Game/FactoryGame/Buildable/Building/Foundation/Build_Foundation_8x4_01.Build_Foundation_8x4_01_C,-156000.0,-30399.99999513282,-500.0,-1560.0,303.9999999513282,-5.0,4.0,-3.0,-0.0,0.0,-0.7071067811865476,0.7071067811865477,1.0,1.0,1.0,/Game/FactoryGame/Recipes/Buildings/Foundations/Recipe_Foundation_8x4_01.Recipe_Foundation_8x4_01_C,502094,28.5,4,cliff,-31.5,False,False,True
fnd_0081,603,/Game/FactoryGame/Buildable/Building/Foundation/Build_Foundation_8x4_01.Build_Foundation_8x4_01_C,-156800.0,-30399.99999513282,-500.0,-1568.0,303.9999999513282,-5.0,4.0,-3.0,-0.0,0.0,-0.7071067811865476,0.7071067811865477,1.0,1.0,1.0,/Game/FactoryGame/Recipes/Buildings/Foundations/Recipe_Foundation_8x4_01.Recipe_Foundation_8x4_01_C,502094,28.100000381469727,4,cliff,-31.100000381469727,False,False,True
fnd_0082,604,/Game/FactoryGame/Buildable/Building/Foundation/Build_Foundation_8x4_01.Build_Foundation_8x4_01_C,-157600.0,-30399.99999513282,-500.0,-1576.0,303.9999999513282,-5.0,4.0,-3.0,-0.0,0.0,-0.7071067811865476,0.7071067811865477,1.0,1.0,1.0,/Game/FactoryGame/Recipes/Buildings/Foundations/Recipe_Foundation_8x4_01.Recipe_Foundation_8x4_01_C,502094,28.399999618530273,4,cliff,-31.399999618530273,False,False,True
fnd_0083,605,/Game/FactoryGame/Buildable/Building/Foundation/Build_Foundation_8x4_01.Build_Foundation_8x4_01_C,-158400.0,-30399.99999513282,-500.0,-1584.0,303.9999999513282,-5.0,4.0,-3.0,-0.0,0.0,-0.7071067811865476,0.7071067811865477,1.0,1.0,1.0,/Game/FactoryGame/Recipes/Buildings/Foundations/Recipe_Foundation_8x4_01.Recipe_Foundation_8x4_01_C,502094,28.100000381469727,4,cliff,-31.100000381469727,False,False,True
fnd_0084,606,/Game/FactoryGame/Buildable/Building/Foundation/Build_Foundation_8x4_01.Build_Foundation_8x4_01_C,-159200.0,-30399.99999513282,-500.0,-1592.0,303.9999999513282,-5.0,4.0,-3.0,-0.0,0.0,-0.7071067811865476,0.7071067811865477,1.0,1.0,1.0,/Game/FactoryGame/Recipes/Buildings/Foundations/Recipe_Foundation_8x4_01.Recipe_Foundation_8x4_01_C,502094,28.100000381469727,4,cliff,-31.100000381469727,False,False,True
fnd_0085,607,/Game/FactoryGame/Buildable/Building/Foundation/Build_Foundation_8x4_01.Build_Foundation_8x4_01_C,-160000.0,-30399.99999513282,-500.0,-1600.0,303.9999999513282,-5.0,4.0,-3.0,-0.0,0.0,-0.7071067811865476,0.7071067811865477,1.0,1.0,1.0,/Game/FactoryGame/Recipes/Buildings/Foundations/Recipe_Foundation_8x4_01.Recipe_Foundation_8x4_01_C,502094,-5.900000095367432,1,landscape,2.9000000953674316,False,True,False
fnd_0086,608,/Game/FactoryGame/Buildable/Building/Foundation/Build_Foundation_8x4_01.Build_Foundation_8x4_01_C,-160800.0,-30399.99999513282,-500.0,-1608.0,303.9999999513282,-5.0,4.0,-3.0,-0.0,0.0,-0.7071067811865476,0.7071067811865477,1.0,1.0,1.0,/Game/FactoryGame/Recipes/Buildings/Foundations/Recipe_Foundation_8x4_01.Recipe_Foundation_8x4_01_C,502094,-5.800000190734863,1,landscape,2.8000001907348633,False,True,False
fnd_0087,609,/Game/FactoryGame/Buildable/Building/Foundation/Build_Foundation_8x4_01.Build_Foundation_8x4_01_C,-154400.0,-31199.99999513282,-500.0,-1544.0,311.9999999513282,-5.0,4.0,-3.0,-0.0,0.0,-0.7071067811865476,0.7071067811865477,1.0,1.0,1.0,/Game/FactoryGame/Recipes/Buildings/Foundations/Recipe_Foundation_8x4_01.Recipe_Foundation_8x4_01_C,502094,-6.300000190734863,1,landscape,3.3000001907348633,False,True,False
fnd_0088,610,/Game/FactoryGame/Buildable/Building/Foundation/Build_Foundation_8x4_01.Build_Foundation_8x4_01_C,-155200.0,-31199.99999513282,-500.0,-1552.0,311.9999999513282,-5.0,4.0,-3.0,-0.0,0.0,-0.7071067811865476,0.7071067811865477,1.0,1.0,1.0,/Game/FactoryGame/Recipes/Buildings/Foundations/Recipe_Foundation_8x4_01.Recipe_Foundation_8x4_01_C,502094,26.100000381469727,4,cliff,-29.100000381469727,False,False,True
fnd_0089,611,/Game/FactoryGame/Buildable/Building/Foundation/Build_Foundation_8x4_01.Build_Foundation_8x4_01_C,-156000.0,-31199.99999513282,-500.0,-1560.0,311.9999999513282,-5.0,4.0,-3.0,-0.0,0.0,-0.7071067811865476,0.7071067811865477,1.0,1.0,1.0,/Game/FactoryGame/Recipes/Buildings/Foundations/Recipe_Foundation_8x4_01.Recipe_Foundation_8x4_01_C,502094,28.0,4,cliff,-31.0,False,False,True
fnd_0090,612,/Game/FactoryGame/Buildable/Building/Foundation/Build_Foundation_8x4_01.Build_Foundation_8x4_01_C,-156800.0,-31199.99999513282,-500.0,-1568.0,311.9999999513282,-5.0,4.0,-3.0,-0.0,0.0,-0.7071067811865476,0.7071067811865477,1.0,1.0,1.0,/Game/FactoryGame/Recipes/Buildings/Foundations/Recipe_Foundation_8x4_01.Recipe_Foundation_8x4_01_C,502094,28.100000381469727,4,cliff,-31.100000381469727,False,False,True
fnd_0091,613,/Game/FactoryGame/Buildable/Building/Foundation/Build_Foundation_8x4_01.Build_Foundation_8x4_01_C,-157600.0,-31199.99999513282,-500.0,-1576.0,311.9999999513282,-5.0,4.0,-3.0,-0.0,0.0,-0.7071067811865476,0.7071067811865477,1.0,1.0,1.0,/Game/FactoryGame/Recipes/Buildings/Foundations/Recipe_Foundation_8x4_01.Recipe_Foundation_8x4_01_C,502094,28.5,4,cliff,-31.5,False,False,True
fnd_0092,614,/Game/FactoryGame/Buildable/Building/Foundation/Build_Foundation_8x4_01.Build_Foundation_8x4_01_C,-158400.0,-31199.99999513282,-500.0,-1584.0,311.9999999513282,-5.0,4.0,-3.0,-0.0,0.0,-0.7071067811865476,0.7071067811865477,1.0,1.0,1.0,/Game/FactoryGame/Recipes/Buildings/Foundations/Recipe_Foundation_8x4_01.Recipe_Foundation_8x4_01_C,502094,28.100000381469727,4,cliff,-31.100000381469727,False,False,True
fnd_0093,615,/Game/FactoryGame/Buildable/Building/Foundation/Build_Foundation_8x4_01.Build_Foundation_8x4_01_C,-159200.0,-31199.99999513282,-500.0,-1592.0,311.9999999513282,-5.0,4.0,-3.0,-0.0,0.0,-0.7071067811865476,0.7071067811865477,1.0,1.0,1.0,/Game/FactoryGame/Recipes/Buildings/Foundations/Recipe_Foundation_8x4_01.Recipe_Foundation_8x4_01_C,502094,28.100000381469727,5,"cliff, direct",-31.100000381469727,False,False,True
fnd_0094,616,/Game/FactoryGame/Buildable/Building/Foundation/Build_Foundation_8x4_01.Build_Foundation_8x4_01_C,-160000.0,-31199.99999513282,-500.0,-1600.0,311.9999999513282,-5.0,4.0,-3.0,-0.0,0.0,-0.7071067811865476,0.7071067811865477,1.0,1.0,1.0,/Game/FactoryGame/Recipes/Buildings/Foundations/Recipe_Foundation_8x4_01.Recipe_Foundation_8x4_01_C,502094,-6.199999809265137,1,landscape,3.1999998092651367,False,True,False
fnd_0095,617,/Game/FactoryGame/Buildable/Building/Foundation/Build_Foundation_8x4_01.Build_Foundation_8x4_01_C,-160800.0,-31199.99999513282,-500.0,-1608.0,311.9999999513282,-5.0,4.0,-3.0,-0.0,0.0,-0.7071067811865476,0.7071067811865477,1.0,1.0,1.0,/Game/FactoryGame/Recipes/Buildings/Foundations/Recipe_Foundation_8x4_01.Recipe_Foundation_8x4_01_C,502094,-5.900000095367432,1,landscape,2.9000000953674316,False,True,False
fnd_0096,618,/Game/FactoryGame/Buildable/Building/Foundation/Build_Foundation_8x4_01.Build_Foundation_8x4_01_C,-154400.0,-31999.99999513282,-500.0,-1544.0,319.9999999513282,-5.0,4.0,-3.0,-0.0,0.0,-0.7071067811865476,0.7071067811865477,1.0,1.0,1.0,/Game/FactoryGame/Recipes/Buildings/Foundations/Recipe_Foundation_8x4_01.Recipe_Foundation_8x4_01_C,502094,-6.699999809265137,1,landscape,3.6999998092651367,False,True,False
fnd_0097,619,/Game/FactoryGame/Buildable/Building/Foundation/Build_Foundation_8x4_01.Build_Foundation_8x4_01_C,-155200.0,-31999.99999513282,-500.0,-1552.0,319.9999999513282,-5.0,4.0,-3.0,-0.0,0.0,-0.7071067811865476,0.7071067811865477,1.0,1.0,1.0,/Game/FactoryGame/Recipes/Buildings/Foundations/Recipe_Foundation_8x4_01.Recipe_Foundation_8x4_01_C,502094,28.200000762939453,5,"cliff, direct",-31.200000762939453,False,False,True
fnd_0098,620,/Game/FactoryGame/Buildable/Building/Foundation/Build_Foundation_8x4_01.Build_Foundation_8x4_01_C,-156000.0,-31999.99999513282,-500.0,-1560.0,319.9999999513282,-5.0,4.0,-3.0,-0.0,0.0,-0.7071067811865476,0.7071067811865477,1.0,1.0,1.0,/Game/FactoryGame/Recipes/Buildings/Foundations/Recipe_Foundation_8x4_01.Recipe_Foundation_8x4_01_C,502094,27.799999237060547,4,cliff,-30.799999237060547,False,False,True
fnd_0099,621,/Game/FactoryGame/Buildable/Building/Foundation/Build_Foundation_8x4_01.Build_Foundation_8x4_01_C,-156800.0,-31999.99999513282,-500.0,-1568.0,319.9999999513282,-5.0,4.0,-3.0,-0.0,0.0,-0.7071067811865476,0.7071067811865477,1.0,1.0,1.0,/Game/FactoryGame/Recipes/Buildings/Foundations/Recipe_Foundation_8x4_01.Recipe_Foundation_8x4_01_C,502094,27.899999618530273,4,cliff,-30.899999618530273,False,False,True
fnd_0100,622,/Game/FactoryGame/Buildable/Building/Foundation/Build_Foundation_8x4_01.Build_Foundation_8x4_01_C,-157600.0,-31999.99999513282,-500.0,-1576.0,319.9999999513282,-5.0,4.0,-3.0,-0.0,0.0,-0.7071067811865476,0.7071067811865477,1.0,1.0,1.0,/Game/FactoryGame/Recipes/Buildings/Foundations/Recipe_Foundation_8x4_01.Recipe_Foundation_8x4_01_C,502094,28.5,4,cliff,-31.5,False,False,True
fnd_0101,623,/Game/FactoryGame/Buildable/Building/Foundation/Build_Foundation_8x4_01.Build_Foundation_8x4_01_C,-158400.0,-31999.99999513282,-500.0,-1584.0,319.9999999513282,-5.0,4.0,-3.0,-0.0,0.0,-0.7071067811865476,0.7071067811865477,1.0,1.0,1.0,/Game/FactoryGame/Recipes/Buildings/Foundations/Recipe_Foundation_8x4_01.Recipe_Foundation_8x4_01_C,502094,28.299999237060547,5,"cliff, direct",-31.299999237060547,False,False,True
fnd_0102,624,/Game/FactoryGame/Buildable/Building/Foundation/Build_Foundation_8x4_01.Build_Foundation_8x4_01_C,-159200.0,-31999.99999513282,-500.0,-1592.0,319.9999999513282,-5.0,4.0,-3.0,-0.0,0.0,-0.7071067811865476,0.7071067811865477,1.0,1.0,1.0,/Game/FactoryGame/Recipes/Buildings/Foundations/Recipe_Foundation_8x4_01.Recipe_Foundation_8x4_01_C,502094,-6.0,1,landscape,3.0,False,True,False
fnd_0103,625,/Game/FactoryGame/Buildable/Building/Foundation/Build_Foundation_8x4_01.Build_Foundation_8x4_01_C,-160000.0,-31999.99999513282,-500.0,-1600.0,319.9999999513282,-5.0,4.0,-3.0,-0.0,0.0,-0.7071067811865476,0.7071067811865477,1.0,1.0,1.0,/Game/FactoryGame/Recipes/Buildings/Foundations/Recipe_Foundation_8x4_01.Recipe_Foundation_8x4_01_C,502094,-6.099999904632568,1,landscape,3.0999999046325684,False,True,False
fnd_0104,626,/Game/FactoryGame/Buildable/Building/Foundation/Build_Foundation_8x4_01.Build_Foundation_8x4_01_C,-160800.0,-31999.99999513282,-500.0,-1608.0,319.9999999513282,-5.0,4.0,-3.0,-0.0,0.0,-0.7071067811865476,0.7071067811865477,1.0,1.0,1.0,/Game/FactoryGame/Recipes/Buildings/Foundations/Recipe_Foundation_8x4_01.Recipe_Foundation_8x4_01_C,502094,-6.0,1,landscape,3.0,False,True,False
fnd_0105,627,/Game/FactoryGame/Buildable/Building/Foundation/Build_Foundation_8x4_01.Build_Foundation_8x4_01_C,-161600.0,-29599.99999513282,-500.0,-1616.0,295.9999999513282,-5.0,4.0,-3.0,0.0,-0.0,1.0,6.123233995736766e-17,1.0,1.0,1.0,/Game/FactoryGame/Recipes/Buildings/Foundations/Recipe_Foundation_8x4_01.Recipe_Foundation_8x4_01_C,502094,-5.5,1,landscape,2.5,True,True,False
fnd_0106,628,/Game/FactoryGame/Buildable/Building/Foundation/Build_Foundation_8x4_01.Build_Foundation_8x4_01_C,-162400.0,-29599.99999513282,-500.0,-1624.0,295.9999999513282,-5.0,4.0,-3.0,0.0,-0.0,1.0,6.123233995736766e-17,1.0,1.0,1.0,/Game/FactoryGame/Recipes/Buildings/Foundations/Recipe_Foundation_8x4_01.Recipe_Foundation_8x4_01_C,502094,-5.199999809265137,1,landscape,2.1999998092651367,True,True,False
fnd_0107,629,/Game/FactoryGame/Buildable/Building/Foundation/Build_Foundation_8x4_01.Build_Foundation_8x4_01_C,-163200.0,-29599.99999513282,-500.0,-1632.0,295.9999999513282,-5.0,4.0,-3.0,0.0,-0.0,1.0,6.123233995736766e-17,1.0,1.0,1.0,/Game/FactoryGame/Recipes/Buildings/Foundations/Recipe_Foundation_8x4_01.Recipe_Foundation_8x4_01_C,502094,-5.0,1,landscape,2.0,True,True,False
fnd_0108,630,/Game/FactoryGame/Buildable/Building/Foundation/Build_Foundation_8x4_01.Build_Foundation_8x4_01_C,-161600.0,-30399.99999513282,-500.0,-1616.0,303.9999999513282,-5.0,4.0,-3.0,0.0,-0.0,1.0,6.123233995736766e-17,1.0,1.0,1.0,/Game/FactoryGame/Recipes/Buildings/Foundations/Recipe_Foundation_8x4_01.Recipe_Foundation_8x4_01_C,502094,-5.800000190734863,1,landscape,2.8000001907348633,False,True,False
fnd_0109,631,/Game/FactoryGame/Buildable/Building/Foundation/Build_Foundation_8x4_01.Build_Foundation_8x4_01_C,-161600.0,-31199.99999513282,-500.0,-1616.0,311.9999999513282,-5.0,4.0,-3.0,0.0,-0.0,1.0,6.123233995736766e-17,1.0,1.0,1.0,/Game/FactoryGame/Recipes/Buildings/Foundations/Recipe_Foundation_8x4_01.Recipe_Foundation_8x4_01_C,502094,-5.5,1,landscape,2.5,False,True,False
fnd_0110,632,/Game/FactoryGame/Buildable/Building/Foundation/Build_Foundation_8x4_01.Build_Foundation_8x4_01_C,-161600.0,-31999.99999513282,-500.0,-1616.0,319.9999999513282,-5.0,4.0,-3.0,0.0,-0.0,1.0,6.123233995736766e-17,1.0,1.0,1.0,/Game/FactoryGame/Recipes/Buildings/Foundations/Recipe_Foundation_8x4_01.Recipe_Foundation_8x4_01_C,502094,-5.900000095367432,1,landscape,2.9000000953674316,False,True,False
fnd_0111,633,/Game/FactoryGame/Buildable/Building/Foundation/Build_Foundation_8x4_01.Build_Foundation_8x4_01_C,-161600.0,-32799.99999513282,-500.0,-1616.0,327.9999999513282,-5.0,4.0,-3.0,0.0,-0.0,1.0,6.123233995736766e-17,1.0,1.0,1.0,/Game/FactoryGame/Recipes/Buildings/Foundations/Recipe_Foundation_8x4_01.Recipe_Foundation_8x4_01_C,502094,-6.400000095367432,1,landscape,3.4000000953674316,False,True,False
fnd_0112,634,/Game/FactoryGame/Buildable/Building/Foundation/Build_Foundation_8x4_01.Build_Foundation_8x4_01_C,-161600.0,-33599.99999513282,-500.0,-1616.0,335.9999999513282,-5.0,4.0,-3.0,0.0,-0.0,1.0,6.123233995736766e-17,1.0,1.0,1.0,/Game/FactoryGame/Recipes/Buildings/Foundations/Recipe_Foundation_8x4_01.Recipe_Foundation_8x4_01_C,502094,-6.300000190734863,1,landscape,3.3000001907348633,False,True,False
fnd_0113,635,/Game/FactoryGame/Buildable/Building/Foundation/Build_Foundation_8x4_01.Build_Foundation_8x4_01_C,-161600.0,-34399.99999513282,-500.0,-1616.0,343.9999999513282,-5.0,4.0,-3.0,0.0,-0.0,1.0,6.123233995736766e-17,1.0,1.0,1.0,/Game/FactoryGame/Recipes/Buildings/Foundations/Recipe_Foundation_8x4_01.Recipe_Foundation_8x4_01_C,502094,-6.300000190734863,1,landscape,3.3000001907348633,False,True,False
fnd_0114,636,/Game/FactoryGame/Buildable/Building/Foundation/Build_Foundation_8x4_01.Build_Foundation_8x4_01_C,-162400.0,-30399.99999513282,-500.0,-1624.0,303.9999999513282,-5.0,4.0,-3.0,0.0,-0.0,1.0,6.123233995736766e-17,1.0,1.0,1.0,/Game/FactoryGame/Recipes/Buildings/Foundations/Recipe_Foundation_8x4_01.Recipe_Foundation_8x4_01_C,502094,-6.099999904632568,1,landscape,3.0999999046325684,False,True,False
