recipe_id,display_name,is_alternate,manufacturing_duration_sec,manual_manufacturing_multiplier,gameplay_tags,full_name,producer_count,game_build_id,source_id
Recipe_NuclearFuelRod_C,Uranium Fuel Rod,false,150.0,1.000000,"(GameplayTags=((TagName=""Recipe.Part"")))",BlueprintGeneratedClass /Game/FactoryGame/Recipes/Constructor/Recipe_NuclearFuelRod.Recipe_NuclearFuelRod_C,1,docs_a81d250e96aa,local_game_docs_en_us
Recipe_MotorTurbo_C,Turbo Motor,false,32.0,2.000000,"(GameplayTags=((TagName=""Recipe.Part"")))",BlueprintGeneratedClass /Game/FactoryGame/Recipes/Manufacturer/Recipe_MotorTurbo.Recipe_MotorTurbo_C,1,docs_a81d250e96aa,local_game_docs_en_us
Recipe_SpaceElevatorPart_8_C,Thermal Propulsion Rocket,false,120.0,1.000000,"(GameplayTags=((TagName=""Recipe.SpacePart""),(TagName=""Recipe.Part"")))",BlueprintGeneratedClass /Game/FactoryGame/Recipes/SpaceElevatorParts/Recipe_SpaceElevatorPart_8.Recipe_SpaceElevatorPart_8_C,1,docs_a81d250e96aa,local_game_docs_en_us
Recipe_ComputerSuper_C,Supercomputer,false,32.0,1.500000,"(GameplayTags=((TagName=""Recipe.Part"")))",BlueprintGeneratedClass /Game/FactoryGame/Recipes/Manufacturer/Recipe_ComputerSuper.Recipe_ComputerSuper_C,1,docs_a81d250e96aa,local_game_docs_en_us
Recipe_AluminumCasing_C,Aluminum Casing,false,2.0,2.000000,"(GameplayTags=((TagName=""Recipe.Part"")))",BlueprintGeneratedClass /Game/FactoryGame/Recipes/Constructor/Recipe_AluminumCasing.Recipe_AluminumCasing_C,1,docs_a81d250e96aa,local_game_docs_en_us
Recipe_AluminumSheet_C,Alclad Aluminum Sheet,false,6.0,2.000000,"(GameplayTags=((TagName=""Recipe.Part"")))",BlueprintGeneratedClass /Game/FactoryGame/Recipes/Constructor/Recipe_AluminumSheet.Recipe_AluminumSheet_C,1,docs_a81d250e96aa,local_game_docs_en_us
Recipe_IngotAluminum_C,Aluminum Ingot,false,4.0,3.000000,"(GameplayTags=((TagName=""Recipe.Part"")))",BlueprintGeneratedClass /Game/FactoryGame/Recipes/Smelter/Recipe_IngotAluminum.Recipe_IngotAluminum_C,1,docs_a81d250e96aa,local_game_docs_en_us
Recipe_AluminaSolution_C,Alumina Solution,false,6.0,1.000000,"(GameplayTags=((TagName=""Recipe.Part"")))",BlueprintGeneratedClass /Game/FactoryGame/Recipes/OilRefinery/Recipe_AluminaSolution.Recipe_AluminaSolution_C,1,docs_a81d250e96aa,local_game_docs_en_us
Recipe_AluminumScrap_C,Aluminum Scrap,false,1.0,1.000000,"(GameplayTags=((TagName=""Recipe.Part"")))",BlueprintGeneratedClass /Game/FactoryGame/Recipes/OilRefinery/Recipe_AluminumScrap.Recipe_AluminumScrap_C,1,docs_a81d250e96aa,local_game_docs_en_us
Recipe_PackagedAlumina_C,Packaged Alumina Solution,false,1.0,1.000000,(),BlueprintGeneratedClass /Game/FactoryGame/Recipes/Packager/Recipe_PackagedAlumina.Recipe_PackagedAlumina_C,1,docs_a81d250e96aa,local_game_docs_en_us
Recipe_UnpackageAlumina_C,Unpackage Alumina Solution,false,1.0,1.000000,(),BlueprintGeneratedClass /Game/FactoryGame/Recipes/Packager/Recipe_UnpackageAlumina.Recipe_UnpackageAlumina_C,1,docs_a81d250e96aa,local_game_docs_en_us
Recipe_RadioControlUnit_C,Radio Control Unit,false,48.0,1.000000,"(GameplayTags=((TagName=""Recipe.Part"")))",BlueprintGeneratedClass /Game/FactoryGame/Recipes/Manufacturer/Recipe_RadioControlUnit.Recipe_RadioControlUnit_C,1,docs_a81d250e96aa,local_game_docs_en_us
Recipe_FluidCanister_C,Empty Canister,false,4.0,1.000000,"(GameplayTags=((TagName=""Recipe.Part"")))",BlueprintGeneratedClass /Game/FactoryGame/Recipes/Constructor/Recipe_FluidCanister.Recipe_FluidCanister_C,1,docs_a81d250e96aa,local_game_docs_en_us
Recipe_Fuel_C,Packaged Fuel,false,3.0,1.000000,(),BlueprintGeneratedClass /Game/FactoryGame/Recipes/OilRefinery/Recipe_Fuel.Recipe_Fuel_C,1,docs_a81d250e96aa,local_game_docs_en_us
Recipe_Alternate_Turbofuel_C,Turbofuel,false,16.0,1.000000,"(GameplayTags=((TagName=""Recipe.Part"")))",BlueprintGeneratedClass /Game/FactoryGame/Recipes/AlternateRecipes/Parts/Recipe_Alternate_Turbofuel.Recipe_Alternate_Turbofuel_C,1,docs_a81d250e96aa,local_game_docs_en_us
Recipe_PackagedTurboFuel_C,Packaged Turbofuel,false,6.0,1.000000,(),BlueprintGeneratedClass /Game/FactoryGame/Recipes/OilRefinery/Recipe_PackagedTurboFuel.Recipe_PackagedTurboFuel_C,1,docs_a81d250e96aa,local_game_docs_en_us
Recipe_UnpackageFuel_C,Unpackage Fuel,false,2.0,1.000000,(),BlueprintGeneratedClass /Game/FactoryGame/Recipes/OilRefinery/Recipe_UnpackageFuel.Recipe_UnpackageFuel_C,1,docs_a81d250e96aa,local_game_docs_en_us
Recipe_UnpackageTurboFuel_C,Unpackage Turbofuel,false,6.0,1.000000,(),BlueprintGeneratedClass /Game/FactoryGame/Recipes/OilRefinery/Recipe_UnpackageTurboFuel.Recipe_UnpackageTurboFuel_C,1,docs_a81d250e96aa,local_game_docs_en_us
Recipe_LiquidBiofuel_C,Liquid Biofuel,false,4.0,1.000000,"(GameplayTags=((TagName=""Recipe.Part"")))",BlueprintGeneratedClass /Game/FactoryGame/Recipes/OilRefinery/Recipe_LiquidBiofuel.Recipe_LiquidBiofuel_C,1,docs_a81d250e96aa,local_game_docs_en_us
Recipe_PackagedBiofuel_C,Packaged Liquid Biofuel,false,3.0,1.000000,(),BlueprintGeneratedClass /Game/FactoryGame/Recipes/OilRefinery/Recipe_PackagedBiofuel.Recipe_PackagedBiofuel_C,1,docs_a81d250e96aa,local_game_docs_en_us
Recipe_UnpackageBioFuel_C,Unpackage Liquid Biofuel,false,2.0,1.000000,(),BlueprintGeneratedClass /Game/FactoryGame/Recipes/OilRefinery/Recipe_UnpackageBioFuel.Recipe_UnpackageBioFuel_C,1,docs_a81d250e96aa,local_game_docs_en_us
Recipe_PackagedCrudeOil_C,Packaged Oil,false,4.0,1.000000,(),BlueprintGeneratedClass /Game/FactoryGame/Recipes/OilRefinery/Recipe_PackagedCrudeOil.Recipe_PackagedCrudeOil_C,1,docs_a81d250e96aa,local_game_docs_en_us
Recipe_UnpackageOil_C,Unpackage Oil,false,2.0,1.000000,(),BlueprintGeneratedClass /Game/FactoryGame/Recipes/OilRefinery/Recipe_UnpackageOil.Recipe_UnpackageOil_C,1,docs_a81d250e96aa,local_game_docs_en_us
Recipe_PackagedOilResidue_C,Packaged Heavy Oil Residue,false,4.0,1.000000,(),BlueprintGeneratedClass /Game/FactoryGame/Recipes/OilRefinery/Recipe_PackagedOilResidue.Recipe_PackagedOilResidue_C,1,docs_a81d250e96aa,local_game_docs_en_us
Recipe_UnpackageOilResidue_C,Unpackage Heavy Oil Residue,false,6.0,1.000000,(),BlueprintGeneratedClass /Game/FactoryGame/Recipes/OilRefinery/Recipe_UnpackageOilResidue.Recipe_UnpackageOilResidue_C,1,docs_a81d250e96aa,local_game_docs_en_us
Recipe_PackagedWater_C,Packaged Water,false,2.0,1.000000,(),BlueprintGeneratedClass /Game/FactoryGame/Recipes/OilRefinery/Recipe_PackagedWater.Recipe_PackagedWater_C,1,docs_a81d250e96aa,local_game_docs_en_us
Recipe_UnpackageWater_C,Unpackage Water,false,1.0,1.000000,(),BlueprintGeneratedClass /Game/FactoryGame/Recipes/OilRefinery/Recipe_UnpackageWater.Recipe_UnpackageWater_C,1,docs_a81d250e96aa,local_game_docs_en_us
Recipe_Alternate_Coal_1_C,Alternate: Charcoal,true,4.0,1.000000,"(GameplayTags=((TagName=""Recipe.Part"")))",BlueprintGeneratedClass /Game/FactoryGame/Recipes/AlternateRecipes/Parts/Recipe_Alternate_Coal_1.Recipe_Alternate_Coal_1_C,1,docs_a81d250e96aa,local_game_docs_en_us
Recipe_Alternate_Coal_2_C,Alternate: Biocoal,true,8.0,1.000000,"(GameplayTags=((TagName=""Recipe.Part"")))",BlueprintGeneratedClass /Game/FactoryGame/Recipes/AlternateRecipes/Parts/Recipe_Alternate_Coal_2.Recipe_Alternate_Coal_2_C,1,docs_a81d250e96aa,local_game_docs_en_us
Recipe_Alternate_EnrichedCoal_C,Alternate: Compacted Coal,true,12.0,1.000000,"(GameplayTags=((TagName=""Recipe.Part"")))",BlueprintGeneratedClass /Game/FactoryGame/Recipes/AlternateRecipes/Parts/Recipe_Alternate_EnrichedCoal.Recipe_Alternate_EnrichedCoal_C,1,docs_a81d250e96aa,local_game_docs_en_us
Recipe_Computer_C,Computer,false,24.0,1.500000,"(GameplayTags=((TagName=""Recipe.Part"")))",BlueprintGeneratedClass /Game/FactoryGame/Recipes/Manufacturer/Recipe_Computer.Recipe_Computer_C,1,docs_a81d250e96aa,local_game_docs_en_us
Recipe_ModularFrameHeavy_C,Heavy Modular Frame,false,30.0,0.600000,"(GameplayTags=((TagName=""Recipe.Part"")))",BlueprintGeneratedClass /Game/FactoryGame/Recipes/Manufacturer/Recipe_ModularFrameHeavy.Recipe_ModularFrameHeavy_C,1,docs_a81d250e96aa,local_game_docs_en_us
Recipe_SpaceElevatorPart_4_C,Modular Engine,false,60.0,1.000000,"(GameplayTags=((TagName=""Recipe.SpacePart""),(TagName=""Recipe.Part"")))",BlueprintGeneratedClass /Game/FactoryGame/Recipes/SpaceElevatorParts/Recipe_SpaceElevatorPart_4.Recipe_SpaceElevatorPart_4_C,1,docs_a81d250e96aa,local_game_docs_en_us
Recipe_SpaceElevatorPart_5_C,Adaptive Control Unit,false,60.0,1.000000,"(GameplayTags=((TagName=""Recipe.SpacePart""),(TagName=""Recipe.Part"")))",BlueprintGeneratedClass /Game/FactoryGame/Recipes/SpaceElevatorParts/Recipe_SpaceElevatorPart_5.Recipe_SpaceElevatorPart_5_C,1,docs_a81d250e96aa,local_game_docs_en_us
Recipe_GunpowderMK2_C,Smokeless Powder,false,6.0,0.500000,"(GameplayTags=((TagName=""Recipe.Part"")))",BlueprintGeneratedClass /Game/FactoryGame/Recipes/Equipment/Recipe_GunpowderMK2.Recipe_GunpowderMK2_C,1,docs_a81d250e96aa,local_game_docs_en_us
Recipe_HighSpeedConnector_C,High-Speed Connector,false,16.0,1.000000,"(GameplayTags=((TagName=""Recipe.Part"")))",BlueprintGeneratedClass /Game/FactoryGame/Recipes/Manufacturer/Recipe_HighSpeedConnector.Recipe_HighSpeedConnector_C,1,docs_a81d250e96aa,local_game_docs_en_us
Recipe_Gunpowder_C,Black Powder,false,4.0,2.000000,"(GameplayTags=((TagName=""Recipe.Part"")))",BlueprintGeneratedClass /Game/FactoryGame/Recipes/Equipment/Recipe_Gunpowder.Recipe_Gunpowder_C,1,docs_a81d250e96aa,local_game_docs_en_us
Recipe_ModularFrame_C,Modular Frame,false,60.0,0.500000,"(GameplayTags=((TagName=""Recipe.Part"")))",BlueprintGeneratedClass /Game/FactoryGame/Recipes/Assembler/Recipe_ModularFrame.Recipe_ModularFrame_C,1,docs_a81d250e96aa,local_game_docs_en_us
Recipe_Rotor_C,Rotor,false,15.0,0.800000,"(GameplayTags=((TagName=""Recipe.Part"")))",BlueprintGeneratedClass /Game/FactoryGame/Recipes/Assembler/Recipe_Rotor.Recipe_Rotor_C,1,docs_a81d250e96aa,local_game_docs_en_us
Recipe_CopperSheet_C,Copper Sheet,false,6.0,1.000000,"(GameplayTags=((TagName=""Recipe.Part"")))",BlueprintGeneratedClass /Game/FactoryGame/Recipes/Constructor/Recipe_CopperSheet.Recipe_CopperSheet_C,1,docs_a81d250e96aa,local_game_docs_en_us
Recipe_SpaceElevatorPart_1_C,Smart Plating,false,30.0,1.000000,"(GameplayTags=((TagName=""Recipe.Part""),(TagName=""Recipe.SpacePart"")))",BlueprintGeneratedClass /Game/FactoryGame/Recipes/SpaceElevatorParts/Recipe_SpaceElevatorPart_1.Recipe_SpaceElevatorPart_1_C,1,docs_a81d250e96aa,local_game_docs_en_us
Recipe_Fabric_C,Fabric,false,4.0,1.000000,"(GameplayTags=((TagName=""Recipe.Part"")))",BlueprintGeneratedClass /Game/FactoryGame/Recipes/Constructor/Recipe_Fabric.Recipe_Fabric_C,1,docs_a81d250e96aa,local_game_docs_en_us
Recipe_Biofuel_C,Solid Biofuel,false,4.0,5.000000,"(GameplayTags=((TagName=""Recipe.Part"")))",BlueprintGeneratedClass /Game/FactoryGame/Recipes/Constructor/Recipe_Biofuel.Recipe_Biofuel_C,1,docs_a81d250e96aa,local_game_docs_en_us
Recipe_AILimiter_C,AI Limiter,false,12.0,1.000000,"(GameplayTags=((TagName=""Recipe.Part"")))",BlueprintGeneratedClass /Game/FactoryGame/Recipes/Assembler/Recipe_AILimiter.Recipe_AILimiter_C,1,docs_a81d250e96aa,local_game_docs_en_us
Recipe_CartridgeChaos_C,Turbo Rifle Ammo,false,12.0,3.333333,"(GameplayTags=((TagName=""Recipe.Part"")))",BlueprintGeneratedClass /Game/FactoryGame/Equipment/Rifle/Ammo/Recipe_CartridgeChaos.Recipe_CartridgeChaos_C,1,docs_a81d250e96aa,local_game_docs_en_us
Recipe_CartridgeChaos_Packaged_C,Turbo Rifle Ammo,false,12.0,3.333333,"(GameplayTags=((TagName=""Recipe.Part"")))",BlueprintGeneratedClass /Game/FactoryGame/Equipment/Rifle/Ammo/Recipe_CartridgeChaos_Packaged.Recipe_CartridgeChaos_Packaged_C,1,docs_a81d250e96aa,local_game_docs_en_us
Recipe_CartridgeSmart_C,Homing Rifle Ammo,false,24.0,0.666667,"(GameplayTags=((TagName=""Recipe.Part"")))",BlueprintGeneratedClass /Game/FactoryGame/Equipment/Rifle/Ammo/Recipe_CartridgeSmart.Recipe_CartridgeSmart_C,1,docs_a81d250e96aa,local_game_docs_en_us
Recipe_Rebar_Stunshot_C,Stun Rebar,false,6.0,1.333333,"(GameplayTags=((TagName=""Recipe.Part"")))",BlueprintGeneratedClass /Game/FactoryGame/Equipment/RebarGun/Ammo/Recipe_Rebar_Stunshot.Recipe_Rebar_Stunshot_C,1,docs_a81d250e96aa,local_game_docs_en_us
Recipe_Rebar_Spreadshot_C,Shatter Rebar,false,12.0,1.000000,"(GameplayTags=((TagName=""Recipe.Part"")))",BlueprintGeneratedClass /Game/FactoryGame/Equipment/RebarGun/Ammo/Recipe_Rebar_Spreadshot.Recipe_Rebar_Spreadshot_C,1,docs_a81d250e96aa,local_game_docs_en_us
Recipe_Rebar_Explosive_C,Explosive Rebar,false,12.0,1.333333,"(GameplayTags=((TagName=""Recipe.Part"")))",BlueprintGeneratedClass /Game/FactoryGame/Equipment/RebarGun/Ammo/Recipe_Rebar_Explosive.Recipe_Rebar_Explosive_C,1,docs_a81d250e96aa,local_game_docs_en_us
Recipe_FilterHazmat_C,Iodine-Infused Filter,false,16.0,1.000000,"(GameplayTags=((TagName=""Recipe.Part"")))",BlueprintGeneratedClass /Game/FactoryGame/Recipes/Equipment/Recipe_FilterHazmat.Recipe_FilterHazmat_C,1,docs_a81d250e96aa,local_game_docs_en_us
Recipe_NobeliskShockwave_C,Pulse Nobelisk,false,60.0,0.666666,"(GameplayTags=((TagName=""Recipe.Part"")))",BlueprintGeneratedClass /Game/FactoryGame/Equipment/NobeliskDetonator/Ammo/Recipe_NobeliskShockwave.Recipe_NobeliskShockwave_C,1,docs_a81d250e96aa,local_game_docs_en_us
Recipe_NobeliskGas_C,Gas Nobelisk,false,12.0,0.666667,"(GameplayTags=((TagName=""Recipe.Part"")))",BlueprintGeneratedClass /Game/FactoryGame/Equipment/NobeliskDetonator/Ammo/Recipe_NobeliskGas.Recipe_NobeliskGas_C,1,docs_a81d250e96aa,local_game_docs_en_us
Recipe_NobeliskCluster_C,Cluster Nobelisk,false,24.0,0.666667,"(GameplayTags=((TagName=""Recipe.Part"")))",BlueprintGeneratedClass /Game/FactoryGame/Equipment/NobeliskDetonator/Ammo/Recipe_NobeliskCluster.Recipe_NobeliskCluster_C,1,docs_a81d250e96aa,local_game_docs_en_us
Recipe_FilterGasMask_C,Gas Filter,false,8.0,1.000000,"(GameplayTags=((TagName=""Recipe.Part"")))",BlueprintGeneratedClass /Game/FactoryGame/Recipes/Equipment/Recipe_FilterGasMask.Recipe_FilterGasMask_C,1,docs_a81d250e96aa,local_game_docs_en_us
Recipe_Cartridge_C,Rifle Ammo,false,12.0,1.000000,"(GameplayTags=((TagName=""Recipe.Part"")))",BlueprintGeneratedClass /Game/FactoryGame/Recipes/Equipment/Recipe_Cartridge.Recipe_Cartridge_C,1,docs_a81d250e96aa,local_game_docs_en_us
Recipe_XmasWreath_C,FICSMAS Wreath,false,60.0,1.000000,"(GameplayTags=((TagName=""Recipe.Part"")))",BlueprintGeneratedClass /Game/FactoryGame/Events/Christmas/Parts/Recipe_XmasWreath.Recipe_XmasWreath_C,1,docs_a81d250e96aa,local_game_docs_en_us
Recipe_Snowball_C,Snowball,false,12.0,1.000000,"(GameplayTags=((TagName=""Recipe.Part"")))",BlueprintGeneratedClass /Game/FactoryGame/Recipes/Holiday/Recipe_Snowball.Recipe_Snowball_C,1,docs_a81d250e96aa,local_game_docs_en_us
Recipe_XmasStar_C,FICSMAS Wonder Star,false,60.0,1.000000,"(GameplayTags=((TagName=""Recipe.Part"")))",BlueprintGeneratedClass /Game/FactoryGame/Events/Christmas/Parts/Recipe_XmasStar.Recipe_XmasStar_C,1,docs_a81d250e96aa,local_game_docs_en_us
Recipe_XmasBall3_C,Copper FICSMAS Ornament,false,12.0,1.000000,"(GameplayTags=((TagName=""Recipe.Part"")))",BlueprintGeneratedClass /Game/FactoryGame/Events/Christmas/Parts/Recipe_XmasBall3.Recipe_XmasBall3_C,1,docs_a81d250e96aa,local_game_docs_en_us
Recipe_XmasBall4_C,Iron FICSMAS Ornament,false,12.0,1.000000,"(GameplayTags=((TagName=""Recipe.Part"")))",BlueprintGeneratedClass /Game/FactoryGame/Events/Christmas/Parts/Recipe_XmasBall4.Recipe_XmasBall4_C,1,docs_a81d250e96aa,local_game_docs_en_us
Recipe_XmasBallCluster_C,FICSMAS Ornament Bundle,false,12.0,1.000000,"(GameplayTags=((TagName=""Recipe.Part"")))",BlueprintGeneratedClass /Game/FactoryGame/Events/Christmas/Parts/Recipe_XmasBallCluster.Recipe_XmasBallCluster_C,1,docs_a81d250e96aa,local_game_docs_en_us
Recipe_XmasBall1_C,Red FICSMAS Ornament,false,12.0,1.000000,"(GameplayTags=((TagName=""Recipe.Part"")))",BlueprintGeneratedClass /Game/FactoryGame/Events/Christmas/Parts/Recipe_XmasBall1.Recipe_XmasBall1_C,1,docs_a81d250e96aa,local_game_docs_en_us
Recipe_XmasBall2_C,Blue FICSMAS Ornament,false,12.0,1.000000,"(GameplayTags=((TagName=""Recipe.Part"")))",BlueprintGeneratedClass /Game/FactoryGame/Events/Christmas/Parts/Recipe_XmasBall2.Recipe_XmasBall2_C,1,docs_a81d250e96aa,local_game_docs_en_us
Recipe_Snow_C,FICSMAS Actual Snow,false,12.0,1.000000,"(GameplayTags=((TagName=""Recipe.Part"")))",BlueprintGeneratedClass /Game/FactoryGame/Events/Christmas/Parts/Recipe_Snow.Recipe_Snow_C,1,docs_a81d250e96aa,local_game_docs_en_us
Recipe_XmasBranch_C,FICSMAS Tree Branch,false,6.0,1.000000,"(GameplayTags=((TagName=""Recipe.Part"")))",BlueprintGeneratedClass /Game/FactoryGame/Events/Christmas/Parts/Recipe_XmasBranch.Recipe_XmasBranch_C,1,docs_a81d250e96aa,local_game_docs_en_us
Recipe_XmasBow_C,FICSMAS Bow,false,12.0,1.000000,"(GameplayTags=((TagName=""Recipe.Part"")))",BlueprintGeneratedClass /Game/FactoryGame/Events/Christmas/Parts/Recipe_XmasBow.Recipe_XmasBow_C,1,docs_a81d250e96aa,local_game_docs_en_us
Recipe_CandyCane_C,Candy Cane,false,12.0,1.000000,"(GameplayTags=((TagName=""Recipe.Part"")))",BlueprintGeneratedClass /Game/FactoryGame/Events/Christmas/Parts/Recipe_CandyCane.Recipe_CandyCane_C,1,docs_a81d250e96aa,local_game_docs_en_us
Recipe_NobeliskNuke_C,Nuke Nobelisk,false,120.0,0.500000,"(GameplayTags=((TagName=""Recipe.Part"")))",BlueprintGeneratedClass /Game/FactoryGame/Equipment/NobeliskDetonator/Ammo/Recipe_NobeliskNuke.Recipe_NobeliskNuke_C,1,docs_a81d250e96aa,local_game_docs_en_us
Recipe_PowerCrystalShard_3_C,Power Shard (5),false,24.0,1.000000,"(GameplayTags=((TagName=""Recipe.Part"")))",BlueprintGeneratedClass /Game/FactoryGame/Recipes/Constructor/Recipe_PowerCrystalShard_3.Recipe_PowerCrystalShard_3_C,1,docs_a81d250e96aa,local_game_docs_en_us
Recipe_PowerCrystalShard_2_C,Power Shard (2),false,12.0,1.000000,"(GameplayTags=((TagName=""Recipe.Part"")))",BlueprintGeneratedClass /Game/FactoryGame/Recipes/Constructor/Recipe_PowerCrystalShard_2.Recipe_PowerCrystalShard_2_C,1,docs_a81d250e96aa,local_game_docs_en_us
Recipe_PowerCrystalShard_1_C,Power Shard (1),false,8.0,1.000000,"(GameplayTags=((TagName=""Recipe.Part"")))",BlueprintGeneratedClass /Game/FactoryGame/Recipes/Constructor/Recipe_PowerCrystalShard_1.Recipe_PowerCrystalShard_1_C,1,docs_a81d250e96aa,local_game_docs_en_us
Recipe_Alternate_PolyesterFabric_C,Alternate: Polyester Fabric,true,2.0,1.000000,"(GameplayTags=((TagName=""Recipe.Part"")))",BlueprintGeneratedClass /Game/FactoryGame/Recipes/AlternateRecipes/New_Update3/Recipe_Alternate_PolyesterFabric.Recipe_Alternate_PolyesterFabric_C,1,docs_a81d250e96aa,local_game_docs_en_us
Recipe_Biomass_Mycelia_C,Biomass (Mycelia),false,4.0,0.500000,"(GameplayTags=((TagName=""Recipe.Part"")))",BlueprintGeneratedClass /Game/FactoryGame/Recipes/Constructor/Recipe_Biomass_Mycelia.Recipe_Biomass_Mycelia_C,1,docs_a81d250e96aa,local_game_docs_en_us
Recipe_IngotCaterium_C,Caterium Ingot,false,4.0,2.000000,"(GameplayTags=((TagName=""Recipe.Part"")))",BlueprintGeneratedClass /Game/FactoryGame/Recipes/Smelter/Recipe_IngotCaterium.Recipe_IngotCaterium_C,1,docs_a81d250e96aa,local_game_docs_en_us
Recipe_AlienPowerFuel_C,Alien Power Matrix,false,24.0,1.000000,"(GameplayTags=((TagName=""Recipe.Part"")))",BlueprintGeneratedClass /Game/FactoryGame/Recipes/QuantumEncoder/Recipe_AlienPowerFuel.Recipe_AlienPowerFuel_C,1,docs_a81d250e96aa,local_game_docs_en_us
Recipe_Protein_Stinger_C,Stinger Protein,false,3.0,1.333333,"(GameplayTags=((TagName=""Recipe.Part"")))",BlueprintGeneratedClass /Game/FactoryGame/Recipes/Constructor/Recipe_Protein_Stinger.Recipe_Protein_Stinger_C,1,docs_a81d250e96aa,local_game_docs_en_us
Recipe_Protein_Crab_C,Hatcher Protein,false,3.0,1.333333,"(GameplayTags=((TagName=""Recipe.Part"")))",BlueprintGeneratedClass /Game/FactoryGame/Recipes/Constructor/Recipe_Protein_Crab.Recipe_Protein_Crab_C,1,docs_a81d250e96aa,local_game_docs_en_us
Recipe_AlienDNACapsule_C,Alien DNA Capsule,false,6.0,1.333333,"(GameplayTags=((TagName=""Recipe.Part"")))",BlueprintGeneratedClass /Game/FactoryGame/Recipes/Constructor/Recipe_AlienDNACapsule.Recipe_AlienDNACapsule_C,1,docs_a81d250e96aa,local_game_docs_en_us
Recipe_Biomass_AlienProtein_C,Biomass (Alien Protein),false,4.0,1.000000,"(GameplayTags=((TagName=""Recipe.Part"")))",BlueprintGeneratedClass /Game/FactoryGame/Recipes/Constructor/Recipe_Biomass_AlienProtein.Recipe_Biomass_AlienProtein_C,1,docs_a81d250e96aa,local_game_docs_en_us
Recipe_Protein_Spitter_C,Spitter Protein,false,3.0,1.333333,"(GameplayTags=((TagName=""Recipe.Part"")))",BlueprintGeneratedClass /Game/FactoryGame/Recipes/Constructor/Recipe_Protein_Spitter.Recipe_Protein_Spitter_C,1,docs_a81d250e96aa,local_game_docs_en_us
Recipe_Protein_Hog_C,Hog Protein,false,3.0,1.333333,"(GameplayTags=((TagName=""Recipe.Part"")))",BlueprintGeneratedClass /Game/FactoryGame/Recipes/Constructor/Recipe_Protein_Hog.Recipe_Protein_Hog_C,1,docs_a81d250e96aa,local_game_docs_en_us
Recipe_Ficsonium_C,Ficsonium,false,6.0,0.000000,"(GameplayTags=((TagName=""Recipe.Part"")))",BlueprintGeneratedClass /Game/FactoryGame/Recipes/Converter/Recipe_Ficsonium.Recipe_Ficsonium_C,1,docs_a81d250e96aa,local_game_docs_en_us
Recipe_FicsoniumFuelRod_C,Ficsonium Fuel Rod,false,24.0,1.000000,"(GameplayTags=((TagName=""Recipe.Part"")))",BlueprintGeneratedClass /Game/FactoryGame/Recipes/HadronCollider/Recipe_FicsoniumFuelRod.Recipe_FicsoniumFuelRod_C,1,docs_a81d250e96aa,local_game_docs_en_us
Recipe_SingularityCell_C,Singularity Cell,false,60.0,1.000000,"(GameplayTags=((TagName=""Recipe.Part"")))",BlueprintGeneratedClass /Game/FactoryGame/Recipes/HadronCollider/Recipe_SingularityCell.Recipe_SingularityCell_C,1,docs_a81d250e96aa,local_game_docs_en_us
Recipe_SpaceElevatorPart_11_C,Ballistic Warp Drive,false,60.0,1.000000,"(GameplayTags=((TagName=""Recipe.SpacePart""),(TagName=""Recipe.Part"")))",BlueprintGeneratedClass /Game/FactoryGame/Recipes/SpaceElevatorParts/Recipe_SpaceElevatorPart_11.Recipe_SpaceElevatorPart_11_C,1,docs_a81d250e96aa,local_game_docs_en_us
Recipe_Battery_C,Battery,false,3.0,1.000000,"(GameplayTags=((TagName=""Recipe.Part"")))",BlueprintGeneratedClass /Game/FactoryGame/Recipes/Manufacturer/Recipe_Battery.Recipe_Battery_C,1,docs_a81d250e96aa,local_game_docs_en_us
Recipe_SulfuricAcid_C,Sulfuric Acid,false,6.0,1.000000,"(GameplayTags=((TagName=""Recipe.Part"")))",BlueprintGeneratedClass /Game/FactoryGame/Recipes/OilRefinery/Recipe_SulfuricAcid.Recipe_SulfuricAcid_C,1,docs_a81d250e96aa,local_game_docs_en_us
Recipe_SpaceElevatorPart_7_C,Assembly Director System,false,80.0,1.000000,"(GameplayTags=((TagName=""Recipe.SpacePart""),(TagName=""Recipe.Part"")))",BlueprintGeneratedClass /Game/FactoryGame/Recipes/SpaceElevatorParts/Recipe_SpaceElevatorPart_7.Recipe_SpaceElevatorPart_7_C,1,docs_a81d250e96aa,local_game_docs_en_us
Recipe_PackagedSulfuricAcid_C,Packaged Sulfuric Acid,false,3.0,1.000000,(),BlueprintGeneratedClass /Game/FactoryGame/Recipes/Packager/Recipe_PackagedSulfuricAcid.Recipe_PackagedSulfuricAcid_C,1,docs_a81d250e96aa,local_game_docs_en_us
Recipe_UnpackageSulfuricAcid_C,Unpackage Sulfuric Acid,false,1.0,1.000000,(),BlueprintGeneratedClass /Game/FactoryGame/Recipes/Packager/Recipe_UnpackageSulfuricAcid.Recipe_UnpackageSulfuricAcid_C,1,docs_a81d250e96aa,local_game_docs_en_us
Recipe_Alternate_Wire_2_C,Alternate: Caterium Wire,true,4.0,1.000000,"(GameplayTags=((TagName=""Recipe.Part"")))",BlueprintGeneratedClass /Game/FactoryGame/Recipes/AlternateRecipes/Parts/Recipe_Alternate_Wire_2.Recipe_Alternate_Wire_2_C,1,docs_a81d250e96aa,local_game_docs_en_us
