poi_id,hazard_json,hazard_source,inference_not_placement
poi_502094_0320,"{""hostiles_nearby"":{""Char_CrabHatcher_C"":2},""spawns_here"":[""Char_CrabHatcher_C""],""nearest_hostile_cm"":1143.2}",SatisfactoryMCP inferred hazard context,true
poi_502094_0322,"{""hostiles_nearby"":{""Desc_HogBasic_C"":1},""nearest_hostile_cm"":2167.9}",SatisfactoryMCP inferred hazard context,true
poi_502094_0323,"{""hostiles_nearby"":{""Char_BigCrabHatcher_C"":1,""Desc_SpitterForest_Alpha_C"":1},""nearest_hostile_cm"":580.4}",SatisfactoryMCP inferred hazard context,true
poi_502094_0324,"{""nearest_gas_cm"":1217.2,""nearest_gas_class"":""BP_SporeFlower_C"",""inside_spore_flower_damage_sphere"":true}",SatisfactoryMCP inferred hazard context,true
poi_502094_0325,"{""hostiles_nearby"":{""Desc_HogAlpha_C"":1},""nearest_hostile_cm"":623.6}",SatisfactoryMCP inferred hazard context,true
poi_502094_0326,"{""hostiles_nearby"":{""Desc_StingerElite_C"":1},""nearest_hostile_cm"":3444.1,""nearest_gas_cm"":2606.6,""nearest_gas_class"":""BP_GasPillar_01_C""}",SatisfactoryMCP inferred hazard context,true
poi_502094_0327,"{""hostiles_nearby"":{""Char_BigCrabHatcher_C"":2},""nearest_hostile_cm"":2394.9}",SatisfactoryMCP inferred hazard context,true
poi_502094_0328,"{""hostiles_nearby"":{""Desc_StingerAlpha_C"":1},""nearest_hostile_cm"":1954.0}",SatisfactoryMCP inferred hazard context,true
poi_502094_0329,"{""hostiles_nearby"":{""Desc_StingerAlpha_C"":2},""spawns_here"":[""Desc_StingerAlpha_C""],""nearest_hostile_cm"":151.0}",SatisfactoryMCP inferred hazard context,true
poi_502094_0330,"{""hostiles_nearby"":{""Desc_HogCliff_C"":1,""Desc_SpitterForest_Small_C"":1},""nearest_hostile_cm"":1049.0}",SatisfactoryMCP inferred hazard context,true
poi_502094_0332,"{""hostiles_nearby"":{""Char_CrabHatcher_C"":2},""spawns_here"":[""Char_CrabHatcher_C""],""nearest_hostile_cm"":1072.8}",SatisfactoryMCP inferred hazard context,true
poi_502094_0333,"{""nearest_gas_cm"":1389.0,""nearest_gas_class"":""BP_SporeFlower_C"",""inside_spore_flower_damage_sphere"":true}",SatisfactoryMCP inferred hazard context,true
poi_502094_0334,"{""hostiles_nearby"":{""Desc_SpitterForest_Small_C"":1},""nearest_hostile_cm"":2882.1}",SatisfactoryMCP inferred hazard context,true
poi_502094_0335,"{""hostiles_nearby"":{""Char_CrabHatcher_C"":2,""Desc_HogCliff_C"":1},""spawns_here"":[""Char_CrabHatcher_C""],""nearest_hostile_cm"":513.2}",SatisfactoryMCP inferred hazard context,true
poi_502094_0337,"{""hostiles_nearby"":{""Desc_SpitterAquatic_Small_C"":2},""nearest_hostile_cm"":1570.8}",SatisfactoryMCP inferred hazard context,true
poi_502094_0339,"{""hostiles_nearby"":{""Desc_SpitterForest_Small_C"":1,""Desc_StingerSmall_C"":2},""nearest_hostile_cm"":1625.2}",SatisfactoryMCP inferred hazard context,true
poi_502094_0340,"{""hostiles_nearby"":{""Char_BigCrabHatcher_C"":1,""Char_CrabHatcher_C"":1},""nearest_hostile_cm"":1157.7}",SatisfactoryMCP inferred hazard context,true
poi_502094_0341,"{""hostiles_nearby"":{""Desc_HogAlpha_C"":1,""Desc_SpitterForest_Small_C"":2},""spawns_here"":[""Desc_HogAlpha_C""],""nearest_hostile_cm"":2163.4}",SatisfactoryMCP inferred hazard context,true
poi_502094_0342,"{""hostiles_nearby"":{""Desc_StingerAlpha_C"":1,""Desc_StingerSmall_C"":3},""nearest_hostile_cm"":1353.4,""nearest_gas_cm"":2834.6,""nearest_gas_class"":""BP_SporeFlower_C""}",SatisfactoryMCP inferred hazard context,true
poi_502094_0344,"{""hostiles_nearby"":{""Char_BigCrabHatcher_C"":3},""nearest_hostile_cm"":976.9}",SatisfactoryMCP inferred hazard context,true
poi_502094_0345,"{""hostiles_nearby"":{""Desc_SpitterForest_Alpha_C"":1},""nearest_hostile_cm"":677.1}",SatisfactoryMCP inferred hazard context,true
poi_502094_0346,"{""hostiles_nearby"":{""Char_BigCrabHatcher_C"":2},""nearest_hostile_cm"":1311.4}",SatisfactoryMCP inferred hazard context,true
poi_502094_0347,"{""hostiles_nearby"":{""Char_BigCrabHatcher_C"":1,""Desc_SpitterAquatic_Alpha_C"":1},""nearest_hostile_cm"":1457.6}",SatisfactoryMCP inferred hazard context,true
poi_502094_0348,"{""hostiles_nearby"":{""Char_BigCrabHatcher_C"":1,""Desc_SpitterForest_Small_C"":2},""nearest_hostile_cm"":1474.4,""nearest_gas_cm"":4653.0,""nearest_gas_class"":""BP_GasPillar_02_C""}",SatisfactoryMCP inferred hazard context,true
poi_502094_0350,"{""hostiles_nearby"":{""Desc_SpitterAquatic_Alpha_C"":1},""nearest_hostile_cm"":1234.2}",SatisfactoryMCP inferred hazard context,true
poi_502094_0351,"{""hostiles_nearby"":{""Desc_StingerAlpha_C"":1,""Desc_StingerElite_C"":2},""nearest_hostile_cm"":3752.6,""nearest_uranium_cm"":4122.4}",SatisfactoryMCP inferred hazard context,true
poi_502094_0352,"{""hostiles_nearby"":{""Desc_StingerAlpha_C"":2,""Desc_StingerSmall_C"":10},""spawns_here"":[""Desc_StingerSmall_C""],""nearest_hostile_cm"":154.3,""nearest_uranium_cm"":72.3}",SatisfactoryMCP inferred hazard context,true
poi_502094_0353,"{""nearest_gas_cm"":1152.9,""nearest_gas_class"":""BP_SporeFlower_C"",""inside_spore_flower_damage_sphere"":true}",SatisfactoryMCP inferred hazard context,true
poi_502094_0354,"{""hostiles_nearby"":{""Desc_StingerSmall_C"":1},""nearest_hostile_cm"":1736.8}",SatisfactoryMCP inferred hazard context,true
poi_502094_0355,"{""hostiles_nearby"":{""Desc_StingerAlpha_C"":1,""Desc_StingerElite_C"":1},""nearest_hostile_cm"":1092.0}",SatisfactoryMCP inferred hazard context,true
poi_502094_0356,"{""hostiles_nearby"":{""Desc_HogAlpha_C"":1},""nearest_hostile_cm"":2880.5}",SatisfactoryMCP inferred hazard context,true
poi_502094_0357,"{""hostiles_nearby"":{""Desc_SpitterForest_Small_C"":1},""nearest_hostile_cm"":1206.6}",SatisfactoryMCP inferred hazard context,true
poi_502094_0358,"{""hostiles_nearby"":{""Desc_HogBasic_C"":2},""spawns_here"":[""Desc_HogBasic_C""],""nearest_hostile_cm"":393.1}",SatisfactoryMCP inferred hazard context,true
poi_502094_0359,"{""hostiles_nearby"":{""Char_BigCrabHatcher_C"":1,""Desc_HogAlpha_C"":1,""Desc_HogCliff_C"":1},""nearest_hostile_cm"":2190.1,""nearest_gas_cm"":3677.5,""nearest_gas_class"":""BP_SporeFlower_C""}",SatisfactoryMCP inferred hazard context,true
poi_502094_0360,"{""hostiles_nearby"":{""Desc_HogAlpha_C"":1,""Desc_SpitterForest_Small_C"":1},""nearest_hostile_cm"":1121.7,""nearest_gas_cm"":4559.7,""nearest_gas_class"":""BP_SporeFlower_C""}",SatisfactoryMCP inferred hazard context,true
poi_502094_0361,"{""nearest_gas_cm"":442.7,""nearest_gas_class"":""BP_GasPillar_03_C""}",SatisfactoryMCP inferred hazard context,true
poi_502094_0362,"{""hostiles_nearby"":{""Desc_HogCliff_C"":1},""nearest_hostile_cm"":1335.9}",SatisfactoryMCP inferred hazard context,true
poi_502094_0364,"{""hostiles_nearby"":{""Desc_HogAlpha_C"":1,""Desc_HogBasic_C"":4,""Desc_HogCliff_C"":1},""spawns_here"":[""Desc_HogBasic_C"",""Desc_HogCliff_C""],""nearest_hostile_cm"":330.2}",SatisfactoryMCP inferred hazard context,true
poi_502094_0365,"{""hostiles_nearby"":{""Desc_HogBasic_C"":1},""spawns_here"":[""Desc_HogBasic_C""],""nearest_hostile_cm"":1070.2}",SatisfactoryMCP inferred hazard context,true
poi_502094_0367,"{""hostiles_nearby"":{""Desc_SpitterDesert_Alpha_C"":1,""Desc_SpitterDesert_Small_C"":1},""nearest_hostile_cm"":2114.4}",SatisfactoryMCP inferred hazard context,true
poi_502094_0368,"{""hostiles_nearby"":{""Desc_SpitterForest_Small_C"":2},""nearest_hostile_cm"":4488.5}",SatisfactoryMCP inferred hazard context,true
poi_502094_0369,"{""hostiles_nearby"":{""Desc_HogCliff_C"":1},""nearest_hostile_cm"":598.7}",SatisfactoryMCP inferred hazard context,true
poi_502094_0371,"{""hostiles_nearby"":{""Desc_HogNuclear_C"":3,""Desc_StingerElite_C"":1},""nearest_hostile_cm"":64.8,""nearest_uranium_cm"":359.4,""nearest_nuclear_hog_spawner_cm"":3560.8}",SatisfactoryMCP inferred hazard context,true
poi_502094_0372,"{""hostiles_nearby"":{""Desc_HogBasic_C"":3,""Desc_StingerSmall_C"":4},""spawns_here"":[""Desc_HogBasic_C""],""nearest_hostile_cm"":3096.7}",SatisfactoryMCP inferred hazard context,true
poi_502094_0373,"{""hostiles_nearby"":{""Desc_HogCliff_C"":1,""Desc_HogNuclear_C"":1},""nearest_hostile_cm"":1115.4,""nearest_uranium_cm"":373.3,""nearest_nuclear_hog_spawner_cm"":1115.4}",SatisfactoryMCP inferred hazard context,true
poi_502094_0375,"{""hostiles_nearby"":{""Desc_HogAlpha_C"":1,""Desc_HogCliff_C"":1},""nearest_hostile_cm"":874.8}",SatisfactoryMCP inferred hazard context,true
poi_502094_0376,"{""hostiles_nearby"":{""Desc_SpitterAquatic_Small_C"":3},""nearest_hostile_cm"":3411.3}",SatisfactoryMCP inferred hazard context,true
poi_502094_0377,"{""nearest_uranium_cm"":4858.3}",SatisfactoryMCP inferred hazard context,true
poi_502094_0378,"{""hostiles_nearby"":{""Desc_StingerAlpha_C"":1,""Desc_StingerElite_C"":1,""Desc_StingerSmall_C"":4},""nearest_hostile_cm"":1276.8,""nearest_uranium_cm"":924.9}",SatisfactoryMCP inferred hazard context,true
poi_502094_0379,"{""hostiles_nearby"":{""Char_CrabHatcher_C"":3},""spawns_here"":[""Char_CrabHatcher_C""],""nearest_hostile_cm"":934.9}",SatisfactoryMCP inferred hazard context,true
poi_502094_0380,"{""hostiles_nearby"":{""Desc_HogAlpha_C"":1,""Desc_HogBasic_C"":1},""nearest_hostile_cm"":969.4}",SatisfactoryMCP inferred hazard context,true
poi_502094_0381,"{""hostiles_nearby"":{""Desc_HogBasic_C"":2},""spawns_here"":[""Desc_HogBasic_C""],""nearest_hostile_cm"":265.9}",SatisfactoryMCP inferred hazard context,true
poi_502094_0386,"{""nearest_gas_cm"":1436.5,""nearest_gas_class"":""BP_SporeFlower_C""}",SatisfactoryMCP inferred hazard context,true
poi_502094_0387,"{""hostiles_nearby"":{""Desc_SpitterAquatic_Alpha_C"":1,""Desc_SpitterAquatic_Small_C"":1},""spawns_here"":[""Desc_SpitterAquatic_Alpha_C""],""nearest_hostile_cm"":301.1}",SatisfactoryMCP inferred hazard context,true
poi_502094_0390,"{""hostiles_nearby"":{""Char_CrabHatcher_C"":2},""spawns_here"":[""Char_CrabHatcher_C""],""nearest_hostile_cm"":502.3}",SatisfactoryMCP inferred hazard context,true
poi_502094_0391,"{""hostiles_nearby"":{""Char_CrabHatcher_C"":1},""spawns_here"":[""Char_CrabHatcher_C""],""nearest_hostile_cm"":1623.6}",SatisfactoryMCP inferred hazard context,true
poi_502094_0393,"{""nearest_gas_cm"":926.9,""nearest_gas_class"":""BP_VolumeGas_01_C""}",SatisfactoryMCP inferred hazard context,true
poi_502094_0394,"{""hostiles_nearby"":{""Desc_HogAlpha_C"":1},""nearest_hostile_cm"":578.6}",SatisfactoryMCP inferred hazard context,true
poi_502094_0395,"{""hostiles_nearby"":{""Desc_SpitterForest_Alpha_C"":1},""nearest_hostile_cm"":1849.6}",SatisfactoryMCP inferred hazard context,true
poi_502094_0397,"{""hostiles_nearby"":{""Desc_StingerSmall_C"":2},""spawns_here"":[""Desc_StingerSmall_C""],""nearest_hostile_cm"":926.3}",SatisfactoryMCP inferred hazard context,true
poi_502094_0398,"{""hostiles_nearby"":{""Char_CrabHatcher_C"":2},""spawns_here"":[""Char_CrabHatcher_C""],""nearest_hostile_cm"":2137.5}",SatisfactoryMCP inferred hazard context,true
poi_502094_0399,"{""hostiles_nearby"":{""Desc_SpitterDesert_Alpha_C"":1,""Desc_SpitterDesert_Small_C"":1},""nearest_hostile_cm"":3015.9}",SatisfactoryMCP inferred hazard context,true
poi_502094_0400,"{""hostiles_nearby"":{""Char_CrabHatcher_C"":3,""Desc_SpitterAquatic_Alpha_C"":1},""spawns_here"":[""Char_CrabHatcher_C""],""nearest_hostile_cm"":1665.3}",SatisfactoryMCP inferred hazard context,true
poi_502094_0401,"{""hostiles_nearby"":{""Desc_HogAlpha_C"":1,""Desc_SpitterForest_Small_C"":1},""nearest_hostile_cm"":718.4}",SatisfactoryMCP inferred hazard context,true
poi_502094_0402,"{""hostiles_nearby"":{""Desc_HogBasic_C"":2,""Desc_HogCliff_C"":1,""Desc_StingerElite_C"":1},""nearest_hostile_cm"":655.2,""nearest_uranium_cm"":184.7}",SatisfactoryMCP inferred hazard context,true
poi_502094_0403,"{""hostiles_nearby"":{""Desc_StingerSmall_C"":9},""spawns_here"":[""Desc_StingerSmall_C""],""nearest_hostile_cm"":3530.8,""nearest_gas_cm"":4245.8,""nearest_gas_class"":""BP_SporeFlower_C""}",SatisfactoryMCP inferred hazard context,true
poi_502094_0408,"{""hostiles_nearby"":{""Char_BigCrabHatcher_C"":2,""Desc_SpitterAquatic_Small_C"":1},""spawns_here"":[""Desc_SpitterAquatic_Small_C""],""nearest_hostile_cm"":723.8}",SatisfactoryMCP inferred hazard context,true
poi_502094_0410,"{""hostiles_nearby"":{""Desc_StingerElite_C"":1},""nearest_hostile_cm"":4337.4,""nearest_gas_cm"":975.1,""nearest_gas_class"":""BP_GasPillar_02_C""}",SatisfactoryMCP inferred hazard context,true
poi_502094_0411,"{""hostiles_nearby"":{""Desc_HogCliff_C"":1},""nearest_hostile_cm"":2050.3,""nearest_uranium_cm"":1133.7}",SatisfactoryMCP inferred hazard context,true
poi_502094_0412,"{""hostiles_nearby"":{""Desc_HogNuclear_C"":1,""Desc_StingerElite_C"":1},""spawns_here"":[""Desc_HogNuclear_C""],""nearest_hostile_cm"":527.9,""nearest_gas_cm"":3876.3,""nearest_gas_class"":""BP_SporeFlower_C"",""nearest_nuclear_hog_spawner_cm"":527.9}",SatisfactoryMCP inferred hazard context,true
poi_502094_0413,"{""hostiles_nearby"":{""Char_BigCrabHatcher_C"":1,""Desc_SpitterAquatic_Alpha_C"":1},""nearest_hostile_cm"":2881.8}",SatisfactoryMCP inferred hazard context,true
poi_502094_0414,"{""hostiles_nearby"":{""Desc_SpitterForest_Small_C"":2},""spawns_here"":[""Desc_SpitterForest_Small_C""],""nearest_hostile_cm"":1663.4}",SatisfactoryMCP inferred hazard context,true
poi_502094_0415,"{""hostiles_nearby"":{""Desc_HogAlpha_C"":2,""Desc_SpitterForest_Small_Red_C"":2},""spawns_here"":[""Desc_HogAlpha_C"",""Desc_SpitterForest_Small_Red_C""],""nearest_hostile_cm"":824.2}",SatisfactoryMCP inferred hazard context,true
poi_502094_0416,"{""hostiles_nearby"":{""Char_CrabHatcher_C"":2,""Desc_SpitterDesert_Small_C"":1},""spawns_here"":[""Char_CrabHatcher_C"",""Desc_SpitterDesert_Small_C""],""nearest_hostile_cm"":487.0}",SatisfactoryMCP inferred hazard context,true
poi_502094_0418,"{""hostiles_nearby"":{""Desc_StingerSmall_C"":1},""nearest_hostile_cm"":2056.5}",SatisfactoryMCP inferred hazard context,true
poi_502094_0419,"{""hostiles_nearby"":{""Desc_StingerSmall_C"":1},""nearest_hostile_cm"":1361.7}",SatisfactoryMCP inferred hazard context,true
poi_502094_0420,"{""hostiles_nearby"":{""Char_CrabHatcher_C"":1,""Desc_HogBasic_C"":1,""Desc_SpitterDesert_Small_C"":1},""spawns_here"":[""Char_CrabHatcher_C""],""nearest_hostile_cm"":588.0}",SatisfactoryMCP inferred hazard context,true
poi_502094_0421,"{""hostiles_nearby"":{""Desc_SpitterDesert_Small_C"":2},""nearest_hostile_cm"":2790.6}",SatisfactoryMCP inferred hazard context,true
poi_502094_0422,"{""hostiles_nearby"":{""Desc_SpitterDesert_Alpha_C"":2},""spawns_here"":[""Desc_SpitterDesert_Alpha_C""],""nearest_hostile_cm"":1682.3}",SatisfactoryMCP inferred hazard context,true
poi_502094_0424,"{""hostiles_nearby"":{""Desc_HogAlpha_C"":1,""Desc_SpitterForest_Red_Alpha_C"":1,""Desc_StingerSmall_C"":11},""nearest_hostile_cm"":1524.6,""nearest_uranium_cm"":1065.5}",SatisfactoryMCP inferred hazard context,true
poi_502094_0425,"{""hostiles_nearby"":{""Desc_HogAlpha_C"":1,""Desc_HogBasic_C"":3,""Desc_SpitterForest_Red_Alpha_C"":1,""Desc_StingerSmall_C"":11},""spawns_here"":[""Desc_StingerSmall_C""],""nearest_hostile_cm"":620.4,""nearest_uranium_cm"":602.9}",SatisfactoryMCP inferred hazard context,true
poi_502094_0426,"{""hostiles_nearby"":{""Desc_HogAlpha_C"":1,""Desc_HogBasic_C"":3,""Desc_SpitterForest_Red_Alpha_C"":1,""Desc_StingerSmall_C"":10},""nearest_hostile_cm"":1089.9,""nearest_uranium_cm"":913.9}",SatisfactoryMCP inferred hazard context,true
poi_502094_0427,"{""hostiles_nearby"":{""Desc_StingerSmall_C"":10},""nearest_hostile_cm"":1910.2,""nearest_uranium_cm"":712.1}",SatisfactoryMCP inferred hazard context,true
poi_502094_0428,"{""hostiles_nearby"":{""Desc_HogAlpha_C"":1,""Desc_HogBasic_C"":3,""Desc_StingerSmall_C"":10},""nearest_hostile_cm"":428.5,""nearest_uranium_cm"":662.1}",SatisfactoryMCP inferred hazard context,true
poi_502094_0429,"{""hostiles_nearby"":{""Desc_HogBasic_C"":1},""nearest_hostile_cm"":1610.3}",SatisfactoryMCP inferred hazard context,true
poi_502094_0431,"{""hostiles_nearby"":{""Desc_SpitterDesert_Alpha_C"":1},""nearest_hostile_cm"":3313.3}",SatisfactoryMCP inferred hazard context,true
poi_502094_0432,"{""hostiles_nearby"":{""Desc_SpitterAquatic_Small_C"":1},""nearest_hostile_cm"":3522.3,""nearest_gas_cm"":4551.4,""nearest_gas_class"":""BP_GasPillar_01_C""}",SatisfactoryMCP inferred hazard context,true
poi_502094_0433,"{""hostiles_nearby"":{""Char_CrabHatcher_C"":3},""spawns_here"":[""Char_CrabHatcher_C""],""nearest_hostile_cm"":1891.6}",SatisfactoryMCP inferred hazard context,true
poi_502094_0434,"{""hostiles_nearby"":{""Desc_SpitterAquatic_Small_C"":1},""nearest_hostile_cm"":3414.7}",SatisfactoryMCP inferred hazard context,true
poi_502094_0435,"{""hostiles_nearby"":{""Char_CrabHatcher_C"":2},""nearest_hostile_cm"":3302.4}",SatisfactoryMCP inferred hazard context,true
poi_502094_0440,"{""hostiles_nearby"":{""Char_CrabHatcher_C"":1},""spawns_here"":[""Char_CrabHatcher_C""],""nearest_hostile_cm"":1144.1}",SatisfactoryMCP inferred hazard context,true
poi_502094_0441,"{""hostiles_nearby"":{""Desc_StingerSmall_C"":2},""spawns_here"":[""Desc_StingerSmall_C""],""nearest_hostile_cm"":1289.1}",SatisfactoryMCP inferred hazard context,true
poi_502094_0446,"{""nearest_gas_cm"":972.1,""nearest_gas_class"":""BP_SporeFlower_C"",""inside_spore_flower_damage_sphere"":true}",SatisfactoryMCP inferred hazard context,true
poi_502094_0448,"{""hostiles_nearby"":{""Desc_SpitterDesert_Small_C"":1},""nearest_hostile_cm"":2998.6}",SatisfactoryMCP inferred hazard context,true
poi_502094_0449,"{""hostiles_nearby"":{""Desc_StingerSmall_C"":3},""nearest_hostile_cm"":2762.6,""nearest_gas_cm"":1998.4,""nearest_gas_class"":""BP_GasPillar_01_C""}",SatisfactoryMCP inferred hazard context,true
poi_502094_0453,"{""spawns_here"":[""Desc_StingerSmall_C""],""nearest_gas_cm"":4342.5,""nearest_gas_class"":""BP_GasPillar_03_C""}",SatisfactoryMCP inferred hazard context,true
poi_502094_0454,"{""hostiles_nearby"":{""Desc_StingerAlpha_C"":1,""Desc_StingerSmall_C"":3},""spawns_here"":[""Desc_StingerAlpha_C"",""Desc_StingerSmall_C""],""nearest_hostile_cm"":2806.3}",SatisfactoryMCP inferred hazard context,true
poi_502094_0455,"{""hostiles_nearby"":{""Desc_StingerAlpha_C"":2,""Desc_StingerSmall_C"":3},""spawns_here"":[""Desc_StingerAlpha_C"",""Desc_StingerSmall_C""],""nearest_hostile_cm"":2749.8}",SatisfactoryMCP inferred hazard context,true
poi_502094_0457,"{""hostiles_nearby"":{""Desc_StingerAlpha_C"":1},""nearest_hostile_cm"":3125.9}",SatisfactoryMCP inferred hazard context,true
poi_502094_0458,"{""nearest_gas_cm"":955.2,""nearest_gas_class"":""BP_GasPillar_03_C""}",SatisfactoryMCP inferred hazard context,true
poi_502094_0459,"{""hostiles_nearby"":{""Desc_HogBasic_C"":2},""nearest_hostile_cm"":3462.2}",SatisfactoryMCP inferred hazard context,true
poi_502094_0460,"{""nearest_gas_cm"":840.5,""nearest_gas_class"":""BP_SporeFlower_C"",""inside_spore_flower_damage_sphere"":true}",SatisfactoryMCP inferred hazard context,true
poi_502094_0464,"{""hostiles_nearby"":{""Char_CrabHatcher_C"":1},""nearest_hostile_cm"":3794.5,""nearest_gas_cm"":4479.8,""nearest_gas_class"":""BP_VolumeGas_01_C""}",SatisfactoryMCP inferred hazard context,true
poi_502094_0466,"{""hostiles_nearby"":{""Char_CrabHatcher_C"":2},""nearest_hostile_cm"":2847.8}",SatisfactoryMCP inferred hazard context,true
poi_502094_0467,"{""hostiles_nearby"":{""Desc_HogCliff_C"":1},""nearest_hostile_cm"":3003.7}",SatisfactoryMCP inferred hazard context,true
poi_502094_0468,"{""hostiles_nearby"":{""Desc_HogBasic_C"":2},""nearest_hostile_cm"":2834.5}",SatisfactoryMCP inferred hazard context,true
poi_502094_0469,"{""hostiles_nearby"":{""Char_BigCrabHatcher_C"":1},""nearest_hostile_cm"":4121.1}",SatisfactoryMCP inferred hazard context,true
poi_502094_0470,"{""hostiles_nearby"":{""Char_CrabHatcher_C"":1,""Desc_HogBasic_C"":2},""spawns_here"":[""Desc_HogBasic_C""],""nearest_hostile_cm"":841.9,""nearest_gas_cm"":4486.9,""nearest_gas_class"":""BP_SporeFlower_C""}",SatisfactoryMCP inferred hazard context,true
poi_502094_0471,"{""hostiles_nearby"":{""Desc_HogBasic_C"":1},""nearest_hostile_cm"":3512.8}",SatisfactoryMCP inferred hazard context,true
poi_502094_0472,"{""hostiles_nearby"":{""Desc_SpitterAquatic_Small_C"":2},""nearest_hostile_cm"":2867.6}",SatisfactoryMCP inferred hazard context,true
poi_502094_0474,"{""hostiles_nearby"":{""Desc_SpitterAquatic_Alpha_C"":1,""Desc_SpitterAquatic_Small_C"":1},""nearest_hostile_cm"":3181.0}",SatisfactoryMCP inferred hazard context,true
poi_502094_0475,"{""hostiles_nearby"":{""Char_CrabHatcher_C"":2},""spawns_here"":[""Char_CrabHatcher_C""],""nearest_hostile_cm"":751.2}",SatisfactoryMCP inferred hazard context,true
poi_502094_0476,"{""hostiles_nearby"":{""Desc_HogBasic_C"":2,""Desc_SpitterForest_Small_C"":1},""nearest_hostile_cm"":1263.7}",SatisfactoryMCP inferred hazard context,true
poi_502094_0477,"{""hostiles_nearby"":{""Char_BigCrabHatcher_C"":4},""nearest_hostile_cm"":1622.8}",SatisfactoryMCP inferred hazard context,true
poi_502094_0478,"{""hostiles_nearby"":{""Char_BigCrabHatcher_C"":5},""nearest_hostile_cm"":1205.3}",SatisfactoryMCP inferred hazard context,true
poi_502094_0479,"{""hostiles_nearby"":{""Char_BigCrabHatcher_C"":1},""nearest_hostile_cm"":2177.5}",SatisfactoryMCP inferred hazard context,true
poi_502094_0480,"{""hostiles_nearby"":{""Desc_HogBasic_C"":2},""nearest_hostile_cm"":1996.3}",SatisfactoryMCP inferred hazard context,true
poi_502094_0481,"{""hostiles_nearby"":{""Desc_SpitterDesert_Small_C"":1},""nearest_hostile_cm"":4650.6}",SatisfactoryMCP inferred hazard context,true
poi_502094_0482,"{""hostiles_nearby"":{""Desc_HogAlpha_C"":1,""Desc_HogBasic_C"":2},""spawns_here"":[""Desc_HogAlpha_C""],""nearest_hostile_cm"":1261.4}",SatisfactoryMCP inferred hazard context,true
poi_502094_0485,"{""hostiles_nearby"":{""Desc_StingerAlpha_C"":1},""nearest_hostile_cm"":4144.4}",SatisfactoryMCP inferred hazard context,true
poi_502094_0487,"{""hostiles_nearby"":{""Desc_SpitterAquatic_Small_C"":1},""nearest_hostile_cm"":4318.7}",SatisfactoryMCP inferred hazard context,true
poi_502094_0488,"{""hostiles_nearby"":{""Desc_StingerSmall_C"":1},""nearest_hostile_cm"":544.0}",SatisfactoryMCP inferred hazard context,true
poi_502094_0490,"{""hostiles_nearby"":{""Desc_SpitterDesert_Alpha_C"":1,""Desc_SpitterDesert_Small_C"":1},""nearest_hostile_cm"":3903.2}",SatisfactoryMCP inferred hazard context,true
poi_502094_0493,"{""hostiles_nearby"":{""Desc_SpitterDesert_Small_C"":1},""spawns_here"":[""Desc_SpitterDesert_Small_C""],""nearest_hostile_cm"":720.0}",SatisfactoryMCP inferred hazard context,true
poi_502094_0497,"{""hostiles_nearby"":{""Desc_SpitterDesert_Small_C"":1},""nearest_hostile_cm"":835.9}",SatisfactoryMCP inferred hazard context,true
poi_502094_0498,"{""hostiles_nearby"":{""Desc_StingerAlpha_C"":2},""nearest_hostile_cm"":1019.6}",SatisfactoryMCP inferred hazard context,true
poi_502094_0504,"{""hostiles_nearby"":{""Desc_HogBasic_C"":1},""nearest_hostile_cm"":672.5}",SatisfactoryMCP inferred hazard context,true
poi_502094_0506,"{""hostiles_nearby"":{""Char_CrabHatcher_C"":2},""spawns_here"":[""Char_CrabHatcher_C""],""nearest_hostile_cm"":738.5}",SatisfactoryMCP inferred hazard context,true
poi_502094_0508,"{""hostiles_nearby"":{""Char_BigCrabHatcher_C"":1},""nearest_hostile_cm"":1175.5}",SatisfactoryMCP inferred hazard context,true
poi_502094_0512,"{""hostiles_nearby"":{""Char_CrabHatcher_C"":1},""spawns_here"":[""Char_CrabHatcher_C""],""nearest_hostile_cm"":1755.3}",SatisfactoryMCP inferred hazard context,true
poi_502094_0514,"{""hostiles_nearby"":{""Desc_HogBasic_C"":2},""nearest_hostile_cm"":1446.8}",SatisfactoryMCP inferred hazard context,true
poi_502094_0517,"{""hostiles_nearby"":{""Desc_HogBasic_C"":2},""nearest_hostile_cm"":1863.1}",SatisfactoryMCP inferred hazard context,true
poi_502094_0518,"{""hostiles_nearby"":{""Desc_SpitterDesert_Small_C"":2},""nearest_hostile_cm"":657.1}",SatisfactoryMCP inferred hazard context,true
poi_502094_0521,"{""hostiles_nearby"":{""Desc_StingerSmall_C"":1},""nearest_hostile_cm"":683.0,""nearest_gas_cm"":3499.7,""nearest_gas_class"":""BP_GasPillar_01_C""}",SatisfactoryMCP inferred hazard context,true
poi_502094_0523,"{""hostiles_nearby"":{""Char_CrabHatcher_C"":3},""spawns_here"":[""Char_CrabHatcher_C""],""nearest_hostile_cm"":2346.2}",SatisfactoryMCP inferred hazard context,true
poi_502094_0524,"{""hostiles_nearby"":{""Desc_StingerSmall_C"":2},""nearest_hostile_cm"":2060.3,""nearest_gas_cm"":1227.6,""nearest_gas_class"":""BP_SporeFlower_C"",""inside_spore_flower_damage_sphere"":true}",SatisfactoryMCP inferred hazard context,true
poi_502094_0525,"{""nearest_gas_cm"":939.4,""nearest_gas_class"":""BP_GasPillar_02_C""}",SatisfactoryMCP inferred hazard context,true
