schematic_id,item_id,item_name,amount,game_build_id
Schematic_2-1_C,Desc_IronPlate_C,Iron Plate,300.0,docs_a81d250e96aa
ResourceSink_Rotor_C,Desc_ResourceSinkCoupon_C,,3.0,docs_a81d250e96aa
ResourceSink_ReinforcedIronPlate_C,Desc_ResourceSinkCoupon_C,,3.0,docs_a81d250e96aa
ResourceSink_Quickwire_C,Desc_ResourceSinkCoupon_C,,2.0,docs_a81d250e96aa
ResourceSink_ModularFrame_C,Desc_ResourceSinkCoupon_C,,4.0,docs_a81d250e96aa
Research_Mycelia_2_C,Desc_Mycelia_C,Mycelia,25.0,docs_a81d250e96aa
Research_Mycelia_2_C,Desc_GenericBiomass_C,Biomass,100.0,docs_a81d250e96aa
ResourceSink_Fabric_C,Desc_ResourceSinkCoupon_C,,3.0,docs_a81d250e96aa
ResourceSink_CopperSheet_C,Desc_ResourceSinkCoupon_C,,2.0,docs_a81d250e96aa
Schematic_2-2_C,Desc_IronScrew_C,Screws,500.0,docs_a81d250e96aa
Schematic_2-2_C,Desc_Cable_C,Cable,100.0,docs_a81d250e96aa
Schematic_2-2_C,Desc_Cement_C,Concrete,100.0,docs_a81d250e96aa
ResourceSink_Biofuel_C,Desc_ResourceSinkCoupon_C,,2.0,docs_a81d250e96aa
Research_Caterium_4_1_C,Desc_HighSpeedWire_C,Quickwire,200.0,docs_a81d250e96aa
Research_Caterium_4_1_C,Desc_CopperSheet_C,Copper Sheet,50.0,docs_a81d250e96aa
ResourceSink_AILimiter_C,Desc_ResourceSinkCoupon_C,,3.0,docs_a81d250e96aa
ResourceSink_Wire_C,Desc_ResourceSinkCoupon_C,,1.0,docs_a81d250e96aa
ResourceSink_Screw_C,Desc_ResourceSinkCoupon_C,,1.0,docs_a81d250e96aa
ResourceSink_Rod_C,Desc_ResourceSinkCoupon_C,,1.0,docs_a81d250e96aa
ResourceSink_QuartzCrystal_C,Desc_ResourceSinkCoupon_C,,2.0,docs_a81d250e96aa
ResourceSink_Plate_C,Desc_ResourceSinkCoupon_C,,1.0,docs_a81d250e96aa
ResourceSink_Concrete_C,Desc_ResourceSinkCoupon_C,,2.0,docs_a81d250e96aa
ResourceSink_Cable_C,Desc_ResourceSinkCoupon_C,,2.0,docs_a81d250e96aa
ResourceSink_Biomass_C,Desc_ResourceSinkCoupon_C,,1.0,docs_a81d250e96aa
Research_Sulfur_5_2_C,Desc_CartridgeStandard_C,,1000.0,docs_a81d250e96aa
Research_Sulfur_5_2_C,Desc_TurboFuel_C,Packaged Turbofuel,50.0,docs_a81d250e96aa
Research_Sulfur_5_2_C,Desc_AluminumCasing_C,Aluminum Casing,100.0,docs_a81d250e96aa
ResourceSink_RifleAmmoTurbo_C,Desc_ResourceSinkCoupon_C,,3.0,docs_a81d250e96aa
Research_Caterium_6_3_C,Desc_HighSpeedConnector_C,High-Speed Connector,10.0,docs_a81d250e96aa
Research_Caterium_6_3_C,Desc_CartridgeStandard_C,,500.0,docs_a81d250e96aa
ResourceSink_RifleAmmoHoming_C,Desc_ResourceSinkCoupon_C,,3.0,docs_a81d250e96aa
Research_Caterium_3_2_C,Desc_HighSpeedWire_C,Quickwire,50.0,docs_a81d250e96aa
Research_Caterium_3_2_C,Desc_SpikedRebar_C,,10.0,docs_a81d250e96aa
ResourceSink_RebarStun_C,Desc_ResourceSinkCoupon_C,,1.0,docs_a81d250e96aa
Research_Quartz_2_1_C,Desc_QuartzCrystal_C,Quartz Crystal,30.0,docs_a81d250e96aa
Research_Quartz_2_1_C,Desc_SpikedRebar_C,,150.0,docs_a81d250e96aa
ResourceSink_RebarShatter_C,Desc_ResourceSinkCoupon_C,,2.0,docs_a81d250e96aa
Research_Sulfur_4_2_C,Desc_GunpowderMK2_C,Smokeless Powder,200.0,docs_a81d250e96aa
Research_Sulfur_4_2_C,Desc_SpikedRebar_C,,200.0,docs_a81d250e96aa
Research_Sulfur_4_2_C,Desc_SteelPlate_C,Steel Beam,200.0,docs_a81d250e96aa
ResourceSink_RebarExplosive_C,Desc_ResourceSinkCoupon_C,,3.0,docs_a81d250e96aa
Schematic_7-3_C,Desc_Filter_C,Gas Filter,50.0,docs_a81d250e96aa
Schematic_7-3_C,Desc_AluminumCasing_C,Aluminum Casing,100.0,docs_a81d250e96aa
Schematic_7-3_C,Desc_HighSpeedWire_C,Quickwire,500.0,docs_a81d250e96aa
ResourceSink_RadiationFilters_C,Desc_ResourceSinkCoupon_C,,1.0,docs_a81d250e96aa
Research_Quartz_3_4_C,Desc_CrystalOscillator_C,Crystal Oscillator,5.0,docs_a81d250e96aa
Research_Quartz_3_4_C,Desc_NobeliskExplosive_C,,100.0,docs_a81d250e96aa
ResourceSink_NobeliskPulse_C,Desc_ResourceSinkCoupon_C,,1.0,docs_a81d250e96aa
Research_Mycelia_8_C,Desc_NobeliskExplosive_C,,10.0,docs_a81d250e96aa
Research_Mycelia_8_C,Desc_Mycelia_C,Mycelia,100.0,docs_a81d250e96aa
Research_Mycelia_8_C,Desc_GenericBiomass_C,Biomass,200.0,docs_a81d250e96aa
ResourceSink_NobeliskGas_C,Desc_ResourceSinkCoupon_C,,1.0,docs_a81d250e96aa
Research_Sulfur_4_C,Desc_GunpowderMK2_C,Smokeless Powder,100.0,docs_a81d250e96aa
Research_Sulfur_4_C,Desc_NobeliskExplosive_C,,200.0,docs_a81d250e96aa
ResourceSink_NobeliskCluster_C,Desc_ResourceSinkCoupon_C,,2.0,docs_a81d250e96aa
Research_Mycelia_5_C,Desc_Mycelia_C,Mycelia,10.0,docs_a81d250e96aa
Research_Mycelia_5_C,Desc_Berry_C,Paleberry,5.0,docs_a81d250e96aa
Research_AOrgans_2_C,Desc_AlienProtein_C,Alien Protein,2.0,docs_a81d250e96aa
Research_AOrgans_2_C,Desc_Nut_C,Beryl Nut,20.0,docs_a81d250e96aa
Research_AOrgans_2_C,Desc_Rotor_C,Rotor,50.0,docs_a81d250e96aa
Research_Nutrients_2_C,Desc_Shroom_C,Bacon Agaric,1.0,docs_a81d250e96aa
Research_Nutrients_4_C,Desc_Shroom_C,Bacon Agaric,2.0,docs_a81d250e96aa
Research_Nutrients_4_C,Desc_Berry_C,Paleberry,4.0,docs_a81d250e96aa
Research_Nutrients_4_C,Desc_Nut_C,Beryl Nut,10.0,docs_a81d250e96aa
ResourceSink_HealthPack_C,Desc_ResourceSinkCoupon_C,,1.0,docs_a81d250e96aa
ResourceSink_GasFilters_C,Desc_ResourceSinkCoupon_C,,1.0,docs_a81d250e96aa
Research_Sulfur_3_1_C,Desc_Gunpowder_C,Black Powder,50.0,docs_a81d250e96aa
Research_Sulfur_3_1_C,Desc_SteelPipe_C,Steel Pipe,100.0,docs_a81d250e96aa
Research_Sulfur_3_1_C,Desc_Cable_C,Cable,200.0,docs_a81d250e96aa
ResourceSink_Explosives_C,Desc_ResourceSinkCoupon_C,,1.0,docs_a81d250e96aa
ResourceSink_CoffeeCup_C,Desc_ResourceSinkCoupon_C,,1.0,docs_a81d250e96aa
Research_ACarapace_2_C,Desc_Rotor_C,Rotor,25.0,docs_a81d250e96aa
Research_ACarapace_2_C,Desc_IronPlateReinforced_C,Reinforced Iron Plate,50.0,docs_a81d250e96aa
Research_ACarapace_2_C,Desc_IronScrew_C,Screws,500.0,docs_a81d250e96aa
ResourceSink_AmmoPack_C,Desc_ResourceSinkCoupon_C,,1.0,docs_a81d250e96aa
Research_Sulfur_4_1_C,Desc_GunpowderMK2_C,Smokeless Powder,50.0,docs_a81d250e96aa
Research_Sulfur_4_1_C,Desc_Motor_C,Motor,100.0,docs_a81d250e96aa
Research_Sulfur_4_1_C,Desc_Rubber_C,Rubber,200.0,docs_a81d250e96aa
Research_Sulfur_4_2_1_C,Desc_Gunpowder_C,Black Powder,200.0,docs_a81d250e96aa
Research_Sulfur_4_2_1_C,Desc_SteelPipe_C,Steel Pipe,200.0,docs_a81d250e96aa
Research_Sulfur_4_2_1_C,Desc_Rubber_C,Rubber,200.0,docs_a81d250e96aa
ResourceSink_AdvancedAmmoPack_C,Desc_ResourceSinkCoupon_C,,1.0,docs_a81d250e96aa
Research_XMas_5_C,Desc_XmasStar_C,FICSMAS Wonder Star,500.0,docs_a81d250e96aa
Research_XMas_4_C,Desc_XmasDataCartridge4_C,FICSMAS Data Cartridge Day 14,1.0,docs_a81d250e96aa
Research_XMas_4_C,Desc_XmasBranch_C,FICSMAS Tree Branch,200.0,docs_a81d250e96aa
Research_XMas_4_C,Desc_XmasBallCluster_C,FICSMAS Ornament Bundle,400.0,docs_a81d250e96aa
Research_XMas_4-2_C,Desc_Snow_C,FICSMAS Actual Snow,500.0,docs_a81d250e96aa
Research_XMas_4-2_C,Desc_CandyCane_C,Candy Cane,500.0,docs_a81d250e96aa
Research_XMas_4-2_C,Desc_XmasBow_C,FICSMAS Bow,500.0,docs_a81d250e96aa
Research_XMas_4-1_C,Desc_XmasWreath_C,FICSMAS Wreath,100.0,docs_a81d250e96aa
Research_XMas_4-1_C,Desc_XmasBallCluster_C,FICSMAS Ornament Bundle,200.0,docs_a81d250e96aa
Research_XMas_4-1_C,Desc_XmasBow_C,FICSMAS Bow,500.0,docs_a81d250e96aa
Research_XMas_3_C,Desc_XmasDataCartridge3_C,FICSMAS Data Cartridge Day 8,1.0,docs_a81d250e96aa
Research_XMas_3_C,Desc_XmasBall1_C,Red FICSMAS Ornament,200.0,docs_a81d250e96aa
Research_XMas_3_C,Desc_XmasBall2_C,Blue FICSMAS Ornament,200.0,docs_a81d250e96aa
Research_XMas_3_C,Desc_Gift_C,FICSMAS Gift,100.0,docs_a81d250e96aa
Research_XMas_3-2_C,Desc_Snow_C,FICSMAS Actual Snow,100.0,docs_a81d250e96aa
Research_XMas_3-2_C,Desc_XmasBall3_C,Copper FICSMAS Ornament,200.0,docs_a81d250e96aa
Research_XMas_3-2_C,Desc_XmasBall4_C,Iron FICSMAS Ornament,200.0,docs_a81d250e96aa
Research_XMas_3-2_C,Desc_CandyCane_C,Candy Cane,200.0,docs_a81d250e96aa
Research_XMas_3-1_C,Desc_XmasBall1_C,Red FICSMAS Ornament,100.0,docs_a81d250e96aa
Research_XMas_3-1_C,Desc_XmasBall2_C,Blue FICSMAS Ornament,100.0,docs_a81d250e96aa
Research_XMas_3-1_C,Desc_XmasBall3_C,Copper FICSMAS Ornament,50.0,docs_a81d250e96aa
Research_XMas_3-1_C,Desc_XmasBall4_C,Iron FICSMAS Ornament,50.0,docs_a81d250e96aa
Research_XMas_2_C,Desc_XmasDataCartridge2_C,FICSMAS Data Cartridge Day 4,1.0,docs_a81d250e96aa
Research_XMas_2_C,Desc_CandyCane_C,Candy Cane,20.0,docs_a81d250e96aa
Research_XMas_2_C,Desc_XmasBow_C,FICSMAS Bow,30.0,docs_a81d250e96aa
Research_XMas_2-2_C,Desc_XmasBall1_C,Red FICSMAS Ornament,50.0,docs_a81d250e96aa
Research_XMas_2-2_C,Desc_XmasBall2_C,Blue FICSMAS Ornament,50.0,docs_a81d250e96aa
Research_XMas_2-2_C,Desc_XmasBranch_C,FICSMAS Tree Branch,50.0,docs_a81d250e96aa
Research_XMas_2-1_C,Desc_CandyCane_C,Candy Cane,50.0,docs_a81d250e96aa
Research_XMas_2-1_C,Desc_XmasBow_C,FICSMAS Bow,50.0,docs_a81d250e96aa
Research_XMas_1_C,Desc_XmasDataCartridge1_C,FICSMAS Data Cartridge Day 1,1.0,docs_a81d250e96aa
Research_XMas_1-2_C,Desc_CandyCane_C,Candy Cane,10.0,docs_a81d250e96aa
Research_XMas_1-1_C,Desc_XmasBranch_C,FICSMAS Tree Branch,50.0,docs_a81d250e96aa
Research_Sulfur_ExperimentalPower_C,Desc_Sulfur_C,Sulfur,25.0,docs_a81d250e96aa
Research_Sulfur_ExperimentalPower_C,Desc_ModularFrame_C,Modular Frame,50.0,docs_a81d250e96aa
Research_Sulfur_ExperimentalPower_C,Desc_Rotor_C,Rotor,100.0,docs_a81d250e96aa
Research_Sulfur_6_C,Desc_GunpowderMK2_C,Smokeless Powder,50.0,docs_a81d250e96aa
Research_Sulfur_6_C,Desc_Computer_C,Computer,50.0,docs_a81d250e96aa
Research_Sulfur_5_1_C,Desc_NobeliskExplosive_C,,500.0,docs_a81d250e96aa
Research_Sulfur_5_1_C,Desc_UraniumCell_C,Encased Uranium Cell,10.0,docs_a81d250e96aa
Research_Sulfur_5_1_C,Desc_CircuitBoardHighSpeed_C,AI Limiter,100.0,docs_a81d250e96aa
Research_Sulfur_5_C,Desc_Gunpowder_C,Black Powder,100.0,docs_a81d250e96aa
Research_Sulfur_5_C,Desc_SteelPlateReinforced_C,Encased Industrial Beam,50.0,docs_a81d250e96aa
Research_Sulfur_3_2_C,Desc_Gunpowder_C,Black Powder,50.0,docs_a81d250e96aa
Research_Sulfur_3_2_C,Desc_SteelPipe_C,Steel Pipe,50.0,docs_a81d250e96aa
Research_Sulfur_2_C,Desc_Gunpowder_C,Black Powder,50.0,docs_a81d250e96aa
Research_Quartz_PriorityMerger_C,Desc_CrystalOscillator_C,Crystal Oscillator,15.0,docs_a81d250e96aa
Research_Quartz_PriorityMerger_C,Desc_IronPlateReinforced_C,Reinforced Iron Plate,100.0,docs_a81d250e96aa
Research_Nutrients_1_C,Desc_Nut_C,Beryl Nut,5.0,docs_a81d250e96aa
Research_Nutrients_0_C,Desc_Berry_C,Paleberry,2.0,docs_a81d250e96aa
Research_Quartz_4_C,Desc_CrystalOscillator_C,Crystal Oscillator,50.0,docs_a81d250e96aa
Research_Quartz_4_C,Desc_ModularFrameHeavy_C,Heavy Modular Frame,50.0,docs_a81d250e96aa
Research_Quartz_4_C,Desc_Computer_C,Computer,50.0,docs_a81d250e96aa
Research_Quartz_3_1_C,Desc_CrystalOscillator_C,Crystal Oscillator,10.0,docs_a81d250e96aa
Research_Quartz_3_1_C,Desc_ModularFrame_C,Modular Frame,100.0,docs_a81d250e96aa
Research_Quartz_3_C,Desc_CrystalOscillator_C,Crystal Oscillator,5.0,docs_a81d250e96aa
Research_Quartz_3_C,Desc_CircuitBoard_C,Circuit Board,5.0,docs_a81d250e96aa
Research_Quartz_0_C,Desc_RawQuartz_C,Raw Quartz,10.0,docs_a81d250e96aa
Research_PowerSlugs_5_C,Desc_Crystal_mk3_C,Purple Power Slug,1.0,docs_a81d250e96aa
Research_PowerSlugs_5_C,Desc_ModularFrame_C,Modular Frame,25.0,docs_a81d250e96aa
Research_PowerSlugs_5_C,Desc_CopperSheet_C,Copper Sheet,100.0,docs_a81d250e96aa
Research_PowerSlugs_4_C,Desc_Crystal_mk2_C,Yellow Power Slug,1.0,docs_a81d250e96aa
Research_PowerSlugs_4_C,Desc_Rotor_C,Rotor,25.0,docs_a81d250e96aa
Research_PowerSlugs_4_C,Desc_Cable_C,Cable,100.0,docs_a81d250e96aa
Research_PowerSlugs_2_C,Desc_CrystalShard_C,Power Shard,1.0,docs_a81d250e96aa
Research_PowerSlugs_2_C,Desc_IronPlate_C,Iron Plate,50.0,docs_a81d250e96aa
Research_PowerSlugs_2_C,Desc_Wire_C,Wire,50.0,docs_a81d250e96aa
Research_PowerSlugs_1_C,Desc_Crystal_C,Blue Power Slug,1.0,docs_a81d250e96aa
Research_Nutrients_3_C,Desc_ModularFrame_C,Modular Frame,25.0,docs_a81d250e96aa
Research_Nutrients_3_C,Desc_SteelPipe_C,Steel Pipe,50.0,docs_a81d250e96aa
Research_Nutrients_3_C,Desc_Wire_C,Wire,500.0,docs_a81d250e96aa
Research_Mycelia_GasMask_C,Desc_Coal_C,Coal,10.0,docs_a81d250e96aa
Research_Mycelia_GasMask_C,Desc_Fabric_C,Fabric,50.0,docs_a81d250e96aa
Research_Mycelia_GasMask_C,Desc_SteelPipe_C,Steel Pipe,50.0,docs_a81d250e96aa
Research_Mycelia_7_C,Desc_Fabric_C,Fabric,50.0,docs_a81d250e96aa
Research_Mycelia_7_C,Desc_Rotor_C,Rotor,100.0,docs_a81d250e96aa
Research_Mycelia_6_C,Desc_Mycelia_C,Mycelia,15.0,docs_a81d250e96aa
Research_Mycelia_6_C,Desc_Shroom_C,Bacon Agaric,1.0,docs_a81d250e96aa
Research_Mycelia_6_C,Desc_AlienProtein_C,Alien Protein,1.0,docs_a81d250e96aa
Research_Mycelia_4_C,Desc_Mycelia_C,Mycelia,25.0,docs_a81d250e96aa
Research_Mycelia_4_C,Desc_Stator_C,Stator,10.0,docs_a81d250e96aa
Research_Mycelia_3_C,Desc_Fabric_C,Fabric,10.0,docs_a81d250e96aa
Research_Mycelia_3_C,Desc_Cable_C,Cable,50.0,docs_a81d250e96aa
Research_Mycelia_2_1_C,Desc_Fabric_C,Fabric,25.0,docs_a81d250e96aa
Research_Mycelia_2_1_C,Desc_PolymerResin_C,Polymer Resin,100.0,docs_a81d250e96aa
Research_Mycelia_1_C,Desc_Mycelia_C,Mycelia,5.0,docs_a81d250e96aa
Research_HardDrive_0_C,Desc_HardDrive_C,,1.0,docs_a81d250e96aa
Research_Caterium_7_2_C,Desc_HighSpeedConnector_C,High-Speed Connector,100.0,docs_a81d250e96aa
Research_Caterium_7_2_C,Desc_HighSpeedWire_C,Quickwire,1000.0,docs_a81d250e96aa
Research_Caterium_7_2_C,Desc_Motor_C,Motor,50.0,docs_a81d250e96aa
Research_Caterium_7_1_C,Desc_CircuitBoardHighSpeed_C,AI Limiter,100.0,docs_a81d250e96aa
Research_Caterium_7_1_C,Desc_Computer_C,Computer,50.0,docs_a81d250e96aa
Research_Caterium_7_1_C,Desc_ModularFrameHeavy_C,Heavy Modular Frame,50.0,docs_a81d250e96aa
Research_Caterium_5_2_C,Desc_Computer_C,Computer,15.0,docs_a81d250e96aa
Research_Caterium_5_2_C,Desc_HighSpeedConnector_C,High-Speed Connector,50.0,docs_a81d250e96aa
Research_Caterium_5_2_C,Desc_HighSpeedWire_C,Quickwire,500.0,docs_a81d250e96aa
Research_Caterium_5_1_C,Desc_HighSpeedConnector_C,High-Speed Connector,25.0,docs_a81d250e96aa
Research_Caterium_5_1_C,Desc_HighSpeedWire_C,Quickwire,500.0,docs_a81d250e96aa
Research_Caterium_4_3_C,Desc_Silica_C,Silica,50.0,docs_a81d250e96aa
Research_Caterium_4_3_C,Desc_ModularFrame_C,Modular Frame,10.0,docs_a81d250e96aa
Research_Caterium_4_1_2_C,Desc_SteelPlate_C,Steel Beam,100.0,docs_a81d250e96aa
Research_Caterium_4_1_2_C,Desc_CircuitBoardHighSpeed_C,AI Limiter,50.0,docs_a81d250e96aa
Research_Caterium_4_1_1_C,Desc_CircuitBoardHighSpeed_C,AI Limiter,10.0,docs_a81d250e96aa
Research_Caterium_4_1_1_C,Desc_IronPlateReinforced_C,Reinforced Iron Plate,50.0,docs_a81d250e96aa
Research_Caterium_3_1_C,Desc_Silica_C,Silica,200.0,docs_a81d250e96aa
Research_Caterium_3_C,Desc_HighSpeedWire_C,Quickwire,100.0,docs_a81d250e96aa
Research_Caterium_2_1_C,Desc_HighSpeedWire_C,Quickwire,100.0,docs_a81d250e96aa
Research_Caterium_2_1_C,Desc_Cable_C,Cable,50.0,docs_a81d250e96aa
Research_Caterium_1_C,Desc_OreGold_C,Caterium Ore,50.0,docs_a81d250e96aa
Research_Caterium_0_C,Desc_OreGold_C,Caterium Ore,10.0,docs_a81d250e96aa
Research_Alien_Somersloop_C,Desc_WAT1_C,Somersloop,1.0,docs_a81d250e96aa
Research_Alien_SAMFluctuator_C,Desc_SAMIngot_C,Reanimated SAM,10.0,docs_a81d250e96aa
Research_Alien_SAMFluctuator_C,Desc_SteelPipe_C,Steel Pipe,100.0,docs_a81d250e96aa
Research_Alien_SAMFluctuator_C,Desc_Wire_C,Wire,200.0,docs_a81d250e96aa
Research_Alien_SAM_C,Desc_SAM_C,SAM,10.0,docs_a81d250e96aa
Research_Alien_ProductionBooster_C,Desc_WAT1_C,Somersloop,1.0,docs_a81d250e96aa
Research_Alien_ProductionBooster_C,Desc_SAMFluctuator_C,SAM Fluctuator,100.0,docs_a81d250e96aa
Research_Alien_ProductionBooster_C,Desc_CircuitBoard_C,Circuit Board,50.0,docs_a81d250e96aa
Research_Alien_PowerBooster_C,Desc_WAT1_C,Somersloop,1.0,docs_a81d250e96aa
Research_Alien_PowerBooster_C,Desc_SAMFluctuator_C,SAM Fluctuator,100.0,docs_a81d250e96aa
Research_Alien_PowerBooster_C,Desc_Computer_C,Computer,50.0,docs_a81d250e96aa
Research_Alien_PortalPotty_C,Desc_WAT2_C,Mercer Sphere,1.0,docs_a81d250e96aa
Research_Alien_PortalPotty_C,Desc_SAMFluctuator_C,SAM Fluctuator,11.0,docs_a81d250e96aa
Research_Alien_PortalPotty_C,Desc_SteelPipe_C,Steel Pipe,20.0,docs_a81d250e96aa
Research_Alien_MercerSphere_C,Desc_WAT2_C,Mercer Sphere,1.0,docs_a81d250e96aa
Research_Alien_CentralUploadBoost_04_C,Desc_WAT2_C,Mercer Sphere,23.0,docs_a81d250e96aa
Research_Alien_CentralUploadBoost_04_C,Desc_SAMFluctuator_C,SAM Fluctuator,199.0,docs_a81d250e96aa
Research_Alien_CentralUploadBoost_03_C,Desc_WAT2_C,Mercer Sphere,13.0,docs_a81d250e96aa
Research_Alien_CentralUploadBoost_03_C,Desc_SAMFluctuator_C,SAM Fluctuator,151.0,docs_a81d250e96aa
Research_Alien_CentralUploadBoost_02_C,Desc_WAT2_C,Mercer Sphere,7.0,docs_a81d250e96aa
Research_Alien_CentralUploadBoost_02_C,Desc_SAMFluctuator_C,SAM Fluctuator,103.0,docs_a81d250e96aa
Research_Alien_CentralUploadBoost_01_C,Desc_WAT2_C,Mercer Sphere,3.0,docs_a81d250e96aa
Research_Alien_CentralUploadBoost_01_C,Desc_SAMFluctuator_C,SAM Fluctuator,47.0,docs_a81d250e96aa
Research_Alien_CentralStorage_C,Desc_WAT2_C,Mercer Sphere,1.0,docs_a81d250e96aa
Research_Alien_CentralStorage_C,Desc_SAMFluctuator_C,SAM Fluctuator,11.0,docs_a81d250e96aa
Research_Alien_CentralStackExpansion_04_C,Desc_WAT2_C,Mercer Sphere,23.0,docs_a81d250e96aa
Research_Alien_CentralStackExpansion_04_C,Desc_SAMFluctuator_C,SAM Fluctuator,199.0,docs_a81d250e96aa
Research_Alien_CentralStackExpansion_03_C,Desc_WAT2_C,Mercer Sphere,13.0,docs_a81d250e96aa
Research_Alien_CentralStackExpansion_03_C,Desc_SAMFluctuator_C,SAM Fluctuator,151.0,docs_a81d250e96aa
Research_Alien_CentralStackExpansion_02_C,Desc_WAT2_C,Mercer Sphere,7.0,docs_a81d250e96aa
Research_Alien_CentralStackExpansion_02_C,Desc_SAMFluctuator_C,SAM Fluctuator,103.0,docs_a81d250e96aa
Research_Alien_CentralStackExpansion_01_C,Desc_WAT2_C,Mercer Sphere,3.0,docs_a81d250e96aa
Research_Alien_CentralStackExpansion_01_C,Desc_SAMFluctuator_C,SAM Fluctuator,47.0,docs_a81d250e96aa
Research_Alien_CentralInventory_C,Desc_WAT2_C,Mercer Sphere,3.0,docs_a81d250e96aa
Research_Alien_CentralInventory_C,Desc_Computer_C,Computer,17.0,docs_a81d250e96aa
Research_Alien_CentralInventory_C,Desc_SAMFluctuator_C,SAM Fluctuator,29.0,docs_a81d250e96aa
Research_Alien_BoosterFuel_C,Desc_SingularityCell_C,Singularity Cell,50.0,docs_a81d250e96aa
Research_Alien_BoosterFuel_C,Desc_CrystalShard_C,Power Shard,100.0,docs_a81d250e96aa
Research_Alien_BoosterFuel_C,Desc_SAMFluctuator_C,SAM Fluctuator,500.0,docs_a81d250e96aa
Research_Alien_BoosterBlocker_C,Desc_SAMFluctuator_C,SAM Fluctuator,10.0,docs_a81d250e96aa
Research_Alien_ActiveSAM_C,Desc_SAM_C,SAM,20.0,docs_a81d250e96aa
Research_AO_Stinger_C,Desc_StingerParts_C,Stinger Remains,1.0,docs_a81d250e96aa
Research_AO_Pre_Rebar_C,Desc_AlienDNACapsule_C,Alien DNA Capsule,5.0,docs_a81d250e96aa
Research_AO_Pre_Rebar_C,Desc_IronRod_C,Iron Rod,100.0,docs_a81d250e96aa
Research_AO_Hatcher_C,Desc_HatcherParts_C,Hatcher Remains,1.0,docs_a81d250e96aa
Research_AO_DNACapsule_C,Desc_AlienProtein_C,Alien Protein,5.0,docs_a81d250e96aa
Research_AOrgans_3_C,Desc_AlienProtein_C,Alien Protein,3.0,docs_a81d250e96aa
Research_AOrgans_3_C,Desc_Cable_C,Cable,1000.0,docs_a81d250e96aa
Research_AOrgans_1_C,Desc_SpitterParts_C,Spitter Remains,3.0,docs_a81d250e96aa
Research_AOrgans_0_C,Desc_SpitterParts_C,Spitter Remains,1.0,docs_a81d250e96aa
Research_AOrganisms_2_C,Desc_AlienDNACapsule_C,Alien DNA Capsule,10.0,docs_a81d250e96aa
Research_AOrganisms_2_C,Desc_CrystalOscillator_C,Crystal Oscillator,5.0,docs_a81d250e96aa
Research_AOrganisms_2_C,Desc_HighSpeedConnector_C,High-Speed Connector,5.0,docs_a81d250e96aa
Research_AOrganisms_1_C,Desc_CrystalOscillator_C,Crystal Oscillator,5.0,docs_a81d250e96aa
Research_AOrganisms_1_C,Desc_Stator_C,Stator,10.0,docs_a81d250e96aa
Research_AOrganisms_1_C,BP_EquipmentDescriptorObjectScanner_C,,1.0,docs_a81d250e96aa
Research_ACarapace_3_C,Desc_AlienDNACapsule_C,Alien DNA Capsule,5.0,docs_a81d250e96aa
Research_ACarapace_3_C,Desc_SteelPlate_C,Steel Beam,500.0,docs_a81d250e96aa
Research_ACarapace_1_C,Desc_HogParts_C,Hog Remains,10.0,docs_a81d250e96aa
Research_ACarapace_0_C,Desc_HogParts_C,Hog Remains,1.0,docs_a81d250e96aa
Schematic_9-5_C,Desc_TimeCrystal_C,Time Crystal,250.0,docs_a81d250e96aa
Schematic_9-5_C,Desc_FicsiteMesh_C,Ficsite Trigon,250.0,docs_a81d250e96aa
Schematic_9-5_C,Desc_AluminumPlate_C,Alclad Aluminum Sheet,5000.0,docs_a81d250e96aa
Schematic_9-5_C,Desc_IronPlate_C,Iron Plate,10000.0,docs_a81d250e96aa
Schematic_9-4_C,Desc_QuantumOscillator_C,Superposition Oscillator,100.0,docs_a81d250e96aa
Schematic_9-4_C,Desc_MotorLightweight_C,Turbo Motor,250.0,docs_a81d250e96aa
Schematic_9-4_C,Desc_ModularFrameLightweight_C,Radio Control Unit,500.0,docs_a81d250e96aa
Schematic_9-4_C,Desc_SAMFluctuator_C,SAM Fluctuator,1000.0,docs_a81d250e96aa
Schematic_9-3_C,Desc_TemporalProcessor_C,Neural-Quantum Processor,100.0,docs_a81d250e96aa
Schematic_9-3_C,Desc_TimeCrystal_C,Time Crystal,250.0,docs_a81d250e96aa
Schematic_9-3_C,Desc_FicsiteMesh_C,Ficsite Trigon,500.0,docs_a81d250e96aa
Schematic_9-3_C,Desc_ModularFrameFused_C,Fused Modular Frame,500.0,docs_a81d250e96aa
Schematic_8-3_C,Desc_AluminumPlate_C,Alclad Aluminum Sheet,100.0,docs_a81d250e96aa
Schematic_8-3_C,Desc_ModularFrameHeavy_C,Heavy Modular Frame,100.0,docs_a81d250e96aa
Schematic_8-3_C,Desc_Computer_C,Computer,100.0,docs_a81d250e96aa
Schematic_8-3_C,Desc_Motor_C,Motor,250.0,docs_a81d250e96aa
Schematic_7-5_C,Desc_AluminumPlate_C,Alclad Aluminum Sheet,200.0,docs_a81d250e96aa
Schematic_7-5_C,Desc_AluminumCasing_C,Aluminum Casing,400.0,docs_a81d250e96aa
Schematic_7-5_C,Desc_Computer_C,Computer,200.0,docs_a81d250e96aa
Schematic_7-5_C,Desc_Plastic_C,Plastic,1000.0,docs_a81d250e96aa
Schematic_6-7_C,Desc_Computer_C,Computer,50.0,docs_a81d250e96aa
