recipe_id,display_name,building_class,building_display_name,produced_amount,ingredient_count,gameplay_tags,full_name,game_build_id,source_id
Recipe_Foundation_Asphalt_8x2_C,Foundation (2 m),Desc_Foundation_Asphalt_8x2_C,,1,1,(),BlueprintGeneratedClass /Game/FactoryGame/Buildable/Building/Foundation/AsphaltSet/Recipe_Foundation_Asphalt_8x2.Recipe_Foundation_Asphalt_8x2_C,docs_a81d250e96aa,local_game_docs_en_us
Recipe_Foundation_Asphalt_8x4_C,Foundation (4 m),Desc_Foundation_Asphalt_8x4_C,,1,1,(),BlueprintGeneratedClass /Game/FactoryGame/Buildable/Building/Foundation/AsphaltSet/Recipe_Foundation_Asphalt_8x4.Recipe_Foundation_Asphalt_8x4_C,docs_a81d250e96aa,local_game_docs_en_us
Recipe_Foundation_ConcretePolished_8x1_C,Foundation (1 m),Desc_Foundation_ConcretePolished_8x1_C,,1,1,(),BlueprintGeneratedClass /Game/FactoryGame/Buildable/Building/Foundation/PolishedConcreteSet/Recipe_Foundation_ConcretePolished_8x1.Recipe_Foundation_ConcretePolished_8x1_C,docs_a81d250e96aa,local_game_docs_en_us
Recipe_Foundation_ConcretePolished_8x2_C,Foundation (2 m),Foundation_ConcretePolished_8x2_C,,1,1,(),BlueprintGeneratedClass /Game/FactoryGame/Buildable/Building/Foundation/PolishedConcreteSet/Recipe_Foundation_ConcretePolished_8x2.Recipe_Foundation_ConcretePolished_8x2_C,docs_a81d250e96aa,local_game_docs_en_us
Recipe_Foundation_ConcretePolished_8x4_C,Foundation (4 m),Foundation_ConcretePolished_8x4_C,,1,1,(),BlueprintGeneratedClass /Game/FactoryGame/Buildable/Building/Foundation/PolishedConcreteSet/Recipe_Foundation_ConcretePolished_8x4.Recipe_Foundation_ConcretePolished_8x4_C,docs_a81d250e96aa,local_game_docs_en_us
Recipe_Foundation_Concrete_8x1_C,Foundation (1 m),Desc_Foundation_Concrete_8x1_C,,1,1,(),BlueprintGeneratedClass /Game/FactoryGame/Buildable/Building/Foundation/ConcreteSet/Recipe_Foundation_Concrete_8x1.Recipe_Foundation_Concrete_8x1_C,docs_a81d250e96aa,local_game_docs_en_us
Recipe_Foundation_Concrete_8x2_C,Foundation (2 m),Desc_Foundation_Concrete_8x2_C,,1,1,(),BlueprintGeneratedClass /Game/FactoryGame/Buildable/Building/Foundation/ConcreteSet/Recipe_Foundation_Concrete_8x2.Recipe_Foundation_Concrete_8x2_C,docs_a81d250e96aa,local_game_docs_en_us
Recipe_Foundation_Concrete_8x4_C,Foundation (4 m),Desc_Foundation_Concrete_8x4_C,,1,1,(),BlueprintGeneratedClass /Game/FactoryGame/Buildable/Building/Foundation/ConcreteSet/Recipe_Foundation_Concrete_8x4.Recipe_Foundation_Concrete_8x4_C,docs_a81d250e96aa,local_game_docs_en_us
Recipe_Foundation_Frame_01_C,Frame Foundation,Desc_Foundation_Frame_01_C,,1,1,(),BlueprintGeneratedClass /Game/FactoryGame/Recipes/Buildings/Foundations/Recipe_Foundation_Frame_01.Recipe_Foundation_Frame_01_C,docs_a81d250e96aa,local_game_docs_en_us
Recipe_Foundation_Metal_8x1_C,Foundation (1 m),Desc_Foundation_Metal_8x1_C,,1,1,(),BlueprintGeneratedClass /Game/FactoryGame/Buildable/Building/Foundation/GripMetal/Recipe_Foundation_Metal_8x1.Recipe_Foundation_Metal_8x1_C,docs_a81d250e96aa,local_game_docs_en_us
Recipe_Foundation_Metal_8x2_C,Foundation (2 m),Desc_Foundation_Metal_8x2_C,,1,1,(),BlueprintGeneratedClass /Game/FactoryGame/Buildable/Building/Foundation/GripMetal/Recipe_Foundation_Metal_8x2.Recipe_Foundation_Metal_8x2_C,docs_a81d250e96aa,local_game_docs_en_us
Recipe_Foundation_Metal_8x4_C,Foundation (4 m),Desc_Foundation_Metal_8x4_C,,1,1,(),BlueprintGeneratedClass /Game/FactoryGame/Buildable/Building/Foundation/GripMetal/Recipe_Foundation_Metal_8x4.Recipe_Foundation_Metal_8x4_C,docs_a81d250e96aa,local_game_docs_en_us
Recipe_FrackingExtractor_C,Resource Well Extractor,Desc_FrackingExtractor_C,,1,2,(),BlueprintGeneratedClass /Game/FactoryGame/Recipes/Buildings/Recipe_FrackingExtractor.Recipe_FrackingExtractor_C,docs_a81d250e96aa,local_game_docs_en_us
Recipe_FrackingSmasher_C,Resource Well Pressurizer,Desc_FrackingSmasher_C,,1,5,(),BlueprintGeneratedClass /Game/FactoryGame/Recipes/Buildings/Recipe_FrackingSmasher.Recipe_FrackingSmasher_C,docs_a81d250e96aa,local_game_docs_en_us
Recipe_FreightWagon_C,Freight Car,Desc_FreightWagon_C,Freight Car,1,3,(),BlueprintGeneratedClass /Game/FactoryGame/Recipes/Vehicle/Train/Recipe_FreightWagon.Recipe_FreightWagon_C,docs_a81d250e96aa,local_game_docs_en_us
Recipe_Gate_Automated_8x4_C,Automated Gate,Desc_Gate_Automated_8x4_C,,1,1,(),BlueprintGeneratedClass /Game/FactoryGame/Buildable/Building/Doors/Recipe_Gate_Automated_8x4.Recipe_Gate_Automated_8x4_C,docs_a81d250e96aa,local_game_docs_en_us
Recipe_GeneratorBiomass_Automated_C,Biomass Burner,Desc_GeneratorBiomass_Automated_C,,1,3,(),BlueprintGeneratedClass /Game/FactoryGame/Recipes/Buildings/Recipe_GeneratorBiomass_Automated.Recipe_GeneratorBiomass_Automated_C,docs_a81d250e96aa,local_game_docs_en_us
Recipe_GeneratorCoal_C,Coal-Powered Generator,Desc_GeneratorCoal_C,,1,3,(),BlueprintGeneratedClass /Game/FactoryGame/Recipes/Buildings/Recipe_GeneratorCoal.Recipe_GeneratorCoal_C,docs_a81d250e96aa,local_game_docs_en_us
Recipe_GeneratorFuel_C,Fuel-Powered Generator,Desc_GeneratorFuel_C,,1,5,(),BlueprintGeneratedClass /Game/FactoryGame/Recipes/Buildings/Recipe_GeneratorFuel.Recipe_GeneratorFuel_C,docs_a81d250e96aa,local_game_docs_en_us
Recipe_GeneratorGeoThermal_C,Geothermal Generator,Desc_GeneratorGeoThermal_C,,1,5,(),BlueprintGeneratedClass /Game/FactoryGame/Recipes/Buildings/Recipe_GeneratorGeoThermal.Recipe_GeneratorGeoThermal_C,docs_a81d250e96aa,local_game_docs_en_us
Recipe_GeneratorNuclear_C,Nuclear Power Plant,Desc_GeneratorNuclear_C,,1,5,(),BlueprintGeneratedClass /Game/FactoryGame/Recipes/Buildings/Recipe_GeneratorNuclear.Recipe_GeneratorNuclear_C,docs_a81d250e96aa,local_game_docs_en_us
Recipe_HadronCollider_C,Particle Accelerator,Desc_HadronCollider_C,,1,5,(),BlueprintGeneratedClass /Game/FactoryGame/Recipes/Buildings/Recipe_HadronCollider.Recipe_HadronCollider_C,docs_a81d250e96aa,local_game_docs_en_us
Recipe_HyperPoleStackable_C,Stackable Hypertube Support,Desc_HyperPoleStackable_C,,1,3,(),BlueprintGeneratedClass /Game/FactoryGame/Recipes/Buildings/Recipe_HyperPoleStackable.Recipe_HyperPoleStackable_C,docs_a81d250e96aa,local_game_docs_en_us
Recipe_HyperTubeJunction_C,Hypertube Junction,Desc_HyperTubeJunction_C,,1,3,(),BlueprintGeneratedClass /Game/FactoryGame/Recipes/Buildings/Recipe_HyperTubeJunction.Recipe_HyperTubeJunction_C,docs_a81d250e96aa,local_game_docs_en_us
Recipe_HyperTubeTJunction_C,Hypertube Branch,Desc_HypertubeTJunction_C,,1,3,(),BlueprintGeneratedClass /Game/FactoryGame/Recipes/Buildings/Recipe_HyperTubeTJunction.Recipe_HyperTubeTJunction_C,docs_a81d250e96aa,local_game_docs_en_us
Recipe_HyperTubeWallHole_C,Hypertube Wall Hole,Desc_HyperTubeWallHole_C,,1,2,(),BlueprintGeneratedClass /Game/FactoryGame/Recipes/Buildings/Recipe_HyperTubeWallHole.Recipe_HyperTubeWallHole_C,docs_a81d250e96aa,local_game_docs_en_us
Recipe_HyperTubeWallSupport_C,Hypertube Wall Support,Desc_HyperTubeWallSupport_C,,1,2,(),BlueprintGeneratedClass /Game/FactoryGame/Recipes/Buildings/Recipe_HyperTubeWallSupport.Recipe_HyperTubeWallSupport_C,docs_a81d250e96aa,local_game_docs_en_us
Recipe_IndustrialTank_C,Industrial Fluid Buffer,Desc_IndustrialTank_C,,1,3,(),BlueprintGeneratedClass /Game/FactoryGame/Recipes/Buildings/Recipe_IndustrialTank.Recipe_IndustrialTank_C,docs_a81d250e96aa,local_game_docs_en_us
Recipe_InvertedRamp_Asphalt_8x1_C,Inverted Ramp (1 m),Desc_InvertedRamp_Asphalt_8x1_C,,1,1,(),BlueprintGeneratedClass /Game/FactoryGame/Buildable/Building/Foundation/AsphaltSet/Recipe_InvertedRamp_Asphalt_8x1.Recipe_InvertedRamp_Asphalt_8x1_C,docs_a81d250e96aa,local_game_docs_en_us
Recipe_InvertedRamp_Asphalt_8x2_C,Inverted Ramp (2 m),Desc_InvertedRamp_Asphalt_8x2_C,,1,1,(),BlueprintGeneratedClass /Game/FactoryGame/Buildable/Building/Foundation/AsphaltSet/Recipe_InvertedRamp_Asphalt_8x2.Recipe_InvertedRamp_Asphalt_8x2_C,docs_a81d250e96aa,local_game_docs_en_us
Recipe_InvertedRamp_Asphalt_8x4_C,Inverted Ramp (4 m),Desc_InvertedRamp_Asphalt_8x4_C,,1,1,(),BlueprintGeneratedClass /Game/FactoryGame/Buildable/Building/Foundation/AsphaltSet/Recipe_InvertedRamp_Asphalt_8x4.Recipe_InvertedRamp_Asphalt_8x4_C,docs_a81d250e96aa,local_game_docs_en_us
Recipe_InvertedRamp_Concrete_8x1_C,Inverted Ramp (1 m),Desc_InvertedRamp_Concrete_8x1_C,,1,1,(),BlueprintGeneratedClass /Game/FactoryGame/Buildable/Building/Foundation/ConcreteSet/Recipe_InvertedRamp_Concrete_8x1.Recipe_InvertedRamp_Concrete_8x1_C,docs_a81d250e96aa,local_game_docs_en_us
Recipe_InvertedRamp_Concrete_8x2_C,Inverted Ramp (2 m),Desc_InvertedRamp_Concrete_8x2_C,,1,1,(),BlueprintGeneratedClass /Game/FactoryGame/Buildable/Building/Foundation/ConcreteSet/Recipe_InvertedRamp_Concrete_8x2.Recipe_InvertedRamp_Concrete_8x2_C,docs_a81d250e96aa,local_game_docs_en_us
Recipe_InvertedRamp_Concrete_8x4_C,Inverted Ramp (4 m),Desc_InvertedRamp_Concrete_8x4_C,,1,1,(),BlueprintGeneratedClass /Game/FactoryGame/Buildable/Building/Foundation/ConcreteSet/Recipe_InvertedRamp_Concrete_8x4.Recipe_InvertedRamp_Concrete_8x4_C,docs_a81d250e96aa,local_game_docs_en_us
Recipe_InvertedRamp_DCorner_Asphalt_8x1_C,Inverted Down Corner (1 m),Desc_InvertedRamp_DCorner_Asphalt_8x1_C,,1,1,(),BlueprintGeneratedClass /Game/FactoryGame/Buildable/Building/Foundation/AsphaltSet/Recipe_InvertedRamp_DCorner_Asphalt_8x1.Recipe_InvertedRamp_DCorner_Asphalt_8x1_C,docs_a81d250e96aa,local_game_docs_en_us
Recipe_InvertedRamp_DCorner_Asphalt_8x2_C,Inverted Down Corner (2 m),Desc_InvertedRamp_DCorner_Asphalt_8x2_C,,1,1,(),BlueprintGeneratedClass /Game/FactoryGame/Buildable/Building/Foundation/AsphaltSet/Recipe_InvertedRamp_DCorner_Asphalt_8x2.Recipe_InvertedRamp_DCorner_Asphalt_8x2_C,docs_a81d250e96aa,local_game_docs_en_us
Recipe_InvertedRamp_DCorner_Asphalt_8x4_C,Inverted Down Corner (4 m),Desc_InvertedRamp_DCorner_Asphalt_8x4_C,,1,1,(),BlueprintGeneratedClass /Game/FactoryGame/Buildable/Building/Foundation/AsphaltSet/Recipe_InvertedRamp_DCorner_Asphalt_8x4.Recipe_InvertedRamp_DCorner_Asphalt_8x4_C,docs_a81d250e96aa,local_game_docs_en_us
Recipe_InvertedRamp_DCorner_Concrete_8x1_C,Inverted Down Corner (1 m),Desc_InvertedRamp_DCorner_Concrete_8x1_C,,1,1,(),BlueprintGeneratedClass /Game/FactoryGame/Buildable/Building/Foundation/ConcreteSet/Recipe_InvertedRamp_DCorner_Concrete_8x1.Recipe_InvertedRamp_DCorner_Concrete_8x1_C,docs_a81d250e96aa,local_game_docs_en_us
Recipe_InvertedRamp_DCorner_Concrete_8x2_C,Inverted Down Corner (2 m),Desc_InvertedRamp_DCorner_Concrete_8x2_C,,1,1,(),BlueprintGeneratedClass /Game/FactoryGame/Buildable/Building/Foundation/ConcreteSet/Recipe_InvertedRamp_DCorner_Concrete_8x2.Recipe_InvertedRamp_DCorner_Concrete_8x2_C,docs_a81d250e96aa,local_game_docs_en_us
Recipe_InvertedRamp_DCorner_Concrete_8x4_C,Inverted Down Corner (4 m),Desc_InvertedRamp_DCorner_Concrete_8x4_C,,1,1,(),BlueprintGeneratedClass /Game/FactoryGame/Buildable/Building/Foundation/ConcreteSet/Recipe_InvertedRamp_DCorner_Concrete_8x4.Recipe_InvertedRamp_DCorner_Concrete_8x4_C,docs_a81d250e96aa,local_game_docs_en_us
Recipe_InvertedRamp_DCorner_Metal_8x1_C,Inverted Down Corner (1 m),Desc_InvertedRamp_DCorner_Metal_8x1_C,,1,1,(),BlueprintGeneratedClass /Game/FactoryGame/Buildable/Building/Foundation/GripMetal/Recipe_InvertedRamp_DCorner_Metal_8x1.Recipe_InvertedRamp_DCorner_Metal_8x1_C,docs_a81d250e96aa,local_game_docs_en_us
Recipe_InvertedRamp_DCorner_Metal_8x2_C,Inverted Down Corner (2 m),Desc_InvertedRamp_DCorner_Metal_8x2_C,,1,1,(),BlueprintGeneratedClass /Game/FactoryGame/Buildable/Building/Foundation/GripMetal/Recipe_InvertedRamp_DCorner_Metal_8x2.Recipe_InvertedRamp_DCorner_Metal_8x2_C,docs_a81d250e96aa,local_game_docs_en_us
Recipe_InvertedRamp_DCorner_Metal_8x4_C,Inverted Down Corner (4 m),Desc_InvertedRamp_DCorner_Metal_8x4_C,,1,1,(),BlueprintGeneratedClass /Game/FactoryGame/Buildable/Building/Foundation/GripMetal/Recipe_InvertedRamp_DCorner_Metal_8x4.Recipe_InvertedRamp_DCorner_Metal_8x4_C,docs_a81d250e96aa,local_game_docs_en_us
Recipe_InvertedRamp_DCorner_Polished_8x1_C,Inverted Down Corner (1 m),Desc_InvertedRamp_DCorner_Polished_8x1_C,,1,1,(),BlueprintGeneratedClass /Game/FactoryGame/Buildable/Building/Foundation/PolishedConcreteSet/Recipe_InvertedRamp_DCorner_Polished_8x1.Recipe_InvertedRamp_DCorner_Polished_8x1_C,docs_a81d250e96aa,local_game_docs_en_us
Recipe_InvertedRamp_DCorner_Polished_8x2_C,Inverted Down Corner (2 m),Desc_InvertedRamp_DCorner_Polished_8x2_C,,1,1,(),BlueprintGeneratedClass /Game/FactoryGame/Buildable/Building/Foundation/PolishedConcreteSet/Recipe_InvertedRamp_DCorner_Polished_8x2.Recipe_InvertedRamp_DCorner_Polished_8x2_C,docs_a81d250e96aa,local_game_docs_en_us
Recipe_InvertedRamp_DCorner_Polished_8x4_C,Inverted Down Corner (4 m),Desc_InvertedRamp_DCorner_Polished_8x4_C,,1,1,(),BlueprintGeneratedClass /Game/FactoryGame/Buildable/Building/Foundation/PolishedConcreteSet/Recipe_InvertedRamp_DCorner_Polished_8x4.Recipe_InvertedRamp_DCorner_Polished_8x4_C,docs_a81d250e96aa,local_game_docs_en_us
Recipe_InvertedRamp_Metal_8x1_C,Inverted Ramp (1 m),Desc_InvertedRamp_Metal_8x1_C,,1,1,(),BlueprintGeneratedClass /Game/FactoryGame/Buildable/Building/Foundation/GripMetal/Recipe_InvertedRamp_Metal_8x1.Recipe_InvertedRamp_Metal_8x1_C,docs_a81d250e96aa,local_game_docs_en_us
Recipe_InvertedRamp_Metal_8x2_C,Inverted Ramp (2 m),Desc_InvertedRamp_Metal_8x2_C,,1,1,(),BlueprintGeneratedClass /Game/FactoryGame/Buildable/Building/Foundation/GripMetal/Recipe_InvertedRamp_Metal_8x2.Recipe_InvertedRamp_Metal_8x2_C,docs_a81d250e96aa,local_game_docs_en_us
Recipe_InvertedRamp_Metal_8x4_C,Inverted Ramp (4 m),Desc_InvertedRamp_Metal_8x4_C,,1,1,(),BlueprintGeneratedClass /Game/FactoryGame/Buildable/Building/Foundation/GripMetal/Recipe_InvertedRamp_Metal_8x4.Recipe_InvertedRamp_Metal_8x4_C,docs_a81d250e96aa,local_game_docs_en_us
Recipe_InvertedRamp_Polished_8x1_C,Inverted Ramp (1 m),Desc_InvertedRamp_Polished_8x1_C,,1,1,(),BlueprintGeneratedClass /Game/FactoryGame/Buildable/Building/Foundation/PolishedConcreteSet/Recipe_InvertedRamp_Polished_8x1.Recipe_InvertedRamp_Polished_8x1_C,docs_a81d250e96aa,local_game_docs_en_us
Recipe_InvertedRamp_Polished_8x2_C,Inverted Ramp (2 m),Desc_InvertedRamp_Polished_8x2_C,,1,1,(),BlueprintGeneratedClass /Game/FactoryGame/Buildable/Building/Foundation/PolishedConcreteSet/Recipe_InvertedRamp_Polished_8x2.Recipe_InvertedRamp_Polished_8x2_C,docs_a81d250e96aa,local_game_docs_en_us
Recipe_InvertedRamp_Polished_8x4_C,Inverted Ramp (4 m),Desc_InvertedRamp_Polished_8x4_C,,1,1,(),BlueprintGeneratedClass /Game/FactoryGame/Buildable/Building/Foundation/PolishedConcreteSet/Recipe_InvertedRamp_Polished_8x4.Recipe_InvertedRamp_Polished_8x4_C,docs_a81d250e96aa,local_game_docs_en_us
Recipe_InvertedRamp_UCorner_Asphalt_8x1_C,Inverted Up Corner (1 m),Desc_InvertedRamp_UCorner_Asphalt_8x1_C,,1,1,(),BlueprintGeneratedClass /Game/FactoryGame/Buildable/Building/Foundation/AsphaltSet/Recipe_InvertedRamp_UCorner_Asphalt_8x1.Recipe_InvertedRamp_UCorner_Asphalt_8x1_C,docs_a81d250e96aa,local_game_docs_en_us
Recipe_InvertedRamp_UCorner_Asphalt_8x2_C,Inverted Up Corner (2 m),Desc_InvertedRamp_UCorner_Asphalt_8x2_C,,1,1,(),BlueprintGeneratedClass /Game/FactoryGame/Buildable/Building/Foundation/AsphaltSet/Recipe_InvertedRamp_UCorner_Asphalt_8x2.Recipe_InvertedRamp_UCorner_Asphalt_8x2_C,docs_a81d250e96aa,local_game_docs_en_us
Recipe_InvertedRamp_UCorner_Asphalt_8x4_C,Inverted Up Corner (4 m),Desc_InvertedRamp_UCorner_Asphalt_8x4_C,,1,1,(),BlueprintGeneratedClass /Game/FactoryGame/Buildable/Building/Foundation/AsphaltSet/Recipe_InvertedRamp_UCorner_Asphalt_8x4.Recipe_InvertedRamp_UCorner_Asphalt_8x4_C,docs_a81d250e96aa,local_game_docs_en_us
Recipe_InvertedRamp_UCorner_Concrete_8x1_C,Inverted Up Corner (1 m),Desc_InvertedRamp_UCorner_Concrete_8x1_C,,1,1,(),BlueprintGeneratedClass /Game/FactoryGame/Buildable/Building/Foundation/ConcreteSet/Recipe_InvertedRamp_UCorner_Concrete_8x1.Recipe_InvertedRamp_UCorner_Concrete_8x1_C,docs_a81d250e96aa,local_game_docs_en_us
Recipe_InvertedRamp_UCorner_Concrete_8x2_C,Inverted Up Corner (2 m),Desc_InvertedRamp_UCorner_Concrete_8x2_C,,1,1,(),BlueprintGeneratedClass /Game/FactoryGame/Buildable/Building/Foundation/ConcreteSet/Recipe_InvertedRamp_UCorner_Concrete_8x2.Recipe_InvertedRamp_UCorner_Concrete_8x2_C,docs_a81d250e96aa,local_game_docs_en_us
Recipe_InvertedRamp_UCorner_Concrete_8x4_C,Inverted Up Corner (4 m),Desc_InvertedRamp_UCorner_Concrete_8x4_C,,1,1,(),BlueprintGeneratedClass /Game/FactoryGame/Buildable/Building/Foundation/ConcreteSet/Recipe_InvertedRamp_UCorner_Concrete_8x4.Recipe_InvertedRamp_UCorner_Concrete_8x4_C,docs_a81d250e96aa,local_game_docs_en_us
Recipe_InvertedRamp_UCorner_Metal_8x1_C,Inverted Up Corner (1 m),Desc_InvertedRamp_UCorner_Metal_8x1_C,,1,1,(),BlueprintGeneratedClass /Game/FactoryGame/Buildable/Building/Foundation/GripMetal/Recipe_InvertedRamp_UCorner_Metal_8x1.Recipe_InvertedRamp_UCorner_Metal_8x1_C,docs_a81d250e96aa,local_game_docs_en_us
Recipe_InvertedRamp_UCorner_Metal_8x2_C,Inverted Up Corner (2 m),Desc_InvertedRamp_UCorner_Metal_8x2_C,,1,1,(),BlueprintGeneratedClass /Game/FactoryGame/Buildable/Building/Foundation/GripMetal/Recipe_InvertedRamp_UCorner_Metal_8x2.Recipe_InvertedRamp_UCorner_Metal_8x2_C,docs_a81d250e96aa,local_game_docs_en_us
Recipe_InvertedRamp_UCorner_Metal_8x4_C,Inverted Up Corner (4 m),Desc_InvertedRamp_UCorner_Metal_8x4_C,,1,1,(),BlueprintGeneratedClass /Game/FactoryGame/Buildable/Building/Foundation/GripMetal/Recipe_InvertedRamp_UCorner_Metal_8x4.Recipe_InvertedRamp_UCorner_Metal_8x4_C,docs_a81d250e96aa,local_game_docs_en_us
Recipe_InvertedRamp_UCorner_Polished_8x1_C,Inverted Up Corner (1 m),Desc_InvertedRamp_UCorner_Polished_8x1_C,,1,1,(),BlueprintGeneratedClass /Game/FactoryGame/Buildable/Building/Foundation/PolishedConcreteSet/Recipe_InvertedRamp_UCorner_Polished_8x1.Recipe_InvertedRamp_UCorner_Polished_8x1_C,docs_a81d250e96aa,local_game_docs_en_us
Recipe_InvertedRamp_UCorner_Polished_8x2_C,Inverted Up Corner (2 m),Desc_InvertedRamp_UCorner_Polished_8x2_C,,1,1,(),BlueprintGeneratedClass /Game/FactoryGame/Buildable/Building/Foundation/PolishedConcreteSet/Recipe_InvertedRamp_UCorner_Polished_8x2.Recipe_InvertedRamp_UCorner_Polished_8x2_C,docs_a81d250e96aa,local_game_docs_en_us
Recipe_InvertedRamp_UCorner_Polished_8x4_C,Inverted Up Corner (4 m),Desc_InvertedRamp_UCorner_Polished_8x4_C,,1,1,(),BlueprintGeneratedClass /Game/FactoryGame/Buildable/Building/Foundation/PolishedConcreteSet/Recipe_InvertedRamp_UCorner_Polished_8x4.Recipe_InvertedRamp_UCorner_Polished_8x4_C,docs_a81d250e96aa,local_game_docs_en_us
Recipe_JumpPadAdjustable_C,Jump Pad,Desc_JumpPadAdjustable_C,,1,3,(),BlueprintGeneratedClass /Game/FactoryGame/Recipes/Buildings/Recipe_JumpPadAdjustable.Recipe_JumpPadAdjustable_C,docs_a81d250e96aa,local_game_docs_en_us
Recipe_Ladder_C,Ladder,Desc_Ladder_C,,1,1,(),BlueprintGeneratedClass /Game/FactoryGame/Recipes/Buildings/Ladder/Recipe_Ladder.Recipe_Ladder_C,docs_a81d250e96aa,local_game_docs_en_us
Recipe_LargeFan_C,Large Fan,Desc_LargeFan_C,,1,2,(),BlueprintGeneratedClass /Game/FactoryGame/Buildable/Building/Vent/Recipe_LargeFan.Recipe_LargeFan_C,docs_a81d250e96aa,local_game_docs_en_us
Recipe_LargeVent_C,Large Vent,Desc_LargeVent_C,,1,2,(),BlueprintGeneratedClass /Game/FactoryGame/Buildable/Building/Vent/Recipe_LargeVent.Recipe_LargeVent_C,docs_a81d250e96aa,local_game_docs_en_us
Recipe_LightsControlPanel_C,Light Control Panel,Desc_LightsControlPanel_C,,1,3,(),BlueprintGeneratedClass /Game/FactoryGame/Recipes/Buildings/Recipe_LightsControlPanel.Recipe_LightsControlPanel_C,docs_a81d250e96aa,local_game_docs_en_us
Recipe_Locomotive_C,Electric Locomotive,Desc_Locomotive_C,Electric Locomotive,1,5,(),BlueprintGeneratedClass /Game/FactoryGame/Recipes/Vehicle/Train/Recipe_Locomotive.Recipe_Locomotive_C,docs_a81d250e96aa,local_game_docs_en_us
Recipe_LookoutTower_C,Lookout Tower,Desc_LookoutTower_C,,1,2,(),BlueprintGeneratedClass /Game/FactoryGame/Recipes/Buildings/Recipe_LookoutTower.Recipe_LookoutTower_C,docs_a81d250e96aa,local_game_docs_en_us
Recipe_Mam_C,MAM,Desc_Mam_C,,1,3,(),BlueprintGeneratedClass /Game/FactoryGame/Recipes/Buildings/Recipe_Mam.Recipe_Mam_C,docs_a81d250e96aa,local_game_docs_en_us
Recipe_ManufacturerMk1_C,Manufacturer,Desc_ManufacturerMk1_C,,1,4,(),BlueprintGeneratedClass /Game/FactoryGame/Recipes/Buildings/Recipe_ManufacturerMk1.Recipe_ManufacturerMk1_C,docs_a81d250e96aa,local_game_docs_en_us
Recipe_MinerMk1_C,Miner Mk.1,Desc_MinerMk1_C,,1,3,(),BlueprintGeneratedClass /Game/FactoryGame/Recipes/Buildings/Recipe_MinerMk1.Recipe_MinerMk1_C,docs_a81d250e96aa,local_game_docs_en_us
Recipe_MinerMk2_C,Miner Mk.2,Desc_MinerMk2_C,,1,4,(),BlueprintGeneratedClass /Game/FactoryGame/Recipes/Buildings/Recipe_MinerMk2.Recipe_MinerMk2_C,docs_a81d250e96aa,local_game_docs_en_us
Recipe_MinerMk3_C,Miner Mk.3,Desc_MinerMk3_C,,1,5,(),BlueprintGeneratedClass /Game/FactoryGame/Recipes/Buildings/Recipe_MinerMk3.Recipe_MinerMk3_C,docs_a81d250e96aa,local_game_docs_en_us
Recipe_OilPump_C,Oil Extractor,Desc_OilPump_C,,1,3,(),BlueprintGeneratedClass /Game/FactoryGame/Recipes/Buildings/Recipe_OilPump.Recipe_OilPump_C,docs_a81d250e96aa,local_game_docs_en_us
Recipe_OilRefinery_C,Refinery,Desc_OilRefinery_C,,1,4,(),BlueprintGeneratedClass /Game/FactoryGame/Recipes/Buildings/Recipe_OilRefinery.Recipe_OilRefinery_C,docs_a81d250e96aa,local_game_docs_en_us
Recipe_Packager_C,Packager,Desc_Packager_C,,1,3,(),BlueprintGeneratedClass /Game/FactoryGame/Recipes/Buildings/Recipe_Packager.Recipe_Packager_C,docs_a81d250e96aa,local_game_docs_en_us
Recipe_PillarBase_C,Big Pillar Support,Desc_PillarBase_C,,1,1,(),BlueprintGeneratedClass /Game/FactoryGame/Recipes/Buildings/Foundations/Recipe_PillarBase.Recipe_PillarBase_C,docs_a81d250e96aa,local_game_docs_en_us
Recipe_PillarBase_Small_C,Small Pillar Support,Desc_PillarBase_Small_C,,1,1,(),BlueprintGeneratedClass /Game/FactoryGame/Buildable/Building/Pillars/Recipe_PillarBase_Small.Recipe_PillarBase_Small_C,docs_a81d250e96aa,local_game_docs_en_us
Recipe_PillarMiddle_C,Big Metal Pillar,Desc_PillarMiddle_C,,1,2,(),BlueprintGeneratedClass /Game/FactoryGame/Recipes/Buildings/Foundations/Recipe_PillarMiddle.Recipe_PillarMiddle_C,docs_a81d250e96aa,local_game_docs_en_us
Recipe_PillarMiddle_Concrete_C,Big Concrete Pillar,Desc_PillarMiddle_Concrete_C,,1,1,(),BlueprintGeneratedClass /Game/FactoryGame/Recipes/Buildings/Foundations/Recipe_PillarMiddle_Concrete.Recipe_PillarMiddle_Concrete_C,docs_a81d250e96aa,local_game_docs_en_us
Recipe_PillarMiddle_Frame_C,Big Frame Pillar,Desc_PillarMiddle_Frame_C,,1,1,(),BlueprintGeneratedClass /Game/FactoryGame/Recipes/Buildings/Foundations/Recipe_PillarMiddle_Frame.Recipe_PillarMiddle_Frame_C,docs_a81d250e96aa,local_game_docs_en_us
Recipe_Pillar_Small_Concrete_C,Small Concrete Pillar,Desc_Pillar_Small_Concrete_C,,1,1,(),BlueprintGeneratedClass /Game/FactoryGame/Buildable/Building/Pillars/Recipe_Pillar_Small_Concrete.Recipe_Pillar_Small_Concrete_C,docs_a81d250e96aa,local_game_docs_en_us
