schematic_id,display_name,schematic_type,tech_tier,time_to_complete_sec,dependencies_block_access,hidden_until_dependencies_met,include_in_builds,full_name,game_build_id,source_id
CBG_Stairs_Metal_C,Grip Metal Stairs,EST_Custom,1,0.000000,True,False,IIB_PublicBuilds,BlueprintGeneratedClass /Game/FactoryGame/Schematics/ResourceSink/Customizer_Background/CBG_Stairs_Metal.CBG_Stairs_Metal_C,docs_a81d250e96aa,local_game_docs_en_us
CBG_QuarterPipes_Concrete_C,Concrete Quarter PIpes,EST_Custom,0,0.000000,True,False,IIB_PublicBuilds,BlueprintGeneratedClass /Game/FactoryGame/Schematics/ResourceSink/Customizer_Background/CBG_QuarterPipes_Concrete.CBG_QuarterPipes_Concrete_C,docs_a81d250e96aa,local_game_docs_en_us
ResourceSink_FactoryCart_C,FICSIT Factory Cart™,EST_ResourceSink,1,0.000000,False,False,IIB_PublicBuilds,BlueprintGeneratedClass /Game/FactoryGame/Schematics/ResourceSink/ResourceSink_FactoryCart.ResourceSink_FactoryCart_C,docs_a81d250e96aa,local_game_docs_en_us
ResourceSink_CyberWagon_C,Cyber Wagon,EST_ResourceSink,1,0.000000,False,True,IIB_PublicBuilds,BlueprintGeneratedClass /Game/FactoryGame/Schematics/ResourceSink/ResourceSink_CyberWagon.ResourceSink_CyberWagon_C,docs_a81d250e96aa,local_game_docs_en_us
ResourceSink_WallPowerPolesMK3_C,Wall Power Outlets Mk.3,EST_ResourceSink,1,0.000000,False,False,IIB_PublicBuilds,BlueprintGeneratedClass /Game/FactoryGame/Schematics/ResourceSink/ResourceSink_WallPowerPolesMK3.ResourceSink_WallPowerPolesMK3_C,docs_a81d250e96aa,local_game_docs_en_us
ResourceSink_ConveyorWallMount_C,Conveyor Wall Mount,EST_ResourceSink,1,0.000000,False,False,IIB_PublicBuilds,BlueprintGeneratedClass /Game/FactoryGame/Schematics/ResourceSink/ResourceSink_ConveyorWallMount.ResourceSink_ConveyorWallMount_C,docs_a81d250e96aa,local_game_docs_en_us
ResourceSink_ConveryWalls_Normal_C,Conveyor Walls,EST_ResourceSink,1,0.000000,False,False,IIB_PublicBuilds,BlueprintGeneratedClass /Game/FactoryGame/Schematics/ResourceSink/ResourceSink_ConveryWalls_Normal.ResourceSink_ConveryWalls_Normal_C,docs_a81d250e96aa,local_game_docs_en_us
CBG_Concrete_Walls_Conveyor_C,Conveyor Concrete Walls,EST_Custom,1,0.000000,True,False,IIB_PublicBuilds,BlueprintGeneratedClass /Game/FactoryGame/Schematics/ResourceSink/Customizer_Background/CBG_Concrete_Walls_Conveyor.CBG_Concrete_Walls_Conveyor_C,docs_a81d250e96aa,local_game_docs_en_us
ResourceSink_Customizer_ConcreteWallMaterial_C,Concrete Wall Material,EST_ResourceSink,1,0.000000,False,False,IIB_PublicBuilds,BlueprintGeneratedClass /Game/FactoryGame/Schematics/ResourceSink/Customizer/ResourceSink_Customizer_ConcreteWallMaterial.ResourceSink_Customizer_ConcreteWallMaterial_C,docs_a81d250e96aa,local_game_docs_en_us
CBG_Concrete_Walls_DiagonalDown_C,Down Diagonal Concrete Walls,EST_Custom,1,0.000000,True,False,IIB_PublicBuilds,BlueprintGeneratedClass /Game/FactoryGame/Schematics/ResourceSink/Customizer_Background/CBG_Concrete_Walls_DiagonalDown.CBG_Concrete_Walls_DiagonalDown_C,docs_a81d250e96aa,local_game_docs_en_us
ResourceSink_Diagonal_Down_Wallset_C,Inverted Ramp Wall Bundle,EST_ResourceSink,1,0.000000,False,False,IIB_PublicBuilds,BlueprintGeneratedClass /Game/FactoryGame/Schematics/ResourceSink/ResourceSink_Diagonal_Down_Wallset.ResourceSink_Diagonal_Down_Wallset_C,docs_a81d250e96aa,local_game_docs_en_us
CBG_Steel_Walls_DiagonalDown_C,Down Diagonal Steel Walls,EST_Custom,1,0.000000,True,False,IIB_PublicBuilds,BlueprintGeneratedClass /Game/FactoryGame/Schematics/ResourceSink/Customizer_Background/CBG_Steel_Walls_DiagonalDown.CBG_Steel_Walls_DiagonalDown_C,docs_a81d250e96aa,local_game_docs_en_us
ResourceSink_Customizer_SteelWallMaterial_C,Steel Wall Material,EST_ResourceSink,1,0.000000,False,False,IIB_PublicBuilds,BlueprintGeneratedClass /Game/FactoryGame/Schematics/ResourceSink/Customizer/ResourceSink_Customizer_SteelWallMaterial.ResourceSink_Customizer_SteelWallMaterial_C,docs_a81d250e96aa,local_game_docs_en_us
CBG_Steel_Walls_Conveyor_C,Conveyor Steel Walls,EST_Custom,1,0.000000,True,False,IIB_PublicBuilds,BlueprintGeneratedClass /Game/FactoryGame/Schematics/ResourceSink/Customizer_Background/CBG_Steel_Walls_Conveyor.CBG_Steel_Walls_Conveyor_C,docs_a81d250e96aa,local_game_docs_en_us
CBG_Steel_Walls_DiagonalUp_C,Up Diagonal Steel Walls,EST_Custom,1,0.000000,True,False,IIB_PublicBuilds,BlueprintGeneratedClass /Game/FactoryGame/Schematics/ResourceSink/Customizer_Background/CBG_Steel_Walls_DiagonalUp.CBG_Steel_Walls_DiagonalUp_C,docs_a81d250e96aa,local_game_docs_en_us
ResourceSink_Diagonal_Up_WallSet_C,Ramp Wall Bundle,EST_ResourceSink,1,0.000000,False,False,IIB_PublicBuilds,BlueprintGeneratedClass /Game/FactoryGame/Schematics/ResourceSink/ResourceSink_Diagonal_Up_WallSet.ResourceSink_Diagonal_Up_WallSet_C,docs_a81d250e96aa,local_game_docs_en_us
CBG_Concrete_Walls_DiagonalUp_C,Up Diagonal Concrete Walls,EST_Custom,1,0.000000,True,False,IIB_PublicBuilds,BlueprintGeneratedClass /Game/FactoryGame/Schematics/ResourceSink/Customizer_Background/CBG_Concrete_Walls_DiagonalUp.CBG_Concrete_Walls_DiagonalUp_C,docs_a81d250e96aa,local_game_docs_en_us
ResourceSink_DoorWalls_Normal_C,Door Walls,EST_ResourceSink,1,0.000000,False,False,IIB_PublicBuilds,BlueprintGeneratedClass /Game/FactoryGame/Schematics/ResourceSink/ResourceSink_DoorWalls_Normal.ResourceSink_DoorWalls_Normal_C,docs_a81d250e96aa,local_game_docs_en_us
CBG_Concrete_Walls_Doors_C,Doors Concrete Walls,EST_Custom,1,0.000000,True,False,IIB_PublicBuilds,BlueprintGeneratedClass /Game/FactoryGame/Schematics/ResourceSink/Customizer_Background/CBG_Concrete_Walls_Doors.CBG_Concrete_Walls_Doors_C,docs_a81d250e96aa,local_game_docs_en_us
CBG_Steel_Walls_Doors_C,Doors Steel Walls,EST_Custom,1,0.000000,True,False,IIB_PublicBuilds,BlueprintGeneratedClass /Game/FactoryGame/Schematics/ResourceSink/Customizer_Background/CBG_Steel_Walls_Doors.CBG_Steel_Walls_Doors_C,docs_a81d250e96aa,local_game_docs_en_us
ResourceSink_WindowedWalls_C,Windowed Walls,EST_ResourceSink,1,0.000000,False,False,IIB_PublicBuilds,BlueprintGeneratedClass /Game/FactoryGame/Schematics/ResourceSink/ResourceSink_WindowedWalls.ResourceSink_WindowedWalls_C,docs_a81d250e96aa,local_game_docs_en_us
CBG_Concrete_Walls_Windows_C,Windows Concrete Walls,EST_Custom,1,0.000000,True,False,IIB_PublicBuilds,BlueprintGeneratedClass /Game/FactoryGame/Schematics/ResourceSink/Customizer_Background/CBG_Concrete_Walls_Windows.CBG_Concrete_Walls_Windows_C,docs_a81d250e96aa,local_game_docs_en_us
CBG_Steel_Walls_WIndows_C,Windows Steel Walls,EST_Custom,1,0.000000,True,False,IIB_PublicBuilds,BlueprintGeneratedClass /Game/FactoryGame/Schematics/ResourceSink/Customizer_Background/CBG_Steel_Walls_WIndows.CBG_Steel_Walls_WIndows_C,docs_a81d250e96aa,local_game_docs_en_us
CBG_Steel_Walls_Gates_C,Gates Steel Walls,EST_Custom,1,0.000000,True,False,IIB_PublicBuilds,BlueprintGeneratedClass /Game/FactoryGame/Schematics/ResourceSink/Customizer_Background/CBG_Steel_Walls_Gates.CBG_Steel_Walls_Gates_C,docs_a81d250e96aa,local_game_docs_en_us
ResourceSink_GateWalls_C,Gates,EST_ResourceSink,1,0.000000,False,False,IIB_PublicBuilds,BlueprintGeneratedClass /Game/FactoryGame/Schematics/ResourceSink/ResourceSink_GateWalls.ResourceSink_GateWalls_C,docs_a81d250e96aa,local_game_docs_en_us
CBG_Concrete_Walls_Gates_C,Gates Concrete Walls,EST_Custom,1,0.000000,True,False,IIB_PublicBuilds,BlueprintGeneratedClass /Game/FactoryGame/Schematics/ResourceSink/Customizer_Background/CBG_Concrete_Walls_Gates.CBG_Concrete_Walls_Gates_C,docs_a81d250e96aa,local_game_docs_en_us
CBG_Steel_Walls_Tilted_C,Steel Tilted Walls,EST_Custom,1,0.000000,True,False,IIB_PublicBuilds,BlueprintGeneratedClass /Game/FactoryGame/Schematics/ResourceSink/Customizer_Background/CBG_Steel_Walls_Tilted.CBG_Steel_Walls_Tilted_C,docs_a81d250e96aa,local_game_docs_en_us
ResourceSink_Tilted_Walls_C,Tilted Walls,EST_ResourceSink,1,0.000000,False,False,IIB_PublicBuilds,BlueprintGeneratedClass /Game/FactoryGame/Schematics/ResourceSink/ResourceSink_Tilted_Walls.ResourceSink_Tilted_Walls_C,docs_a81d250e96aa,local_game_docs_en_us
CBG_Concrete_Walls_Tilted_C,Concrete Tilted Walls,EST_Custom,1,0.000000,True,False,IIB_PublicBuilds,BlueprintGeneratedClass /Game/FactoryGame/Schematics/ResourceSink/Customizer_Background/CBG_Concrete_Walls_Tilted.CBG_Concrete_Walls_Tilted_C,docs_a81d250e96aa,local_game_docs_en_us
ResourceSink_ConveyorCeilingMount_C,Conveyor Ceiling Mount,EST_ResourceSink,1,0.000000,False,False,IIB_PublicBuilds,BlueprintGeneratedClass /Game/FactoryGame/Schematics/ResourceSink/ResourceSink_ConveyorCeilingMount.ResourceSink_ConveyorCeilingMount_C,docs_a81d250e96aa,local_game_docs_en_us
ResourceSink_HyperTubeWallAttachements_C,Hypertube Wall Attachments,EST_ResourceSink,1,0.000000,False,True,IIB_PublicBuilds,BlueprintGeneratedClass /Game/FactoryGame/Schematics/ResourceSink/ResourceSink_HyperTubeWallAttachements.ResourceSink_HyperTubeWallAttachements_C,docs_a81d250e96aa,local_game_docs_en_us
ResourceSink_PipelineWallAttachments_C,Pipeline Wall Attachments,EST_ResourceSink,1,0.000000,False,True,IIB_PublicBuilds,BlueprintGeneratedClass /Game/FactoryGame/Schematics/ResourceSink/ResourceSink_PipelineWallAttachments.ResourceSink_PipelineWallAttachments_C,docs_a81d250e96aa,local_game_docs_en_us
ResourceSink_PipelineFloorHole_C,Pipeline Floor Hole,EST_ResourceSink,1,0.000000,False,True,IIB_PublicBuilds,BlueprintGeneratedClass /Game/FactoryGame/Schematics/ResourceSink/ResourceSink_PipelineFloorHole.ResourceSink_PipelineFloorHole_C,docs_a81d250e96aa,local_game_docs_en_us
ResourceSink_WallPowerPoles_C,Wall Power Outlets Mk.1,EST_ResourceSink,1,0.000000,False,False,IIB_PublicBuilds,BlueprintGeneratedClass /Game/FactoryGame/Schematics/ResourceSink/ResourceSink_WallPowerPoles.ResourceSink_WallPowerPoles_C,docs_a81d250e96aa,local_game_docs_en_us
ResourceSink_WallPowerPolesMK2_C,Wall Power Outlets Mk.2,EST_ResourceSink,1,0.000000,False,False,IIB_PublicBuilds,BlueprintGeneratedClass /Game/FactoryGame/Schematics/ResourceSink/ResourceSink_WallPowerPolesMK2.ResourceSink_WallPowerPolesMK2_C,docs_a81d250e96aa,local_game_docs_en_us
ResourceSink_VentilationBundle_C,Ventilation Bundle,EST_ResourceSink,1,0.000000,False,False,IIB_PublicBuilds,BlueprintGeneratedClass /Game/FactoryGame/Schematics/ResourceSink/ResourceSink_VentilationBundle.ResourceSink_VentilationBundle_C,docs_a81d250e96aa,local_game_docs_en_us
Research_Caterium_2_C,Quickwire,EST_MAM,3,3.000000,False,False,IIB_PublicBuilds,BlueprintGeneratedClass /Game/FactoryGame/Schematics/Research/Caterium_RS/Research_Caterium_2.Research_Caterium_2_C,docs_a81d250e96aa,local_game_docs_en_us
Schematic_4-1_C,Advanced Steel Production,EST_Milestone,4,600.000000,False,False,IIB_PublicBuilds,BlueprintGeneratedClass /Game/FactoryGame/Schematics/Progression/Schematic_4-1.Schematic_4-1_C,docs_a81d250e96aa,local_game_docs_en_us
ResourceSink_StreetLight_C,Street Light,EST_ResourceSink,1,0.000000,False,False,IIB_PublicBuilds,BlueprintGeneratedClass /Game/FactoryGame/Schematics/ResourceSink/ResourceSink_StreetLight.ResourceSink_StreetLight_C,docs_a81d250e96aa,local_game_docs_en_us
ResourceSink_CeilingLight_C,Indoor Lighting,EST_ResourceSink,1,0.000000,False,False,IIB_PublicBuilds,BlueprintGeneratedClass /Game/FactoryGame/Schematics/ResourceSink/ResourceSink_CeilingLight.ResourceSink_CeilingLight_C,docs_a81d250e96aa,local_game_docs_en_us
ResourceSink_LightTower_C,Flood Lights,EST_ResourceSink,1,0.000000,False,False,IIB_PublicBuilds,BlueprintGeneratedClass /Game/FactoryGame/Schematics/ResourceSink/ResourceSink_LightTower.ResourceSink_LightTower_C,docs_a81d250e96aa,local_game_docs_en_us
ResourceSink_StatueLizardDoggo_C,Lizard Doggo,EST_ResourceSink,1,0.000000,False,False,IIB_PublicBuilds,BlueprintGeneratedClass /Game/FactoryGame/Schematics/ResourceSink/ResourceSink_StatueLizardDoggo.ResourceSink_StatueLizardDoggo_C,docs_a81d250e96aa,local_game_docs_en_us
ResourceSink_Statue_Hoggo_C,Silver Hog,EST_ResourceSink,1,0.000000,False,False,IIB_PublicBuilds,BlueprintGeneratedClass /Game/FactoryGame/Schematics/ResourceSink/ResourceSink_Statue_Hoggo.ResourceSink_Statue_Hoggo_C,docs_a81d250e96aa,local_game_docs_en_us
ResourceSink_StatueSpaceGiraffe_C,Confusing Creature,EST_ResourceSink,1,0.000000,False,False,IIB_PublicBuilds,BlueprintGeneratedClass /Game/FactoryGame/Schematics/ResourceSink/ResourceSink_StatueSpaceGiraffe.ResourceSink_StatueSpaceGiraffe_C,docs_a81d250e96aa,local_game_docs_en_us
ResourceSink_StatueSilverPioneer_C,Pretty Good Pioneering,EST_ResourceSink,1,0.000000,False,False,IIB_PublicBuilds,BlueprintGeneratedClass /Game/FactoryGame/Schematics/ResourceSink/ResourceSink_StatueSilverPioneer.ResourceSink_StatueSilverPioneer_C,docs_a81d250e96aa,local_game_docs_en_us
ResourceSink_StatueBronzePioneer_C,Adequate Pioneering,EST_ResourceSink,1,0.000000,False,False,IIB_PublicBuilds,BlueprintGeneratedClass /Game/FactoryGame/Schematics/ResourceSink/ResourceSink_StatueBronzePioneer.ResourceSink_StatueBronzePioneer_C,docs_a81d250e96aa,local_game_docs_en_us
ResourceSink_StatueGoldPioneer_C,Satisfactory Pioneering,EST_ResourceSink,1,0.000000,False,False,IIB_PublicBuilds,BlueprintGeneratedClass /Game/FactoryGame/Schematics/ResourceSink/ResourceSink_StatueGoldPioneer.ResourceSink_StatueGoldPioneer_C,docs_a81d250e96aa,local_game_docs_en_us
ResourceSink_StatueGoldenNut_C,Golden Nut,EST_ResourceSink,1,0.000000,False,False,IIB_PublicBuilds,BlueprintGeneratedClass /Game/FactoryGame/Schematics/ResourceSink/ResourceSink_StatueGoldenNut.ResourceSink_StatueGoldenNut_C,docs_a81d250e96aa,local_game_docs_en_us
ResourceSink_StackableShelf_C,Basic Shelf Unit,EST_ResourceSink,1,1.000000,False,False,IIB_PublicBuilds,BlueprintGeneratedClass /Game/FactoryGame/Schematics/ResourceSink/ResourceSink_StackableShelf.ResourceSink_StackableShelf_C,docs_a81d250e96aa,local_game_docs_en_us
ResourceSink_Roofs_Basic_C,FICSIT Roofs,EST_ResourceSink,1,0.000000,False,False,IIB_PublicBuilds,BlueprintGeneratedClass /Game/FactoryGame/Schematics/ResourceSink/ResourceSink_Roofs_Basic.ResourceSink_Roofs_Basic_C,docs_a81d250e96aa,local_game_docs_en_us
CBG_Roofs_Basic_Steel_C,Metal Roofs Basic,EST_Custom,1,0.000000,True,False,IIB_PublicBuilds,BlueprintGeneratedClass /Game/FactoryGame/Schematics/ResourceSink/Customizer_Background/CBG_Roofs_Basic_Steel.CBG_Roofs_Basic_Steel_C,docs_a81d250e96aa,local_game_docs_en_us
ResourceSink_Customizer_SteelRoofMaterial_C,Metal Roof Material,EST_ResourceSink,1,0.000000,False,False,IIB_PublicBuilds,BlueprintGeneratedClass /Game/FactoryGame/Schematics/ResourceSink/Customizer/ResourceSink_Customizer_SteelRoofMaterial.ResourceSink_Customizer_SteelRoofMaterial_C,docs_a81d250e96aa,local_game_docs_en_us
CBG_Roofs_Corners_Steel_C,Metal Roof Corners,EST_Custom,1,0.000000,True,False,IIB_PublicBuilds,BlueprintGeneratedClass /Game/FactoryGame/Schematics/ResourceSink/Customizer_Background/CBG_Roofs_Corners_Steel.CBG_Roofs_Corners_Steel_C,docs_a81d250e96aa,local_game_docs_en_us
ResourceSink_Roofs_Corners_C,FICSIT Roof Corners,EST_ResourceSink,1,0.000000,False,False,IIB_PublicBuilds,BlueprintGeneratedClass /Game/FactoryGame/Schematics/ResourceSink/ResourceSink_Roofs_Corners.ResourceSink_Roofs_Corners_C,docs_a81d250e96aa,local_game_docs_en_us
CBG_Roofs_Corners_Glass_C,Glass Roof Corners,EST_Custom,1,0.000000,True,False,IIB_PublicBuilds,BlueprintGeneratedClass /Game/FactoryGame/Schematics/ResourceSink/Customizer_Background/CBG_Roofs_Corners_Glass.CBG_Roofs_Corners_Glass_C,docs_a81d250e96aa,local_game_docs_en_us
ResourceSink_Customizer_GlassRoofMaterial_C,Glass Roof Material,EST_ResourceSink,1,0.000000,False,False,IIB_PublicBuilds,BlueprintGeneratedClass /Game/FactoryGame/Schematics/ResourceSink/Customizer/ResourceSink_Customizer_GlassRoofMaterial.ResourceSink_Customizer_GlassRoofMaterial_C,docs_a81d250e96aa,local_game_docs_en_us
CBG_Roofs_Basic_Glass_C,Glass Roofs Basic,EST_Custom,1,0.000000,True,False,IIB_PublicBuilds,BlueprintGeneratedClass /Game/FactoryGame/Schematics/ResourceSink/Customizer_Background/CBG_Roofs_Basic_Glass.CBG_Roofs_Basic_Glass_C,docs_a81d250e96aa,local_game_docs_en_us
CBG_Roofs_Corners_Tar_C,Tar Roof Corners,EST_Custom,1,0.000000,True,False,IIB_PublicBuilds,BlueprintGeneratedClass /Game/FactoryGame/Schematics/ResourceSink/Customizer_Background/CBG_Roofs_Corners_Tar.CBG_Roofs_Corners_Tar_C,docs_a81d250e96aa,local_game_docs_en_us
ResourceSink_Customizer_TarRoofMaterial_C,Tar Roof Material,EST_ResourceSink,1,0.000000,False,False,IIB_PublicBuilds,BlueprintGeneratedClass /Game/FactoryGame/Schematics/ResourceSink/Customizer/ResourceSink_Customizer_TarRoofMaterial.ResourceSink_Customizer_TarRoofMaterial_C,docs_a81d250e96aa,local_game_docs_en_us
CBG_Roofs_Basic_Tar_C,Tar Roofs Basic,EST_Custom,1,0.000000,True,False,IIB_PublicBuilds,BlueprintGeneratedClass /Game/FactoryGame/Schematics/ResourceSink/Customizer_Background/CBG_Roofs_Basic_Tar.CBG_Roofs_Basic_Tar_C,docs_a81d250e96aa,local_game_docs_en_us
ResourceSink_PersonnelElevator_C,Personnel Elevator,EST_ResourceSink,1,0.000000,False,False,IIB_PublicBuilds,BlueprintGeneratedClass /Game/FactoryGame/Schematics/ResourceSink/ResourceSink_PersonnelElevator.ResourceSink_PersonnelElevator_C,docs_a81d250e96aa,local_game_docs_en_us
Schematic_6-5_C,Pipeline Engineering Mk.2,EST_Milestone,6,300.000000,False,False,IIB_PublicBuilds,BlueprintGeneratedClass /Game/FactoryGame/Schematics/Progression/Schematic_6-5.Schematic_6-5_C,docs_a81d250e96aa,local_game_docs_en_us
ResourceSink_NoIndicator_PipelineMK2_C,Clean Pipeline Mk.2,EST_ResourceSink,1,0.000000,False,True,IIB_PublicBuilds,BlueprintGeneratedClass /Game/FactoryGame/Schematics/ResourceSink/ResourceSink_NoIndicator_PipelineMK2.ResourceSink_NoIndicator_PipelineMK2_C,docs_a81d250e96aa,local_game_docs_en_us
ResourceSink_NoIndicator_PipelineMK1_C,Clean Pipeline Mk.1,EST_ResourceSink,1,0.000000,False,True,IIB_PublicBuilds,BlueprintGeneratedClass /Game/FactoryGame/Schematics/ResourceSink/ResourceSink_NoIndicator_PipelineMK1.ResourceSink_NoIndicator_PipelineMK1_C,docs_a81d250e96aa,local_game_docs_en_us
ResourceSink_MedicalBoxSkin_C,Medical Box - Personal Storage Skin,EST_ResourceSink,1,0.000000,False,False,IIB_PublicBuilds,BlueprintGeneratedClass /Game/FactoryGame/Schematics/ResourceSink/ResourceSink_MedicalBoxSkin.ResourceSink_MedicalBoxSkin_C,docs_a81d250e96aa,local_game_docs_en_us
ResourceSink_LightControlPanel_C,Light Control Panel,EST_ResourceSink,1,0.000000,False,False,IIB_PublicBuilds,BlueprintGeneratedClass /Game/FactoryGame/Schematics/ResourceSink/ResourceSink_LightControlPanel.ResourceSink_LightControlPanel_C,docs_a81d250e96aa,local_game_docs_en_us
Research_Quartz_1_1_C,Quartz Crystals,EST_MAM,3,3.000000,False,False,IIB_PublicBuilds,BlueprintGeneratedClass /Game/FactoryGame/Schematics/Research/Quartz_RS/Research_Quartz_1_1.Research_Quartz_1_1_C,docs_a81d250e96aa,local_game_docs_en_us
ResourceSink_LabelSigns_C,Label Sign Bundle,EST_ResourceSink,1,0.000000,False,False,IIB_PublicBuilds,BlueprintGeneratedClass /Game/FactoryGame/Schematics/ResourceSink/ResourceSink_LabelSigns.ResourceSink_LabelSigns_C,docs_a81d250e96aa,local_game_docs_en_us
ResourceSink_HyperTubeFloorHole_C,Hypertube Floor Hole,EST_ResourceSink,1,0.000000,False,True,IIB_PublicBuilds,BlueprintGeneratedClass /Game/FactoryGame/Schematics/ResourceSink/ResourceSink_HyperTubeFloorHole.ResourceSink_HyperTubeFloorHole_C,docs_a81d250e96aa,local_game_docs_en_us
ResourceSink_HazardBoxSkin_C,Hazard Box - Personal Storage Skin,EST_ResourceSink,1,0.000000,False,False,IIB_PublicBuilds,BlueprintGeneratedClass /Game/FactoryGame/Schematics/ResourceSink/ResourceSink_HazardBoxSkin.ResourceSink_HazardBoxSkin_C,docs_a81d250e96aa,local_game_docs_en_us
ResourceSink_GoldenCup_C,'Employee of the Planet' Cup,EST_ResourceSink,1,0.000000,True,True,IIB_PublicBuilds,BlueprintGeneratedClass /Game/FactoryGame/Schematics/ResourceSink/ResourceSink_GoldenCup.ResourceSink_GoldenCup_C,docs_a81d250e96aa,local_game_docs_en_us
ResourceSink_GoldenCart_Unlock_C,Golden Cart available in the AWESOME Shop,EST_Custom,1,0.000000,False,True,IIB_PublicBuilds,BlueprintGeneratedClass /Game/FactoryGame/Schematics/ResourceSink/ResourceSink_GoldenCart_Unlock.ResourceSink_GoldenCart_Unlock_C,docs_a81d250e96aa,local_game_docs_en_us
ResourceSink_GoldenCart_C,Golden FICSIT Factory Cart™,EST_ResourceSink,1,0.000000,False,True,IIB_PublicBuilds,BlueprintGeneratedClass /Game/FactoryGame/Schematics/ResourceSink/ResourceSink_GoldenCart.ResourceSink_GoldenCart_C,docs_a81d250e96aa,local_game_docs_en_us
ResourceSink_FrameWindows_C,Steel-Framed Windows,EST_ResourceSink,1,0.000000,False,False,IIB_PublicBuilds,BlueprintGeneratedClass /Game/FactoryGame/Schematics/ResourceSink/ResourceSink_FrameWindows.ResourceSink_FrameWindows_C,docs_a81d250e96aa,local_game_docs_en_us
ResourceSink_FramePillarSet_C,Frame Pillar Set,EST_ResourceSink,1,0.000000,False,False,IIB_PublicBuilds,BlueprintGeneratedClass /Game/FactoryGame/Schematics/ResourceSink/ResourceSink_FramePillarSet.ResourceSink_FramePillarSet_C,docs_a81d250e96aa,local_game_docs_en_us
ResourceSink_Fences_C,Construction Fences,EST_ResourceSink,1,0.000000,False,False,IIB_PublicBuilds,BlueprintGeneratedClass /Game/FactoryGame/Schematics/ResourceSink/ResourceSink_Fences.ResourceSink_Fences_C,docs_a81d250e96aa,local_game_docs_en_us
ResourceSink_FactoryBarrier2_C,Metal Barriers,EST_ResourceSink,1,0.000000,False,False,IIB_PublicBuilds,BlueprintGeneratedClass /Game/FactoryGame/Schematics/ResourceSink/ResourceSink_FactoryBarrier2.ResourceSink_FactoryBarrier2_C,docs_a81d250e96aa,local_game_docs_en_us
ResourceSink_FactoryBarrier_C,Road Barriers,EST_ResourceSink,1,0.000000,False,False,IIB_PublicBuilds,BlueprintGeneratedClass /Game/FactoryGame/Schematics/ResourceSink/ResourceSink_FactoryBarrier.ResourceSink_FactoryBarrier_C,docs_a81d250e96aa,local_game_docs_en_us
ResourceSink_DisplaySigns_C,Display Sign Bundle,EST_ResourceSink,1,0.000000,False,False,IIB_PublicBuilds,BlueprintGeneratedClass /Game/FactoryGame/Schematics/ResourceSink/ResourceSink_DisplaySigns.ResourceSink_DisplaySigns_C,docs_a81d250e96aa,local_game_docs_en_us
ResourceSink_ConveyorWallHole_C,Conveyor Wall Hole,EST_ResourceSink,1,0.000000,False,False,IIB_PublicBuilds,BlueprintGeneratedClass /Game/FactoryGame/Schematics/ResourceSink/ResourceSink_ConveyorWallHole.ResourceSink_ConveyorWallHole_C,docs_a81d250e96aa,local_game_docs_en_us
Research_Quartz_2_C,Crystal Oscillator,EST_MAM,3,3.000000,False,False,IIB_PublicBuilds,BlueprintGeneratedClass /Game/FactoryGame/Schematics/Research/Quartz_RS/Research_Quartz_2.Research_Quartz_2_C,docs_a81d250e96aa,local_game_docs_en_us
ResourceSink_ConveyorMonitor_C,Conveyor Throughput Monitor,EST_ResourceSink,1,0.000000,False,False,IIB_PublicBuilds,BlueprintGeneratedClass /Game/FactoryGame/Schematics/ResourceSink/ResourceSink_ConveyorMonitor.ResourceSink_ConveyorMonitor_C,docs_a81d250e96aa,local_game_docs_en_us
ResourceSink_ConveyorLiftHole_C,Conveyor Lift Floor Hole,EST_ResourceSink,1,0.000000,False,False,IIB_PublicBuilds,BlueprintGeneratedClass /Game/FactoryGame/Schematics/ResourceSink/ResourceSink_ConveyorLiftHole.ResourceSink_ConveyorLiftHole_C,docs_a81d250e96aa,local_game_docs_en_us
ResourceSink_ConcretePillarSet_C,Concrete Pillar Set,EST_ResourceSink,1,0.000000,False,False,IIB_PublicBuilds,BlueprintGeneratedClass /Game/FactoryGame/Schematics/ResourceSink/ResourceSink_ConcretePillarSet.ResourceSink_ConcretePillarSet_C,docs_a81d250e96aa,local_game_docs_en_us
ResourceSink_Checkmark_C,FICSIT Checkmark™,EST_ResourceSink,0,0.000000,False,True,IIB_PublicBuilds,BlueprintGeneratedClass /Game/FactoryGame/Schematics/ResourceSink/ResourceSink_Checkmark.ResourceSink_Checkmark_C,docs_a81d250e96aa,local_game_docs_en_us
ResourceSink_Catwalks_C,Modern Catwalks,EST_ResourceSink,1,0.000000,False,False,IIB_PublicBuilds,BlueprintGeneratedClass /Game/FactoryGame/Schematics/ResourceSink/ResourceSink_Catwalks.ResourceSink_Catwalks_C,docs_a81d250e96aa,local_game_docs_en_us
Research_ACarapace_2_1_C,Discontinued - Spiked Rebars,EST_MAM,3,3.000000,False,False,IIB_PublicBuilds,BlueprintGeneratedClass /Game/FactoryGame/Schematics/Research/AlienOrganisms_RS/Research_ACarapace_2_1.Research_ACarapace_2_1_C,docs_a81d250e96aa,local_game_docs_en_us
ResourceSink_Boombox_C,Boombox,EST_ResourceSink,1,0.000000,False,False,IIB_PublicBuilds,BlueprintGeneratedClass /Game/FactoryGame/Schematics/ResourceSink/ResourceSink_Boombox.ResourceSink_Boombox_C,docs_a81d250e96aa,local_game_docs_en_us
