recipe_id,direction,item_id,item_name,amount,amount_raw,unit,game_build_id
Recipe_HyperPoleStackable_C,input,Desc_IronPlate_C,Iron Plate,4.0,4,items,docs_a81d250e96aa
Recipe_HyperPoleStackable_C,input,Desc_IronRod_C,Iron Rod,2.0,2,items,docs_a81d250e96aa
Recipe_HyperTubeJunction_C,input,Desc_CopperSheet_C,Copper Sheet,5.0,5,items,docs_a81d250e96aa
Recipe_HyperTubeJunction_C,input,Desc_SteelPlateReinforced_C,Encased Industrial Beam,2.0,2,items,docs_a81d250e96aa
Recipe_HyperTubeJunction_C,input,Desc_SteelPlate_C,Steel Beam,2.0,2,items,docs_a81d250e96aa
Recipe_HyperTubeTJunction_C,input,Desc_CopperSheet_C,Copper Sheet,5.0,5,items,docs_a81d250e96aa
Recipe_HyperTubeTJunction_C,input,Desc_SteelPipe_C,Steel Pipe,2.0,2,items,docs_a81d250e96aa
Recipe_HyperTubeTJunction_C,input,Desc_SteelPlateReinforced_C,Encased Industrial Beam,2.0,2,items,docs_a81d250e96aa
Recipe_HyperTubeWallHole_C,input,Desc_Cement_C,Concrete,2.0,2,items,docs_a81d250e96aa
Recipe_HyperTubeWallHole_C,input,Desc_IronPlate_C,Iron Plate,2.0,2,items,docs_a81d250e96aa
Recipe_HyperTubeWallSupport_C,input,Desc_Cement_C,Concrete,2.0,2,items,docs_a81d250e96aa
Recipe_HyperTubeWallSupport_C,input,Desc_IronPlate_C,Iron Plate,2.0,2,items,docs_a81d250e96aa
Recipe_IndustrialTank_C,input,Desc_CopperSheet_C,Copper Sheet,10.0,10,items,docs_a81d250e96aa
Recipe_IndustrialTank_C,input,Desc_Plastic_C,Plastic,25.0,25,items,docs_a81d250e96aa
Recipe_IndustrialTank_C,input,Desc_SteelPlateReinforced_C,Encased Industrial Beam,5.0,5,items,docs_a81d250e96aa
Recipe_InvertedRamp_Asphalt_8x1_C,input,Desc_Cement_C,Concrete,5.0,5,items,docs_a81d250e96aa
Recipe_InvertedRamp_Asphalt_8x2_C,input,Desc_Cement_C,Concrete,5.0,5,items,docs_a81d250e96aa
Recipe_InvertedRamp_Asphalt_8x4_C,input,Desc_Cement_C,Concrete,5.0,5,items,docs_a81d250e96aa
Recipe_InvertedRamp_Concrete_8x1_C,input,Desc_Cement_C,Concrete,5.0,5,items,docs_a81d250e96aa
Recipe_InvertedRamp_Concrete_8x2_C,input,Desc_Cement_C,Concrete,5.0,5,items,docs_a81d250e96aa
Recipe_InvertedRamp_Concrete_8x4_C,input,Desc_Cement_C,Concrete,5.0,5,items,docs_a81d250e96aa
Recipe_InvertedRamp_DCorner_Asphalt_8x1_C,input,Desc_Cement_C,Concrete,5.0,5,items,docs_a81d250e96aa
Recipe_InvertedRamp_DCorner_Asphalt_8x2_C,input,Desc_Cement_C,Concrete,5.0,5,items,docs_a81d250e96aa
Recipe_InvertedRamp_DCorner_Asphalt_8x4_C,input,Desc_Cement_C,Concrete,5.0,5,items,docs_a81d250e96aa
Recipe_InvertedRamp_DCorner_Concrete_8x1_C,input,Desc_Cement_C,Concrete,5.0,5,items,docs_a81d250e96aa
Recipe_InvertedRamp_DCorner_Concrete_8x2_C,input,Desc_Cement_C,Concrete,5.0,5,items,docs_a81d250e96aa
Recipe_InvertedRamp_DCorner_Concrete_8x4_C,input,Desc_Cement_C,Concrete,5.0,5,items,docs_a81d250e96aa
Recipe_InvertedRamp_DCorner_Metal_8x1_C,input,Desc_Cement_C,Concrete,5.0,5,items,docs_a81d250e96aa
Recipe_InvertedRamp_DCorner_Metal_8x2_C,input,Desc_Cement_C,Concrete,5.0,5,items,docs_a81d250e96aa
Recipe_InvertedRamp_DCorner_Metal_8x4_C,input,Desc_Cement_C,Concrete,5.0,5,items,docs_a81d250e96aa
Recipe_InvertedRamp_DCorner_Polished_8x1_C,input,Desc_Cement_C,Concrete,5.0,5,items,docs_a81d250e96aa
Recipe_InvertedRamp_DCorner_Polished_8x2_C,input,Desc_Cement_C,Concrete,5.0,5,items,docs_a81d250e96aa
Recipe_InvertedRamp_DCorner_Polished_8x4_C,input,Desc_Cement_C,Concrete,5.0,5,items,docs_a81d250e96aa
Recipe_InvertedRamp_Metal_8x1_C,input,Desc_Cement_C,Concrete,5.0,5,items,docs_a81d250e96aa
Recipe_InvertedRamp_Metal_8x2_C,input,Desc_Cement_C,Concrete,5.0,5,items,docs_a81d250e96aa
Recipe_InvertedRamp_Metal_8x4_C,input,Desc_Cement_C,Concrete,5.0,5,items,docs_a81d250e96aa
Recipe_InvertedRamp_Polished_8x1_C,input,Desc_Cement_C,Concrete,5.0,5,items,docs_a81d250e96aa
Recipe_InvertedRamp_Polished_8x2_C,input,Desc_Cement_C,Concrete,5.0,5,items,docs_a81d250e96aa
Recipe_InvertedRamp_Polished_8x4_C,input,Desc_Cement_C,Concrete,5.0,5,items,docs_a81d250e96aa
Recipe_InvertedRamp_UCorner_Asphalt_8x1_C,input,Desc_Cement_C,Concrete,5.0,5,items,docs_a81d250e96aa
Recipe_InvertedRamp_UCorner_Asphalt_8x2_C,input,Desc_Cement_C,Concrete,5.0,5,items,docs_a81d250e96aa
Recipe_InvertedRamp_UCorner_Asphalt_8x4_C,input,Desc_Cement_C,Concrete,5.0,5,items,docs_a81d250e96aa
Recipe_InvertedRamp_UCorner_Concrete_8x1_C,input,Desc_Cement_C,Concrete,5.0,5,items,docs_a81d250e96aa
Recipe_InvertedRamp_UCorner_Concrete_8x2_C,input,Desc_Cement_C,Concrete,5.0,5,items,docs_a81d250e96aa
Recipe_InvertedRamp_UCorner_Concrete_8x4_C,input,Desc_Cement_C,Concrete,5.0,5,items,docs_a81d250e96aa
Recipe_InvertedRamp_UCorner_Metal_8x1_C,input,Desc_Cement_C,Concrete,5.0,5,items,docs_a81d250e96aa
Recipe_InvertedRamp_UCorner_Metal_8x2_C,input,Desc_Cement_C,Concrete,5.0,5,items,docs_a81d250e96aa
Recipe_InvertedRamp_UCorner_Metal_8x4_C,input,Desc_Cement_C,Concrete,5.0,5,items,docs_a81d250e96aa
Recipe_InvertedRamp_UCorner_Polished_8x1_C,input,Desc_Cement_C,Concrete,5.0,5,items,docs_a81d250e96aa
Recipe_InvertedRamp_UCorner_Polished_8x2_C,input,Desc_Cement_C,Concrete,5.0,5,items,docs_a81d250e96aa
Recipe_InvertedRamp_UCorner_Polished_8x4_C,input,Desc_Cement_C,Concrete,5.0,5,items,docs_a81d250e96aa
Recipe_JumpPadAdjustable_C,input,Desc_Cable_C,Cable,10.0,10,items,docs_a81d250e96aa
Recipe_JumpPadAdjustable_C,input,Desc_IronPlate_C,Iron Plate,15.0,15,items,docs_a81d250e96aa
Recipe_JumpPadAdjustable_C,input,Desc_Rotor_C,Rotor,2.0,2,items,docs_a81d250e96aa
Recipe_Ladder_C,input,Desc_IronRod_C,Iron Rod,2.0,2,items,docs_a81d250e96aa
Recipe_LargeFan_C,input,Desc_CopperSheet_C,Copper Sheet,1.0,1,items,docs_a81d250e96aa
Recipe_LargeFan_C,input,Desc_IronPlate_C,Iron Plate,1.0,1,items,docs_a81d250e96aa
Recipe_LargeVent_C,input,Desc_CopperSheet_C,Copper Sheet,1.0,1,items,docs_a81d250e96aa
Recipe_LargeVent_C,input,Desc_IronPlate_C,Iron Plate,1.0,1,items,docs_a81d250e96aa
Recipe_LightsControlPanel_C,input,Desc_Cable_C,Cable,10.0,10,items,docs_a81d250e96aa
Recipe_LightsControlPanel_C,input,Desc_CircuitBoardHighSpeed_C,AI Limiter,3.0,3,items,docs_a81d250e96aa
Recipe_LightsControlPanel_C,input,Desc_IronPlateReinforced_C,Reinforced Iron Plate,5.0,5,items,docs_a81d250e96aa
Recipe_Locomotive_C,input,Desc_ModularFrame_C,Modular Frame,5.0,5,items,docs_a81d250e96aa
Recipe_Locomotive_C,input,Desc_Motor_C,Motor,10.0,10,items,docs_a81d250e96aa
Recipe_Locomotive_C,input,Desc_Rubber_C,Rubber,20.0,20,items,docs_a81d250e96aa
Recipe_Locomotive_C,input,Desc_SteelPipe_C,Steel Pipe,20.0,20,items,docs_a81d250e96aa
Recipe_Locomotive_C,input,Desc_Wire_C,Wire,50.0,50,items,docs_a81d250e96aa
Recipe_LookoutTower_C,input,Desc_IronPlate_C,Iron Plate,5.0,5,items,docs_a81d250e96aa
Recipe_LookoutTower_C,input,Desc_IronRod_C,Iron Rod,5.0,5,items,docs_a81d250e96aa
Recipe_Mam_C,input,Desc_Cable_C,Cable,15.0,15,items,docs_a81d250e96aa
Recipe_Mam_C,input,Desc_IronPlateReinforced_C,Reinforced Iron Plate,5.0,5,items,docs_a81d250e96aa
Recipe_Mam_C,input,Desc_Wire_C,Wire,45.0,45,items,docs_a81d250e96aa
Recipe_ManufacturerMk1_C,input,Desc_Cable_C,Cable,50.0,50,items,docs_a81d250e96aa
Recipe_ManufacturerMk1_C,input,Desc_ModularFrame_C,Modular Frame,20.0,20,items,docs_a81d250e96aa
Recipe_ManufacturerMk1_C,input,Desc_Motor_C,Motor,10.0,10,items,docs_a81d250e96aa
Recipe_ManufacturerMk1_C,input,Desc_Plastic_C,Plastic,50.0,50,items,docs_a81d250e96aa
Recipe_MinerMk1_C,input,BP_ItemDescriptorPortableMiner_C,Portable Miner,1.0,1,items,docs_a81d250e96aa
Recipe_MinerMk1_C,input,Desc_Cement_C,Concrete,10.0,10,items,docs_a81d250e96aa
Recipe_MinerMk1_C,input,Desc_IronPlate_C,Iron Plate,10.0,10,items,docs_a81d250e96aa
Recipe_MinerMk2_C,input,BP_ItemDescriptorPortableMiner_C,Portable Miner,2.0,2,items,docs_a81d250e96aa
Recipe_MinerMk2_C,input,Desc_ModularFrame_C,Modular Frame,10.0,10,items,docs_a81d250e96aa
Recipe_MinerMk2_C,input,Desc_SteelPipe_C,Steel Pipe,20.0,20,items,docs_a81d250e96aa
Recipe_MinerMk2_C,input,Desc_SteelPlateReinforced_C,Encased Industrial Beam,10.0,10,items,docs_a81d250e96aa
Recipe_MinerMk3_C,input,BP_ItemDescriptorPortableMiner_C,Portable Miner,3.0,3,items,docs_a81d250e96aa
Recipe_MinerMk3_C,input,Desc_ComputerSuper_C,Supercomputer,5.0,5,items,docs_a81d250e96aa
Recipe_MinerMk3_C,input,Desc_ModularFrameFused_C,Fused Modular Frame,10.0,10,items,docs_a81d250e96aa
Recipe_MinerMk3_C,input,Desc_MotorLightweight_C,Turbo Motor,3.0,3,items,docs_a81d250e96aa
Recipe_MinerMk3_C,input,Desc_SteelPipe_C,Steel Pipe,50.0,50,items,docs_a81d250e96aa
Recipe_OilPump_C,input,Desc_Cable_C,Cable,60.0,60,items,docs_a81d250e96aa
Recipe_OilPump_C,input,Desc_Motor_C,Motor,15.0,15,items,docs_a81d250e96aa
Recipe_OilPump_C,input,Desc_SteelPlateReinforced_C,Encased Industrial Beam,20.0,20,items,docs_a81d250e96aa
Recipe_OilRefinery_C,input,Desc_CopperSheet_C,Copper Sheet,20.0,20,items,docs_a81d250e96aa
Recipe_OilRefinery_C,input,Desc_Motor_C,Motor,10.0,10,items,docs_a81d250e96aa
Recipe_OilRefinery_C,input,Desc_SteelPipe_C,Steel Pipe,30.0,30,items,docs_a81d250e96aa
Recipe_OilRefinery_C,input,Desc_SteelPlateReinforced_C,Encased Industrial Beam,10.0,10,items,docs_a81d250e96aa
Recipe_Packager_C,input,Desc_Plastic_C,Plastic,10.0,10,items,docs_a81d250e96aa
Recipe_Packager_C,input,Desc_Rubber_C,Rubber,10.0,10,items,docs_a81d250e96aa
Recipe_Packager_C,input,Desc_SteelPlate_C,Steel Beam,20.0,20,items,docs_a81d250e96aa
Recipe_PillarBase_C,input,Desc_Cement_C,Concrete,5.0,5,items,docs_a81d250e96aa
Recipe_PillarBase_Small_C,input,Desc_Cement_C,Concrete,3.0,3,items,docs_a81d250e96aa
Recipe_PillarMiddle_C,input,Desc_Cement_C,Concrete,3.0,3,items,docs_a81d250e96aa
Recipe_PillarMiddle_C,input,Desc_IronPlate_C,Iron Plate,2.0,2,items,docs_a81d250e96aa
Recipe_PillarMiddle_Concrete_C,input,Desc_Cement_C,Concrete,5.0,5,items,docs_a81d250e96aa
Recipe_PillarMiddle_Frame_C,input,Desc_SteelPlate_C,Steel Beam,5.0,5,items,docs_a81d250e96aa
Recipe_Pillar_Small_Concrete_C,input,Desc_Cement_C,Concrete,3.0,3,items,docs_a81d250e96aa
Recipe_Pillar_Small_Frame_C,input,Desc_SteelPlate_C,Steel Beam,3.0,3,items,docs_a81d250e96aa
Recipe_Pillar_Small_Metal_C,input,Desc_Cement_C,Concrete,2.0,2,items,docs_a81d250e96aa
Recipe_Pillar_Small_Metal_C,input,Desc_IronPlate_C,Iron Plate,1.0,1,items,docs_a81d250e96aa
Recipe_PipeHyperStart_C,input,Desc_Rotor_C,Rotor,4.0,4,items,docs_a81d250e96aa
Recipe_PipeHyperStart_C,input,Desc_SteelPipe_C,Steel Pipe,10.0,10,items,docs_a81d250e96aa
Recipe_PipeHyperStart_C,input,Desc_SteelPlateReinforced_C,Encased Industrial Beam,4.0,4,items,docs_a81d250e96aa
Recipe_PipeHyperSupport_C,input,Desc_Cement_C,Concrete,2.0,2,items,docs_a81d250e96aa
Recipe_PipeHyperSupport_C,input,Desc_IronPlate_C,Iron Plate,2.0,2,items,docs_a81d250e96aa
Recipe_PipeHyper_C,input,Desc_CopperSheet_C,Copper Sheet,1.0,1,items,docs_a81d250e96aa
Recipe_PipeHyper_C,input,Desc_SteelPipe_C,Steel Pipe,1.0,1,items,docs_a81d250e96aa
Recipe_PipeStorageTank_C,input,Desc_CopperSheet_C,Copper Sheet,10.0,10,items,docs_a81d250e96aa
Recipe_PipeStorageTank_C,input,Desc_ModularFrame_C,Modular Frame,5.0,5,items,docs_a81d250e96aa
Recipe_PipeSupportStackable_C,input,Desc_Cement_C,Concrete,2.0,2,items,docs_a81d250e96aa
Recipe_PipeSupportStackable_C,input,Desc_IronPlate_C,Iron Plate,4.0,4,items,docs_a81d250e96aa
Recipe_PipeSupportStackable_C,input,Desc_IronRod_C,Iron Rod,2.0,2,items,docs_a81d250e96aa
Recipe_PipeSupportWallHole_C,input,Desc_Cement_C,Concrete,2.0,2,items,docs_a81d250e96aa
Recipe_PipeSupportWallHole_C,input,Desc_IronPlate_C,Iron Plate,1.0,1,items,docs_a81d250e96aa
Recipe_PipeSupportWallHole_C,input,Desc_IronRod_C,Iron Rod,2.0,2,items,docs_a81d250e96aa
Recipe_PipeSupportWall_C,input,Desc_Cement_C,Concrete,2.0,2,items,docs_a81d250e96aa
Recipe_PipeSupportWall_C,input,Desc_IronPlate_C,Iron Plate,1.0,1,items,docs_a81d250e96aa
Recipe_PipeSupportWall_C,input,Desc_IronRod_C,Iron Rod,2.0,2,items,docs_a81d250e96aa
Recipe_PipeSupport_C,input,Desc_Cement_C,Concrete,2.0,2,items,docs_a81d250e96aa
Recipe_PipeSupport_C,input,Desc_IronPlate_C,Iron Plate,2.0,2,items,docs_a81d250e96aa
Recipe_PipelineJunction_Cross_C,input,Desc_CopperSheet_C,Copper Sheet,5.0,5,items,docs_a81d250e96aa
Recipe_PipelineJunction_T_C,input,Desc_CopperSheet_C,Copper Sheet,5.0,5,items,docs_a81d250e96aa
Recipe_PipelineMK2_C,input,Desc_CopperSheet_C,Copper Sheet,2.0,2,items,docs_a81d250e96aa
Recipe_PipelineMK2_C,input,Desc_Plastic_C,Plastic,1.0,1,items,docs_a81d250e96aa
Recipe_PipelineMK2_NoIndicator_C,input,Desc_CopperSheet_C,Copper Sheet,2.0,2,items,docs_a81d250e96aa
Recipe_PipelineMK2_NoIndicator_C,input,Desc_Plastic_C,Plastic,1.0,1,items,docs_a81d250e96aa
Recipe_PipelinePumpMK2_C,input,Desc_ModularFrameHeavy_C,Heavy Modular Frame,1.0,1,items,docs_a81d250e96aa
Recipe_PipelinePumpMK2_C,input,Desc_Motor_C,Motor,2.0,2,items,docs_a81d250e96aa
Recipe_PipelinePumpMK2_C,input,Desc_Plastic_C,Plastic,10.0,10,items,docs_a81d250e96aa
Recipe_PipelinePump_C,input,Desc_CopperSheet_C,Copper Sheet,2.0,2,items,docs_a81d250e96aa
Recipe_PipelinePump_C,input,Desc_Rotor_C,Rotor,2.0,2,items,docs_a81d250e96aa
Recipe_Pipeline_C,input,Desc_CopperSheet_C,Copper Sheet,1.0,1,items,docs_a81d250e96aa
Recipe_Pipeline_NoIndicator_C,input,Desc_CopperSheet_C,Copper Sheet,1.0,1,items,docs_a81d250e96aa
Recipe_PortalPotty_C,input,Desc_GenericBiomass_C,Biomass,100.0,100,items,docs_a81d250e96aa
Recipe_PortalPotty_C,input,Desc_ModularFrame_C,Modular Frame,5.0,5,items,docs_a81d250e96aa
Recipe_PortalPotty_C,input,Desc_SAMIngot_C,Reanimated SAM,20.0,20,items,docs_a81d250e96aa
Recipe_PortalPotty_C,input,Desc_SteelPipe_C,Steel Pipe,20.0,20,items,docs_a81d250e96aa
Recipe_PortalSatellite_C,input,Desc_FicsiteMesh_C,Ficsite Trigon,25.0,25,items,docs_a81d250e96aa
Recipe_PortalSatellite_C,input,Desc_ModularFrameLightweight_C,Radio Control Unit,5.0,5,items,docs_a81d250e96aa
Recipe_PortalSatellite_C,input,Desc_QuantumOscillator_C,Superposition Oscillator,10.0,10,items,docs_a81d250e96aa
Recipe_PortalSatellite_C,input,Desc_SAMFluctuator_C,SAM Fluctuator,25.0,25,items,docs_a81d250e96aa
Recipe_Portal_C,input,Desc_FicsiteMesh_C,Ficsite Trigon,50.0,50,items,docs_a81d250e96aa
Recipe_Portal_C,input,Desc_ModularFrameLightweight_C,Radio Control Unit,10.0,10,items,docs_a81d250e96aa
Recipe_Portal_C,input,Desc_MotorLightweight_C,Turbo Motor,5.0,5,items,docs_a81d250e96aa
Recipe_Portal_C,input,Desc_QuantumOscillator_C,Superposition Oscillator,15.0,15,items,docs_a81d250e96aa
Recipe_Portal_C,input,Desc_SAMFluctuator_C,SAM Fluctuator,25.0,25,items,docs_a81d250e96aa
Recipe_PowerLine_C,input,Desc_Cable_C,Cable,1.0,1,items,docs_a81d250e96aa
Recipe_PowerPoleMk1_C,input,Desc_Cement_C,Concrete,1.0,1,items,docs_a81d250e96aa
Recipe_PowerPoleMk1_C,input,Desc_IronRod_C,Iron Rod,1.0,1,items,docs_a81d250e96aa
Recipe_PowerPoleMk1_C,input,Desc_Wire_C,Wire,3.0,3,items,docs_a81d250e96aa
Recipe_PowerPoleMk2_C,input,Desc_Cement_C,Concrete,2.0,2,items,docs_a81d250e96aa
Recipe_PowerPoleMk2_C,input,Desc_HighSpeedWire_C,Quickwire,6.0,6,items,docs_a81d250e96aa
Recipe_PowerPoleMk2_C,input,Desc_IronRod_C,Iron Rod,2.0,2,items,docs_a81d250e96aa
Recipe_PowerPoleMk3_C,input,Desc_HighSpeedConnector_C,High-Speed Connector,2.0,2,items,docs_a81d250e96aa
Recipe_PowerPoleMk3_C,input,Desc_Rubber_C,Rubber,3.0,3,items,docs_a81d250e96aa
Recipe_PowerPoleMk3_C,input,Desc_SteelPipe_C,Steel Pipe,2.0,2,items,docs_a81d250e96aa
Recipe_PowerPoleWallDoubleMk2_C,input,Desc_HighSpeedWire_C,Quickwire,16.0,16,items,docs_a81d250e96aa
Recipe_PowerPoleWallDoubleMk2_C,input,Desc_IronRod_C,Iron Rod,4.0,4,items,docs_a81d250e96aa
Recipe_PowerPoleWallDoubleMk3_C,input,Desc_HighSpeedConnector_C,High-Speed Connector,6.0,6,items,docs_a81d250e96aa
Recipe_PowerPoleWallDoubleMk3_C,input,Desc_SteelPipe_C,Steel Pipe,6.0,6,items,docs_a81d250e96aa
Recipe_PowerPoleWallDouble_C,input,Desc_IronRod_C,Iron Rod,2.0,2,items,docs_a81d250e96aa
Recipe_PowerPoleWallDouble_C,input,Desc_Wire_C,Wire,8.0,8,items,docs_a81d250e96aa
Recipe_PowerPoleWallMk2_C,input,Desc_HighSpeedWire_C,Quickwire,8.0,8,items,docs_a81d250e96aa
Recipe_PowerPoleWallMk2_C,input,Desc_IronRod_C,Iron Rod,2.0,2,items,docs_a81d250e96aa
Recipe_PowerPoleWallMk3_C,input,Desc_HighSpeedConnector_C,High-Speed Connector,3.0,3,items,docs_a81d250e96aa
Recipe_PowerPoleWallMk3_C,input,Desc_SteelPipe_C,Steel Pipe,3.0,3,items,docs_a81d250e96aa
Recipe_PowerPoleWall_C,input,Desc_IronRod_C,Iron Rod,1.0,1,items,docs_a81d250e96aa
Recipe_PowerPoleWall_C,input,Desc_Wire_C,Wire,4.0,4,items,docs_a81d250e96aa
Recipe_PowerStorageMk1_C,input,Desc_ModularFrame_C,Modular Frame,10.0,10,items,docs_a81d250e96aa
Recipe_PowerStorageMk1_C,input,Desc_SteelPlateReinforced_C,Encased Industrial Beam,5.0,5,items,docs_a81d250e96aa
Recipe_PowerStorageMk1_C,input,Desc_Wire_C,Wire,100.0,100,items,docs_a81d250e96aa
Recipe_PowerSwitch_C,input,Desc_CircuitBoardHighSpeed_C,AI Limiter,1.0,1,items,docs_a81d250e96aa
Recipe_PowerSwitch_C,input,Desc_HighSpeedWire_C,Quickwire,20.0,20,items,docs_a81d250e96aa
Recipe_PowerSwitch_C,input,Desc_SteelPlate_C,Steel Beam,4.0,4,items,docs_a81d250e96aa
Recipe_PowerTowerPlatform_C,input,Desc_Cement_C,Concrete,10.0,10,items,docs_a81d250e96aa
Recipe_PowerTowerPlatform_C,input,Desc_SteelPlate_C,Steel Beam,20.0,20,items,docs_a81d250e96aa
Recipe_PowerTowerPlatform_C,input,Desc_Wire_C,Wire,20.0,20,items,docs_a81d250e96aa
Recipe_PowerTower_C,input,Desc_Cement_C,Concrete,10.0,10,items,docs_a81d250e96aa
Recipe_PowerTower_C,input,Desc_SteelPlate_C,Steel Beam,20.0,20,items,docs_a81d250e96aa
Recipe_PowerTower_C,input,Desc_Wire_C,Wire,20.0,20,items,docs_a81d250e96aa
Recipe_PriorityPowerSwitch_C,input,Desc_HighSpeedConnector_C,High-Speed Connector,2.0,2,items,docs_a81d250e96aa
Recipe_PriorityPowerSwitch_C,input,Desc_HighSpeedWire_C,Quickwire,50.0,50,items,docs_a81d250e96aa
Recipe_PriorityPowerSwitch_C,input,Desc_SteelPlate_C,Steel Beam,6.0,6,items,docs_a81d250e96aa
Recipe_QuantumEncoder_C,input,Desc_ComputerSuper_C,Supercomputer,20.0,20,items,docs_a81d250e96aa
Recipe_QuantumEncoder_C,input,Desc_CoolingSystem_C,Cooling System,50.0,50,items,docs_a81d250e96aa
Recipe_QuantumEncoder_C,input,Desc_FicsiteMesh_C,Ficsite Trigon,100.0,100,items,docs_a81d250e96aa
Recipe_QuantumEncoder_C,input,Desc_MotorLightweight_C,Turbo Motor,20.0,20,items,docs_a81d250e96aa
Recipe_QuantumEncoder_C,input,Desc_TimeCrystal_C,Time Crystal,50.0,50,items,docs_a81d250e96aa
Recipe_QuarterPipeCorner_01_C,input,Desc_Cement_C,Concrete,5.0,5,items,docs_a81d250e96aa
Recipe_QuarterPipeCorner_02_C,input,Desc_Cement_C,Concrete,5.0,5,items,docs_a81d250e96aa
Recipe_QuarterPipeCorner_03_C,input,Desc_Cement_C,Concrete,5.0,5,items,docs_a81d250e96aa
Recipe_QuarterPipeCorner_04_C,input,Desc_Cement_C,Concrete,5.0,5,items,docs_a81d250e96aa
Recipe_QuarterPipeInCorner_Asphalt_8x4_C,input,Desc_Cement_C,Concrete,5.0,5,items,docs_a81d250e96aa
Recipe_QuarterPipeInCorner_ConcretePolished_8x4_C,input,Desc_Cement_C,Concrete,5.0,5,items,docs_a81d250e96aa
Recipe_QuarterPipeInCorner_Concrete_8x4_C,input,Desc_Cement_C,Concrete,5.0,5,items,docs_a81d250e96aa
Recipe_QuarterPipeInCorner_Grip_8x4_C,input,Desc_Cement_C,Concrete,5.0,5,items,docs_a81d250e96aa
Recipe_QuarterPipeMiddleInCorner_Asphalt_8x1_C,input,Desc_Cement_C,Concrete,5.0,5,items,docs_a81d250e96aa
Recipe_QuarterPipeMiddleInCorner_Asphalt_8x2_C,input,Desc_Cement_C,Concrete,5.0,5,items,docs_a81d250e96aa
Recipe_QuarterPipeMiddleInCorner_Asphalt_8x4_C,input,Desc_Cement_C,Concrete,5.0,5,items,docs_a81d250e96aa
Recipe_QuarterPipeMiddleInCorner_Concrete_8x1_C,input,Desc_Cement_C,Concrete,5.0,5,items,docs_a81d250e96aa
Recipe_QuarterPipeMiddleInCorner_Concrete_8x2_C,input,Desc_Cement_C,Concrete,5.0,5,items,docs_a81d250e96aa
Recipe_QuarterPipeMiddleInCorner_Concrete_8x4_C,input,Desc_Cement_C,Concrete,5.0,5,items,docs_a81d250e96aa
Recipe_QuarterPipeMiddleInCorner_Ficsit_8x1_C,input,Desc_Cement_C,Concrete,5.0,5,items,docs_a81d250e96aa
Recipe_QuarterPipeMiddleInCorner_Ficsit_8x2_C,input,Desc_Cement_C,Concrete,5.0,5,items,docs_a81d250e96aa
Recipe_QuarterPipeMiddleInCorner_Ficsit_8x4_C,input,Desc_Cement_C,Concrete,5.0,5,items,docs_a81d250e96aa
Recipe_QuarterPipeMiddleInCorner_Grip_8x1_C,input,Desc_Cement_C,Concrete,5.0,5,items,docs_a81d250e96aa
Recipe_QuarterPipeMiddleInCorner_Grip_8x2_C,input,Desc_Cement_C,Concrete,5.0,5,items,docs_a81d250e96aa
Recipe_QuarterPipeMiddleInCorner_Grip_8x4_C,input,Desc_Cement_C,Concrete,5.0,5,items,docs_a81d250e96aa
Recipe_QuarterPipeMiddleInCorner_PolishedConcrete_8x1_C,input,Desc_Cement_C,Concrete,5.0,5,items,docs_a81d250e96aa
Recipe_QuarterPipeMiddleInCorner_PolishedConcrete_8x2_C,input,Desc_Cement_C,Concrete,5.0,5,items,docs_a81d250e96aa
Recipe_QuarterPipeMiddleInCorner_PolishedConcrete_8x4_C,input,Desc_Cement_C,Concrete,5.0,5,items,docs_a81d250e96aa
Recipe_QuarterPipeMiddleOutCorner_Asphalt_4x1_C,input,Desc_Cement_C,Concrete,5.0,5,items,docs_a81d250e96aa
Recipe_QuarterPipeMiddleOutCorner_Asphalt_4x2_C,input,Desc_Cement_C,Concrete,5.0,5,items,docs_a81d250e96aa
Recipe_QuarterPipeMiddleOutCorner_Asphalt_4x4_C,input,Desc_Cement_C,Concrete,5.0,5,items,docs_a81d250e96aa
Recipe_QuarterPipeMiddleOutCorner_Concrete_4x1_C,input,Desc_Cement_C,Concrete,5.0,5,items,docs_a81d250e96aa
Recipe_QuarterPipeMiddleOutCorner_Concrete_4x2_C,input,Desc_Cement_C,Concrete,5.0,5,items,docs_a81d250e96aa
Recipe_QuarterPipeMiddleOutCorner_Concrete_4x4_C,input,Desc_Cement_C,Concrete,5.0,5,items,docs_a81d250e96aa
Recipe_QuarterPipeMiddleOutCorner_Ficsit_4x1_C,input,Desc_Cement_C,Concrete,5.0,5,items,docs_a81d250e96aa
Recipe_QuarterPipeMiddleOutCorner_Ficsit_4x2_C,input,Desc_Cement_C,Concrete,5.0,5,items,docs_a81d250e96aa
Recipe_QuarterPipeMiddleOutCorner_Ficsit_4x4_C,input,Desc_Cement_C,Concrete,5.0,5,items,docs_a81d250e96aa
Recipe_QuarterPipeMiddleOutCorner_Grip_4x1_C,input,Desc_Cement_C,Concrete,5.0,5,items,docs_a81d250e96aa
Recipe_QuarterPipeMiddleOutCorner_Grip_4x2_C,input,Desc_Cement_C,Concrete,5.0,5,items,docs_a81d250e96aa
Recipe_QuarterPipeMiddleOutCorner_Grip_4x4_C,input,Desc_Cement_C,Concrete,5.0,5,items,docs_a81d250e96aa
Recipe_QuarterPipeMiddleOutCorner_PolishedConcrete_4x1_C,input,Desc_Cement_C,Concrete,5.0,5,items,docs_a81d250e96aa
