recipe_id,direction,item_id,item_name,amount_per_cycle_raw,amount_per_cycle,unit,rate_per_min,game_build_id
Recipe_TemporalProcessor_C,input,Desc_QuantumEnergy_C,Excited Photonic Matter,25000.0,25.0,m3,75.0,docs_a81d250e96aa
Recipe_TemporalProcessor_C,output,Desc_TemporalProcessor_C,Neural-Quantum Processor,1.0,1.0,items,3.0,docs_a81d250e96aa
Recipe_TemporalProcessor_C,output,Desc_DarkEnergy_C,Dark Matter Residue,25000.0,25.0,m3,75.0,docs_a81d250e96aa
Recipe_SpaceElevatorPart_12_C,input,Desc_SpaceElevatorPart_6_C,Magnetic Field Generator,1.0,1.0,items,4.0,docs_a81d250e96aa
Recipe_SpaceElevatorPart_12_C,input,Desc_TemporalProcessor_C,Neural-Quantum Processor,1.0,1.0,items,4.0,docs_a81d250e96aa
Recipe_SpaceElevatorPart_12_C,input,Desc_QuantumOscillator_C,Superposition Oscillator,1.0,1.0,items,4.0,docs_a81d250e96aa
Recipe_SpaceElevatorPart_12_C,input,Desc_QuantumEnergy_C,Excited Photonic Matter,25000.0,25.0,m3,100.0,docs_a81d250e96aa
Recipe_SpaceElevatorPart_12_C,output,Desc_SpaceElevatorPart_12_C,AI Expansion Server,1.0,1.0,items,4.0,docs_a81d250e96aa
Recipe_SpaceElevatorPart_12_C,output,Desc_DarkEnergy_C,Dark Matter Residue,25000.0,25.0,m3,100.0,docs_a81d250e96aa
Recipe_PackagedRocketFuel_C,input,Desc_RocketFuel_C,Rocket Fuel,2000.0,2.0,m3,120.0,docs_a81d250e96aa
Recipe_PackagedRocketFuel_C,input,Desc_GasTank_C,Empty Fluid Tank,1.0,1.0,items,60.0,docs_a81d250e96aa
Recipe_PackagedRocketFuel_C,output,Desc_PackagedRocketFuel_C,Packaged Rocket Fuel,1.0,1.0,items,60.0,docs_a81d250e96aa
Recipe_UnpackageRocketFuel_C,input,Desc_PackagedRocketFuel_C,Packaged Rocket Fuel,1.0,1.0,items,60.0,docs_a81d250e96aa
Recipe_UnpackageRocketFuel_C,output,Desc_RocketFuel_C,Rocket Fuel,2000.0,2.0,m3,120.0,docs_a81d250e96aa
Recipe_UnpackageRocketFuel_C,output,Desc_GasTank_C,Empty Fluid Tank,1.0,1.0,items,60.0,docs_a81d250e96aa
Recipe_RocketFuel_C,input,Desc_LiquidTurboFuel_C,Turbofuel,6000.0,6.0,m3,60.0,docs_a81d250e96aa
Recipe_RocketFuel_C,input,Desc_NitricAcid_C,Nitric Acid,1000.0,1.0,m3,10.0,docs_a81d250e96aa
Recipe_RocketFuel_C,output,Desc_RocketFuel_C,Rocket Fuel,10000.0,10.0,m3,100.0,docs_a81d250e96aa
Recipe_RocketFuel_C,output,Desc_CompactedCoal_C,Compacted Coal,1.0,1.0,items,10.0,docs_a81d250e96aa
Recipe_IonizedFuel_C,input,Desc_RocketFuel_C,Rocket Fuel,16000.0,16.0,m3,40.0,docs_a81d250e96aa
Recipe_IonizedFuel_C,input,Desc_CrystalShard_C,Power Shard,1.0,1.0,items,2.5,docs_a81d250e96aa
Recipe_IonizedFuel_C,output,Desc_IonizedFuel_C,Ionized Fuel,16000.0,16.0,m3,40.0,docs_a81d250e96aa
Recipe_IonizedFuel_C,output,Desc_CompactedCoal_C,Compacted Coal,2.0,2.0,items,5.0,docs_a81d250e96aa
Recipe_PackagedIonizedFuel_C,input,Desc_IonizedFuel_C,Ionized Fuel,4000.0,4.0,m3,80.0,docs_a81d250e96aa
Recipe_PackagedIonizedFuel_C,input,Desc_GasTank_C,Empty Fluid Tank,2.0,2.0,items,40.0,docs_a81d250e96aa
Recipe_PackagedIonizedFuel_C,output,Desc_PackagedIonizedFuel_C,Packaged Ionized Fuel,2.0,2.0,items,40.0,docs_a81d250e96aa
Recipe_UnpackageIonizedFuel_C,input,Desc_PackagedIonizedFuel_C,Packaged Ionized Fuel,2.0,2.0,items,40.0,docs_a81d250e96aa
Recipe_UnpackageIonizedFuel_C,output,Desc_IonizedFuel_C,Ionized Fuel,4000.0,4.0,m3,80.0,docs_a81d250e96aa
Recipe_UnpackageIonizedFuel_C,output,Desc_GasTank_C,Empty Fluid Tank,2.0,2.0,items,40.0,docs_a81d250e96aa
Recipe_HeatSink_C,input,Desc_AluminumPlate_C,Alclad Aluminum Sheet,5.0,5.0,items,37.5,docs_a81d250e96aa
Recipe_HeatSink_C,input,Desc_CopperSheet_C,Copper Sheet,3.0,3.0,items,22.5,docs_a81d250e96aa
Recipe_HeatSink_C,output,Desc_AluminumPlateReinforced_C,Heat Sink,1.0,1.0,items,7.5,docs_a81d250e96aa
Recipe_CoolingSystem_C,input,Desc_AluminumPlateReinforced_C,Heat Sink,2.0,2.0,items,12.0,docs_a81d250e96aa
Recipe_CoolingSystem_C,input,Desc_Rubber_C,Rubber,2.0,2.0,items,12.0,docs_a81d250e96aa
Recipe_CoolingSystem_C,input,Desc_Water_C,Water,5000.0,5.0,m3,30.0,docs_a81d250e96aa
Recipe_CoolingSystem_C,input,Desc_NitrogenGas_C,Nitrogen Gas,25000.0,25.0,m3,150.0,docs_a81d250e96aa
Recipe_CoolingSystem_C,output,Desc_CoolingSystem_C,Cooling System,1.0,1.0,items,6.0,docs_a81d250e96aa
Recipe_FusedModularFrame_C,input,Desc_ModularFrameHeavy_C,Heavy Modular Frame,1.0,1.0,items,1.5,docs_a81d250e96aa
Recipe_FusedModularFrame_C,input,Desc_AluminumCasing_C,Aluminum Casing,50.0,50.0,items,75.0,docs_a81d250e96aa
Recipe_FusedModularFrame_C,input,Desc_NitrogenGas_C,Nitrogen Gas,25000.0,25.0,m3,37.5,docs_a81d250e96aa
Recipe_FusedModularFrame_C,output,Desc_ModularFrameFused_C,Fused Modular Frame,1.0,1.0,items,1.5,docs_a81d250e96aa
Recipe_GasTank_C,input,Desc_AluminumIngot_C,Aluminum Ingot,1.0,1.0,items,60.0,docs_a81d250e96aa
Recipe_GasTank_C,output,Desc_GasTank_C,Empty Fluid Tank,1.0,1.0,items,60.0,docs_a81d250e96aa
Recipe_PackagedNitrogen_C,input,Desc_NitrogenGas_C,Nitrogen Gas,4000.0,4.0,m3,240.0,docs_a81d250e96aa
Recipe_PackagedNitrogen_C,input,Desc_GasTank_C,Empty Fluid Tank,1.0,1.0,items,60.0,docs_a81d250e96aa
Recipe_PackagedNitrogen_C,output,Desc_PackagedNitrogenGas_C,Packaged Nitrogen Gas,1.0,1.0,items,60.0,docs_a81d250e96aa
Recipe_UnpackageNitrogen_C,input,Desc_PackagedNitrogenGas_C,Packaged Nitrogen Gas,1.0,1.0,items,60.0,docs_a81d250e96aa
Recipe_UnpackageNitrogen_C,output,Desc_NitrogenGas_C,Nitrogen Gas,4000.0,4.0,m3,240.0,docs_a81d250e96aa
Recipe_UnpackageNitrogen_C,output,Desc_GasTank_C,Empty Fluid Tank,1.0,1.0,items,60.0,docs_a81d250e96aa
Recipe_ElectromagneticControlRod_C,input,Desc_Stator_C,Stator,3.0,3.0,items,6.0,docs_a81d250e96aa
Recipe_ElectromagneticControlRod_C,input,Desc_CircuitBoardHighSpeed_C,AI Limiter,2.0,2.0,items,4.0,docs_a81d250e96aa
Recipe_ElectromagneticControlRod_C,output,Desc_ElectromagneticControlRod_C,Electromagnetic Control Rod,2.0,2.0,items,4.0,docs_a81d250e96aa
Recipe_SpaceElevatorPart_6_C,input,Desc_SpaceElevatorPart_2_C,Versatile Framework,5.0,5.0,items,2.5,docs_a81d250e96aa
Recipe_SpaceElevatorPart_6_C,input,Desc_ElectromagneticControlRod_C,Electromagnetic Control Rod,2.0,2.0,items,1.0,docs_a81d250e96aa
Recipe_SpaceElevatorPart_6_C,output,Desc_SpaceElevatorPart_6_C,Magnetic Field Generator,2.0,2.0,items,1.0,docs_a81d250e96aa
Recipe_UraniumCell_C,input,Desc_OreUranium_C,Uranium,10.0,10.0,items,50.0,docs_a81d250e96aa
Recipe_UraniumCell_C,input,Desc_Cement_C,Concrete,3.0,3.0,items,15.0,docs_a81d250e96aa
Recipe_UraniumCell_C,input,Desc_SulfuricAcid_C,Sulfuric Acid,8000.0,8.0,m3,40.0,docs_a81d250e96aa
Recipe_UraniumCell_C,output,Desc_UraniumCell_C,Encased Uranium Cell,5.0,5.0,items,25.0,docs_a81d250e96aa
Recipe_UraniumCell_C,output,Desc_SulfuricAcid_C,Sulfuric Acid,2000.0,2.0,m3,10.0,docs_a81d250e96aa
Recipe_NuclearFuelRod_C,input,Desc_UraniumCell_C,Encased Uranium Cell,50.0,50.0,items,20.0,docs_a81d250e96aa
Recipe_NuclearFuelRod_C,input,Desc_SteelPlateReinforced_C,Encased Industrial Beam,3.0,3.0,items,1.2,docs_a81d250e96aa
Recipe_NuclearFuelRod_C,input,Desc_ElectromagneticControlRod_C,Electromagnetic Control Rod,5.0,5.0,items,2.0,docs_a81d250e96aa
Recipe_NuclearFuelRod_C,output,Desc_NuclearFuelRod_C,Uranium Fuel Rod,1.0,1.0,items,0.4,docs_a81d250e96aa
Recipe_MotorTurbo_C,input,Desc_CoolingSystem_C,Cooling System,4.0,4.0,items,7.5,docs_a81d250e96aa
Recipe_MotorTurbo_C,input,Desc_ModularFrameLightweight_C,Radio Control Unit,2.0,2.0,items,3.75,docs_a81d250e96aa
Recipe_MotorTurbo_C,input,Desc_Motor_C,Motor,4.0,4.0,items,7.5,docs_a81d250e96aa
Recipe_MotorTurbo_C,input,Desc_Rubber_C,Rubber,24.0,24.0,items,45.0,docs_a81d250e96aa
Recipe_MotorTurbo_C,output,Desc_MotorLightweight_C,Turbo Motor,1.0,1.0,items,1.875,docs_a81d250e96aa
Recipe_SpaceElevatorPart_8_C,input,Desc_SpaceElevatorPart_4_C,Modular Engine,5.0,5.0,items,2.5,docs_a81d250e96aa
Recipe_SpaceElevatorPart_8_C,input,Desc_MotorLightweight_C,Turbo Motor,2.0,2.0,items,1.0,docs_a81d250e96aa
Recipe_SpaceElevatorPart_8_C,input,Desc_CoolingSystem_C,Cooling System,6.0,6.0,items,3.0,docs_a81d250e96aa
Recipe_SpaceElevatorPart_8_C,input,Desc_ModularFrameFused_C,Fused Modular Frame,2.0,2.0,items,1.0,docs_a81d250e96aa
Recipe_SpaceElevatorPart_8_C,output,Desc_SpaceElevatorPart_8_C,Thermal Propulsion Rocket,2.0,2.0,items,1.0,docs_a81d250e96aa
Recipe_ComputerSuper_C,input,Desc_Computer_C,Computer,4.0,4.0,items,7.5,docs_a81d250e96aa
Recipe_ComputerSuper_C,input,Desc_CircuitBoardHighSpeed_C,AI Limiter,2.0,2.0,items,3.75,docs_a81d250e96aa
Recipe_ComputerSuper_C,input,Desc_HighSpeedConnector_C,High-Speed Connector,3.0,3.0,items,5.625,docs_a81d250e96aa
Recipe_ComputerSuper_C,input,Desc_Plastic_C,Plastic,28.0,28.0,items,52.5,docs_a81d250e96aa
Recipe_ComputerSuper_C,output,Desc_ComputerSuper_C,Supercomputer,1.0,1.0,items,1.875,docs_a81d250e96aa
Recipe_AluminumCasing_C,input,Desc_AluminumIngot_C,Aluminum Ingot,3.0,3.0,items,90.0,docs_a81d250e96aa
Recipe_AluminumCasing_C,output,Desc_AluminumCasing_C,Aluminum Casing,2.0,2.0,items,60.0,docs_a81d250e96aa
Recipe_AluminumSheet_C,input,Desc_AluminumIngot_C,Aluminum Ingot,3.0,3.0,items,30.0,docs_a81d250e96aa
Recipe_AluminumSheet_C,input,Desc_CopperIngot_C,Copper Ingot,1.0,1.0,items,10.0,docs_a81d250e96aa
Recipe_AluminumSheet_C,output,Desc_AluminumPlate_C,Alclad Aluminum Sheet,3.0,3.0,items,30.0,docs_a81d250e96aa
Recipe_IngotAluminum_C,input,Desc_AluminumScrap_C,Aluminum Scrap,6.0,6.0,items,90.0,docs_a81d250e96aa
Recipe_IngotAluminum_C,input,Desc_Silica_C,Silica,5.0,5.0,items,75.0,docs_a81d250e96aa
Recipe_IngotAluminum_C,output,Desc_AluminumIngot_C,Aluminum Ingot,4.0,4.0,items,60.0,docs_a81d250e96aa
Recipe_AluminaSolution_C,input,Desc_OreBauxite_C,Bauxite,12.0,12.0,items,120.0,docs_a81d250e96aa
Recipe_AluminaSolution_C,input,Desc_Water_C,Water,18000.0,18.0,m3,180.0,docs_a81d250e96aa
Recipe_AluminaSolution_C,output,Desc_AluminaSolution_C,Alumina Solution,12000.0,12.0,m3,120.0,docs_a81d250e96aa
Recipe_AluminaSolution_C,output,Desc_Silica_C,Silica,5.0,5.0,items,50.0,docs_a81d250e96aa
Recipe_AluminumScrap_C,input,Desc_AluminaSolution_C,Alumina Solution,4000.0,4.0,m3,240.0,docs_a81d250e96aa
Recipe_AluminumScrap_C,input,Desc_Coal_C,Coal,2.0,2.0,items,120.0,docs_a81d250e96aa
Recipe_AluminumScrap_C,output,Desc_AluminumScrap_C,Aluminum Scrap,6.0,6.0,items,360.0,docs_a81d250e96aa
Recipe_AluminumScrap_C,output,Desc_Water_C,Water,2000.0,2.0,m3,120.0,docs_a81d250e96aa
Recipe_PackagedAlumina_C,input,Desc_AluminaSolution_C,Alumina Solution,2000.0,2.0,m3,120.0,docs_a81d250e96aa
Recipe_PackagedAlumina_C,input,Desc_FluidCanister_C,Empty Canister,2.0,2.0,items,120.0,docs_a81d250e96aa
Recipe_PackagedAlumina_C,output,Desc_PackagedAlumina_C,Packaged Alumina Solution,2.0,2.0,items,120.0,docs_a81d250e96aa
Recipe_UnpackageAlumina_C,input,Desc_PackagedAlumina_C,Packaged Alumina Solution,2.0,2.0,items,120.0,docs_a81d250e96aa
Recipe_UnpackageAlumina_C,output,Desc_AluminaSolution_C,Alumina Solution,2000.0,2.0,m3,120.0,docs_a81d250e96aa
Recipe_UnpackageAlumina_C,output,Desc_FluidCanister_C,Empty Canister,2.0,2.0,items,120.0,docs_a81d250e96aa
Recipe_RadioControlUnit_C,input,Desc_AluminumCasing_C,Aluminum Casing,32.0,32.0,items,40.0,docs_a81d250e96aa
Recipe_RadioControlUnit_C,input,Desc_CrystalOscillator_C,Crystal Oscillator,1.0,1.0,items,1.25,docs_a81d250e96aa
Recipe_RadioControlUnit_C,input,Desc_Computer_C,Computer,2.0,2.0,items,2.5,docs_a81d250e96aa
Recipe_RadioControlUnit_C,output,Desc_ModularFrameLightweight_C,Radio Control Unit,2.0,2.0,items,2.5,docs_a81d250e96aa
Recipe_FluidCanister_C,input,Desc_Plastic_C,Plastic,2.0,2.0,items,30.0,docs_a81d250e96aa
Recipe_FluidCanister_C,output,Desc_FluidCanister_C,Empty Canister,4.0,4.0,items,60.0,docs_a81d250e96aa
Recipe_Fuel_C,input,Desc_LiquidFuel_C,Fuel,2000.0,2.0,m3,40.0,docs_a81d250e96aa
Recipe_Fuel_C,input,Desc_FluidCanister_C,Empty Canister,2.0,2.0,items,40.0,docs_a81d250e96aa
Recipe_Fuel_C,output,Desc_Fuel_C,Packaged Fuel,2.0,2.0,items,40.0,docs_a81d250e96aa
Recipe_Alternate_Turbofuel_C,input,Desc_LiquidFuel_C,Fuel,6000.0,6.0,m3,22.5,docs_a81d250e96aa
Recipe_Alternate_Turbofuel_C,input,Desc_CompactedCoal_C,Compacted Coal,4.0,4.0,items,15.0,docs_a81d250e96aa
Recipe_Alternate_Turbofuel_C,output,Desc_LiquidTurboFuel_C,Turbofuel,5000.0,5.0,m3,18.75,docs_a81d250e96aa
Recipe_PackagedTurboFuel_C,input,Desc_LiquidTurboFuel_C,Turbofuel,2000.0,2.0,m3,20.0,docs_a81d250e96aa
Recipe_PackagedTurboFuel_C,input,Desc_FluidCanister_C,Empty Canister,2.0,2.0,items,20.0,docs_a81d250e96aa
Recipe_PackagedTurboFuel_C,output,Desc_TurboFuel_C,Packaged Turbofuel,2.0,2.0,items,20.0,docs_a81d250e96aa
Recipe_UnpackageFuel_C,input,Desc_Fuel_C,Packaged Fuel,2.0,2.0,items,60.0,docs_a81d250e96aa
Recipe_UnpackageFuel_C,output,Desc_LiquidFuel_C,Fuel,2000.0,2.0,m3,60.0,docs_a81d250e96aa
Recipe_UnpackageFuel_C,output,Desc_FluidCanister_C,Empty Canister,2.0,2.0,items,60.0,docs_a81d250e96aa
Recipe_UnpackageTurboFuel_C,input,Desc_TurboFuel_C,Packaged Turbofuel,2.0,2.0,items,20.0,docs_a81d250e96aa
Recipe_UnpackageTurboFuel_C,output,Desc_LiquidTurboFuel_C,Turbofuel,2000.0,2.0,m3,20.0,docs_a81d250e96aa
Recipe_UnpackageTurboFuel_C,output,Desc_FluidCanister_C,Empty Canister,2.0,2.0,items,20.0,docs_a81d250e96aa
Recipe_LiquidBiofuel_C,input,Desc_Biofuel_C,Solid Biofuel,6.0,6.0,items,90.0,docs_a81d250e96aa
Recipe_LiquidBiofuel_C,input,Desc_Water_C,Water,3000.0,3.0,m3,45.0,docs_a81d250e96aa
Recipe_LiquidBiofuel_C,output,Desc_LiquidBiofuel_C,Liquid Biofuel,4000.0,4.0,m3,60.0,docs_a81d250e96aa
Recipe_PackagedBiofuel_C,input,Desc_LiquidBiofuel_C,Liquid Biofuel,2000.0,2.0,m3,40.0,docs_a81d250e96aa
Recipe_PackagedBiofuel_C,input,Desc_FluidCanister_C,Empty Canister,2.0,2.0,items,40.0,docs_a81d250e96aa
Recipe_PackagedBiofuel_C,output,Desc_PackagedBiofuel_C,Packaged Liquid Biofuel,2.0,2.0,items,40.0,docs_a81d250e96aa
Recipe_UnpackageBioFuel_C,input,Desc_PackagedBiofuel_C,Packaged Liquid Biofuel,2.0,2.0,items,60.0,docs_a81d250e96aa
Recipe_UnpackageBioFuel_C,output,Desc_LiquidBiofuel_C,Liquid Biofuel,2000.0,2.0,m3,60.0,docs_a81d250e96aa
Recipe_UnpackageBioFuel_C,output,Desc_FluidCanister_C,Empty Canister,2.0,2.0,items,60.0,docs_a81d250e96aa
Recipe_PackagedCrudeOil_C,input,Desc_LiquidOil_C,Crude Oil,2000.0,2.0,m3,30.0,docs_a81d250e96aa
Recipe_PackagedCrudeOil_C,input,Desc_FluidCanister_C,Empty Canister,2.0,2.0,items,30.0,docs_a81d250e96aa
Recipe_PackagedCrudeOil_C,output,Desc_PackagedOil_C,Packaged Oil,2.0,2.0,items,30.0,docs_a81d250e96aa
Recipe_UnpackageOil_C,input,Desc_PackagedOil_C,Packaged Oil,2.0,2.0,items,60.0,docs_a81d250e96aa
Recipe_UnpackageOil_C,output,Desc_LiquidOil_C,Crude Oil,2000.0,2.0,m3,60.0,docs_a81d250e96aa
Recipe_UnpackageOil_C,output,Desc_FluidCanister_C,Empty Canister,2.0,2.0,items,60.0,docs_a81d250e96aa
Recipe_PackagedOilResidue_C,input,Desc_HeavyOilResidue_C,Heavy Oil Residue,2000.0,2.0,m3,30.0,docs_a81d250e96aa
Recipe_PackagedOilResidue_C,input,Desc_FluidCanister_C,Empty Canister,2.0,2.0,items,30.0,docs_a81d250e96aa
Recipe_PackagedOilResidue_C,output,Desc_PackagedOilResidue_C,Packaged Heavy Oil Residue,2.0,2.0,items,30.0,docs_a81d250e96aa
Recipe_UnpackageOilResidue_C,input,Desc_PackagedOilResidue_C,Packaged Heavy Oil Residue,2.0,2.0,items,20.0,docs_a81d250e96aa
Recipe_UnpackageOilResidue_C,output,Desc_HeavyOilResidue_C,Heavy Oil Residue,2000.0,2.0,m3,20.0,docs_a81d250e96aa
Recipe_UnpackageOilResidue_C,output,Desc_FluidCanister_C,Empty Canister,2.0,2.0,items,20.0,docs_a81d250e96aa
Recipe_PackagedWater_C,input,Desc_Water_C,Water,2000.0,2.0,m3,60.0,docs_a81d250e96aa
Recipe_PackagedWater_C,input,Desc_FluidCanister_C,Empty Canister,2.0,2.0,items,60.0,docs_a81d250e96aa
Recipe_PackagedWater_C,output,Desc_PackagedWater_C,Packaged Water,2.0,2.0,items,60.0,docs_a81d250e96aa
Recipe_UnpackageWater_C,input,Desc_PackagedWater_C,Packaged Water,2.0,2.0,items,120.0,docs_a81d250e96aa
Recipe_UnpackageWater_C,output,Desc_Water_C,Water,2000.0,2.0,m3,120.0,docs_a81d250e96aa
Recipe_UnpackageWater_C,output,Desc_FluidCanister_C,Empty Canister,2.0,2.0,items,120.0,docs_a81d250e96aa
Recipe_Alternate_Coal_1_C,input,Desc_Wood_C,Wood,1.0,1.0,items,15.0,docs_a81d250e96aa
Recipe_Alternate_Coal_1_C,output,Desc_Coal_C,Coal,10.0,10.0,items,150.0,docs_a81d250e96aa
Recipe_Alternate_Coal_2_C,input,Desc_GenericBiomass_C,Biomass,5.0,5.0,items,37.5,docs_a81d250e96aa
Recipe_Alternate_Coal_2_C,output,Desc_Coal_C,Coal,6.0,6.0,items,45.0,docs_a81d250e96aa
Recipe_Alternate_EnrichedCoal_C,input,Desc_Coal_C,Coal,5.0,5.0,items,25.0,docs_a81d250e96aa
Recipe_Alternate_EnrichedCoal_C,input,Desc_Sulfur_C,Sulfur,5.0,5.0,items,25.0,docs_a81d250e96aa
Recipe_Alternate_EnrichedCoal_C,output,Desc_CompactedCoal_C,Compacted Coal,5.0,5.0,items,25.0,docs_a81d250e96aa
Recipe_Computer_C,input,Desc_CircuitBoard_C,Circuit Board,4.0,4.0,items,10.0,docs_a81d250e96aa
Recipe_Computer_C,input,Desc_Cable_C,Cable,8.0,8.0,items,20.0,docs_a81d250e96aa
Recipe_Computer_C,input,Desc_Plastic_C,Plastic,16.0,16.0,items,40.0,docs_a81d250e96aa
Recipe_Computer_C,output,Desc_Computer_C,Computer,1.0,1.0,items,2.5,docs_a81d250e96aa
Recipe_ModularFrameHeavy_C,input,Desc_ModularFrame_C,Modular Frame,5.0,5.0,items,10.0,docs_a81d250e96aa
Recipe_ModularFrameHeavy_C,input,Desc_SteelPipe_C,Steel Pipe,20.0,20.0,items,40.0,docs_a81d250e96aa
Recipe_ModularFrameHeavy_C,input,Desc_SteelPlateReinforced_C,Encased Industrial Beam,5.0,5.0,items,10.0,docs_a81d250e96aa
Recipe_ModularFrameHeavy_C,input,Desc_IronScrew_C,Screws,120.0,120.0,items,240.0,docs_a81d250e96aa
Recipe_ModularFrameHeavy_C,output,Desc_ModularFrameHeavy_C,Heavy Modular Frame,1.0,1.0,items,2.0,docs_a81d250e96aa
Recipe_SpaceElevatorPart_4_C,input,Desc_Motor_C,Motor,2.0,2.0,items,2.0,docs_a81d250e96aa
Recipe_SpaceElevatorPart_4_C,input,Desc_Rubber_C,Rubber,15.0,15.0,items,15.0,docs_a81d250e96aa
Recipe_SpaceElevatorPart_4_C,input,Desc_SpaceElevatorPart_1_C,Smart Plating,2.0,2.0,items,2.0,docs_a81d250e96aa
Recipe_SpaceElevatorPart_4_C,output,Desc_SpaceElevatorPart_4_C,Modular Engine,1.0,1.0,items,1.0,docs_a81d250e96aa
Recipe_SpaceElevatorPart_5_C,input,Desc_SpaceElevatorPart_3_C,Automated Wiring,5.0,5.0,items,5.0,docs_a81d250e96aa
Recipe_SpaceElevatorPart_5_C,input,Desc_CircuitBoard_C,Circuit Board,5.0,5.0,items,5.0,docs_a81d250e96aa
Recipe_SpaceElevatorPart_5_C,input,Desc_ModularFrameHeavy_C,Heavy Modular Frame,1.0,1.0,items,1.0,docs_a81d250e96aa
Recipe_SpaceElevatorPart_5_C,input,Desc_Computer_C,Computer,2.0,2.0,items,2.0,docs_a81d250e96aa
Recipe_SpaceElevatorPart_5_C,output,Desc_SpaceElevatorPart_5_C,Adaptive Control Unit,1.0,1.0,items,1.0,docs_a81d250e96aa
Recipe_GunpowderMK2_C,input,Desc_Gunpowder_C,Black Powder,2.0,2.0,items,20.0,docs_a81d250e96aa
Recipe_GunpowderMK2_C,input,Desc_HeavyOilResidue_C,Heavy Oil Residue,1000.0,1.0,m3,10.0,docs_a81d250e96aa
Recipe_GunpowderMK2_C,output,Desc_GunpowderMK2_C,Smokeless Powder,2.0,2.0,items,20.0,docs_a81d250e96aa
Recipe_HighSpeedConnector_C,input,Desc_HighSpeedWire_C,Quickwire,56.0,56.0,items,210.0,docs_a81d250e96aa
Recipe_HighSpeedConnector_C,input,Desc_Cable_C,Cable,10.0,10.0,items,37.5,docs_a81d250e96aa
Recipe_HighSpeedConnector_C,input,Desc_CircuitBoard_C,Circuit Board,1.0,1.0,items,3.75,docs_a81d250e96aa
Recipe_HighSpeedConnector_C,output,Desc_HighSpeedConnector_C,High-Speed Connector,1.0,1.0,items,3.75,docs_a81d250e96aa
Recipe_Gunpowder_C,input,Desc_Coal_C,Coal,1.0,1.0,items,15.0,docs_a81d250e96aa
Recipe_Gunpowder_C,input,Desc_Sulfur_C,Sulfur,1.0,1.0,items,15.0,docs_a81d250e96aa
Recipe_Gunpowder_C,output,Desc_Gunpowder_C,Black Powder,2.0,2.0,items,30.0,docs_a81d250e96aa
Recipe_ModularFrame_C,input,Desc_IronPlateReinforced_C,Reinforced Iron Plate,3.0,3.0,items,3.0,docs_a81d250e96aa
Recipe_ModularFrame_C,input,Desc_IronRod_C,Iron Rod,12.0,12.0,items,12.0,docs_a81d250e96aa
Recipe_ModularFrame_C,output,Desc_ModularFrame_C,Modular Frame,2.0,2.0,items,2.0,docs_a81d250e96aa
Recipe_Rotor_C,input,Desc_IronRod_C,Iron Rod,5.0,5.0,items,20.0,docs_a81d250e96aa
Recipe_Rotor_C,input,Desc_IronScrew_C,Screws,25.0,25.0,items,100.0,docs_a81d250e96aa
Recipe_Rotor_C,output,Desc_Rotor_C,Rotor,1.0,1.0,items,4.0,docs_a81d250e96aa
Recipe_CopperSheet_C,input,Desc_CopperIngot_C,Copper Ingot,2.0,2.0,items,20.0,docs_a81d250e96aa
Recipe_CopperSheet_C,output,Desc_CopperSheet_C,Copper Sheet,1.0,1.0,items,10.0,docs_a81d250e96aa
Recipe_SpaceElevatorPart_1_C,input,Desc_IronPlateReinforced_C,Reinforced Iron Plate,1.0,1.0,items,2.0,docs_a81d250e96aa
Recipe_SpaceElevatorPart_1_C,input,Desc_Rotor_C,Rotor,1.0,1.0,items,2.0,docs_a81d250e96aa
Recipe_SpaceElevatorPart_1_C,output,Desc_SpaceElevatorPart_1_C,Smart Plating,1.0,1.0,items,2.0,docs_a81d250e96aa
Recipe_Fabric_C,input,Desc_Mycelia_C,Mycelia,1.0,1.0,items,15.0,docs_a81d250e96aa
Recipe_Fabric_C,input,Desc_GenericBiomass_C,Biomass,5.0,5.0,items,75.0,docs_a81d250e96aa
Recipe_Fabric_C,output,Desc_Fabric_C,Fabric,1.0,1.0,items,15.0,docs_a81d250e96aa
Recipe_Biofuel_C,input,Desc_GenericBiomass_C,Biomass,8.0,8.0,items,120.0,docs_a81d250e96aa
Recipe_Biofuel_C,output,Desc_Biofuel_C,Solid Biofuel,4.0,4.0,items,60.0,docs_a81d250e96aa
Recipe_AILimiter_C,input,Desc_CopperSheet_C,Copper Sheet,5.0,5.0,items,25.0,docs_a81d250e96aa
Recipe_AILimiter_C,input,Desc_HighSpeedWire_C,Quickwire,20.0,20.0,items,100.0,docs_a81d250e96aa
Recipe_AILimiter_C,output,Desc_CircuitBoardHighSpeed_C,AI Limiter,1.0,1.0,items,5.0,docs_a81d250e96aa
Recipe_CartridgeChaos_C,input,Desc_CartridgeStandard_C,,25.0,25.0,items,125.0,docs_a81d250e96aa
Recipe_CartridgeChaos_C,input,Desc_AluminumCasing_C,Aluminum Casing,3.0,3.0,items,15.0,docs_a81d250e96aa
Recipe_CartridgeChaos_C,input,Desc_LiquidTurboFuel_C,Turbofuel,3000.0,3.0,m3,15.0,docs_a81d250e96aa
Recipe_CartridgeChaos_C,output,Desc_CartridgeChaos_C,,50.0,50.0,items,250.0,docs_a81d250e96aa
Recipe_CartridgeChaos_Packaged_C,input,Desc_CartridgeStandard_C,,25.0,25.0,items,125.0,docs_a81d250e96aa
