poi_id,poi_type,source_object_id,source_cell,source_category,source_class,east_m,north_m,elevation_m,source_game_build,source_sha256
poi_502094_0403,mercer_sphere,Persistent_Level:PersistentLevel.BP_WAT30_14,EQV6F4YDIXBQYSESRGVEPSI4M,mercer_sphere,BP_WAT2_C,1848.196,492.178,56.417,++FactoryGame+rel-main-anniversary-2026-CL-502094,2c1ba76bf6aeb7593d53fb8278c48df9a639f7002d1cc09eeb4024fb67406337
poi_502094_0404,mercer_sphere,Persistent_Level:PersistentLevel.BP_WAT25_6,ETK76NUH3SMT5CZD1LZ7XFPOR,mercer_sphere,BP_WAT2_C,1635.344,-2074.282,-91.773,++FactoryGame+rel-main-anniversary-2026-CL-502094,2c1ba76bf6aeb7593d53fb8278c48df9a639f7002d1cc09eeb4024fb67406337
poi_502094_0405,mercer_sphere,Persistent_Level:PersistentLevel.BP_WAT26_29,ETKG8NSAO6YFJTFIDYRLKXII5,mercer_sphere,BP_WAT2_C,-799.92,-397.405,197.838,++FactoryGame+rel-main-anniversary-2026-CL-502094,2c1ba76bf6aeb7593d53fb8278c48df9a639f7002d1cc09eeb4024fb67406337
poi_502094_0406,mercer_sphere,Persistent_Level:PersistentLevel.BP_WAT94_781,ETXFQ1WXUGLV4FN21GXWTVYNU,mercer_sphere,BP_WAT2_C,673.01,-2432.975,11.716,++FactoryGame+rel-main-anniversary-2026-CL-502094,2c1ba76bf6aeb7593d53fb8278c48df9a639f7002d1cc09eeb4024fb67406337
poi_502094_0407,mercer_sphere,Persistent_Level:PersistentLevel.BP_WAT2_C_0,EVOBVNIZXZH3P171HK2AF9NJ5,mercer_sphere,BP_WAT2_C,-284.35,1800.56,118.143,++FactoryGame+rel-main-anniversary-2026-CL-502094,2c1ba76bf6aeb7593d53fb8278c48df9a639f7002d1cc09eeb4024fb67406337
poi_502094_0408,mercer_sphere,Persistent_Level:PersistentLevel.BP_WAT109,EX86OPVVFD834Z9LEG2JI00UU,mercer_sphere,BP_WAT2_C,1296.9,1831.591,-5.79,++FactoryGame+rel-main-anniversary-2026-CL-502094,2c1ba76bf6aeb7593d53fb8278c48df9a639f7002d1cc09eeb4024fb67406337
poi_502094_0409,mercer_sphere,Persistent_Level:PersistentLevel.BP_WAT2_C_17,EX86OPVVFD834Z9LEG2JI00UU,mercer_sphere,BP_WAT2_C,1184.79,1772.801,12.796,++FactoryGame+rel-main-anniversary-2026-CL-502094,2c1ba76bf6aeb7593d53fb8278c48df9a639f7002d1cc09eeb4024fb67406337
poi_502094_0410,mercer_sphere,Persistent_Level:PersistentLevel.BP_WAT2_C_UAID_04421A9713F0327C01_1605927929,F1OVL33BAIA1H4OCNI68V1FS9,mercer_sphere,BP_WAT2_C,1982.04,1.57,54.07,++FactoryGame+rel-main-anniversary-2026-CL-502094,2c1ba76bf6aeb7593d53fb8278c48df9a639f7002d1cc09eeb4024fb67406337
poi_502094_0411,mercer_sphere,Persistent_Level:PersistentLevel.BP_WAT2_C_UAID_04421A9713F0337C01_1544698108,F1OVL33BAIA1H4OCNI68V1FS9,mercer_sphere,BP_WAT2_C,2019.26,-45.5,129.99,++FactoryGame+rel-main-anniversary-2026-CL-502094,2c1ba76bf6aeb7593d53fb8278c48df9a639f7002d1cc09eeb4024fb67406337
poi_502094_0412,mercer_sphere,Persistent_Level:PersistentLevel.BP_WAT2_C_UAID_04421A9713F0307C01_1078840569,F38EQCJFYG8UE3JCR0F7FBTQL,mercer_sphere,BP_WAT2_C,1125.34,-678.33,162.12,++FactoryGame+rel-main-anniversary-2026-CL-502094,2c1ba76bf6aeb7593d53fb8278c48df9a639f7002d1cc09eeb4024fb67406337
poi_502094_0413,mercer_sphere,Persistent_Level:PersistentLevel.BP_WAT73,F3WI9LDL58SN8N6DYIW2OF3RO,mercer_sphere,BP_WAT2_C,-720.19,2247.711,57.499,++FactoryGame+rel-main-anniversary-2026-CL-502094,2c1ba76bf6aeb7593d53fb8278c48df9a639f7002d1cc09eeb4024fb67406337
poi_502094_0414,mercer_sphere,Persistent_Level:PersistentLevel.BP_WAT144,F4N4HLWUIKWI5X9MEGCWP1TRY,mercer_sphere,BP_WAT2_C,-1104.67,-921.974,50.77,++FactoryGame+rel-main-anniversary-2026-CL-502094,2c1ba76bf6aeb7593d53fb8278c48df9a639f7002d1cc09eeb4024fb67406337
poi_502094_0415,mercer_sphere,Persistent_Level:PersistentLevel.BP_WAT21_24,F4N4HLWUIKWI5X9MEGCWP1TRY,mercer_sphere,BP_WAT2_C,-988.372,-855.124,175.743,++FactoryGame+rel-main-anniversary-2026-CL-502094,2c1ba76bf6aeb7593d53fb8278c48df9a639f7002d1cc09eeb4024fb67406337
poi_502094_0416,mercer_sphere,Persistent_Level:PersistentLevel.BP_WAT212,F4QDBDBOVEVZJES2VWWII2ASP,mercer_sphere,BP_WAT2_C,-2638.941,1115.609,-15.078,++FactoryGame+rel-main-anniversary-2026-CL-502094,2c1ba76bf6aeb7593d53fb8278c48df9a639f7002d1cc09eeb4024fb67406337
poi_502094_0417,power_slug_blue,Persistent_Level:PersistentLevel.BP_Crystal4_4,015RYOHOFH7CVMMFME4056P54,power_slug_blue,BP_Crystal_C,109.731,-2928.288,35.451,++FactoryGame+rel-main-anniversary-2026-CL-502094,2c1ba76bf6aeb7593d53fb8278c48df9a639f7002d1cc09eeb4024fb67406337
poi_502094_0418,power_slug_blue,Persistent_Level:PersistentLevel.BP_Crystal5_5,015RYOHOFH7CVMMFME4056P54,power_slug_blue,BP_Crystal_C,141.584,-2778.45,-52.757,++FactoryGame+rel-main-anniversary-2026-CL-502094,2c1ba76bf6aeb7593d53fb8278c48df9a639f7002d1cc09eeb4024fb67406337
poi_502094_0419,power_slug_blue,Persistent_Level:PersistentLevel.BP_Crystal6_6,015RYOHOFH7CVMMFME4056P54,power_slug_blue,BP_Crystal_C,116.391,-2782.18,-51.348,++FactoryGame+rel-main-anniversary-2026-CL-502094,2c1ba76bf6aeb7593d53fb8278c48df9a639f7002d1cc09eeb4024fb67406337
poi_502094_0420,power_slug_blue,Persistent_Level:PersistentLevel.BP_Crystal1_3,02M8DS4U0NQ5C1G41ZN0B87KJ,power_slug_blue,BP_Crystal_C,1383.396,457.516,79.387,++FactoryGame+rel-main-anniversary-2026-CL-502094,2c1ba76bf6aeb7593d53fb8278c48df9a639f7002d1cc09eeb4024fb67406337
poi_502094_0421,power_slug_blue,Persistent_Level:PersistentLevel.BP_Crystal_C_UAID_04421A9713F0395B01_1557158296,03ZCPBHIVK00B2FFLHN6JMVAG,power_slug_blue,BP_Crystal_C,1927.32,1734.52,236.41,++FactoryGame+rel-main-anniversary-2026-CL-502094,2c1ba76bf6aeb7593d53fb8278c48df9a639f7002d1cc09eeb4024fb67406337
poi_502094_0422,power_slug_blue,Persistent_Level:PersistentLevel.BP_Crystal_C_UAID_04421A9713F0395B01_1742920298,05T77O664VCG76XIK7PCWON5H,power_slug_blue,BP_Crystal_C,1834.94,1948.58,238.54,++FactoryGame+rel-main-anniversary-2026-CL-502094,2c1ba76bf6aeb7593d53fb8278c48df9a639f7002d1cc09eeb4024fb67406337
poi_502094_0423,power_slug_blue,Persistent_Level:PersistentLevel.BP_Crystal_C_UAID_04421A9713F03A5B01_1333253475,05T77O664VCG76XIK7PCWON5H,power_slug_blue,BP_Crystal_C,1944.57,2139.98,234.74,++FactoryGame+rel-main-anniversary-2026-CL-502094,2c1ba76bf6aeb7593d53fb8278c48df9a639f7002d1cc09eeb4024fb67406337
poi_502094_0424,power_slug_blue,Persistent_Level:PersistentLevel.BP_Crystal_C_UAID_04421A9713F0217201_1462011415,07L1K4YHHUECRA3UK0QSMBGWD,power_slug_blue,BP_Crystal_C,-959.03,-82.43,220.13,++FactoryGame+rel-main-anniversary-2026-CL-502094,2c1ba76bf6aeb7593d53fb8278c48df9a639f7002d1cc09eeb4024fb67406337
poi_502094_0425,power_slug_blue,Persistent_Level:PersistentLevel.BP_Crystal_C_UAID_04421A9713F0217201_2134786423,07L1K4YHHUECRA3UK0QSMBGWD,power_slug_blue,BP_Crystal_C,-944.14,-86.79,217.05,++FactoryGame+rel-main-anniversary-2026-CL-502094,2c1ba76bf6aeb7593d53fb8278c48df9a639f7002d1cc09eeb4024fb67406337
poi_502094_0426,power_slug_blue,Persistent_Level:PersistentLevel.BP_Crystal_C_UAID_04421A9713F0277201_2091967520,07L1K4YHHUECRA3UK0QSMBGWD,power_slug_blue,BP_Crystal_C,-929.48,-74.69,231.1,++FactoryGame+rel-main-anniversary-2026-CL-502094,2c1ba76bf6aeb7593d53fb8278c48df9a639f7002d1cc09eeb4024fb67406337
poi_502094_0427,power_slug_blue,Persistent_Level:PersistentLevel.BP_Crystal_C_UAID_04421A9713F02B7201_1774057258,07L1K4YHHUECRA3UK0QSMBGWD,power_slug_blue,BP_Crystal_C,-938.07,-61.82,206.19,++FactoryGame+rel-main-anniversary-2026-CL-502094,2c1ba76bf6aeb7593d53fb8278c48df9a639f7002d1cc09eeb4024fb67406337
poi_502094_0428,power_slug_blue,Persistent_Level:PersistentLevel.BP_Crystal_C_UAID_04421A9713F05A7301_2035634448,07L1K4YHHUECRA3UK0QSMBGWD,power_slug_blue,BP_Crystal_C,-933.58,-96.41,223.01,++FactoryGame+rel-main-anniversary-2026-CL-502094,2c1ba76bf6aeb7593d53fb8278c48df9a639f7002d1cc09eeb4024fb67406337
poi_502094_0429,power_slug_blue,Persistent_Level:PersistentLevel.BP_Crystal_mk24_11,090RXBQSTNG5C1XD7EGH168JV,power_slug_blue,BP_Crystal_C,2263.06,2231.884,51.26,++FactoryGame+rel-main-anniversary-2026-CL-502094,2c1ba76bf6aeb7593d53fb8278c48df9a639f7002d1cc09eeb4024fb67406337
poi_502094_0430,power_slug_blue,Persistent_Level:PersistentLevel.BP_Crystal_C_41,091CKM3H3UI1DBT79RXLW2J33,power_slug_blue,BP_Crystal_C,1660.36,-1165.47,98.41,++FactoryGame+rel-main-anniversary-2026-CL-502094,2c1ba76bf6aeb7593d53fb8278c48df9a639f7002d1cc09eeb4024fb67406337
poi_502094_0431,power_slug_blue,Persistent_Level:PersistentLevel.BP_Crystal_C_UAID_04421A9713F006B101_2082315136,096FW42DRVSL2FHORE0SIDSTG,power_slug_blue,BP_Crystal_C,2130.6,1070.89,88.12,++FactoryGame+rel-main-anniversary-2026-CL-502094,2c1ba76bf6aeb7593d53fb8278c48df9a639f7002d1cc09eeb4024fb67406337
poi_502094_0432,power_slug_blue,Persistent_Level:PersistentLevel.BP_Crystal17_UAID_40B076DF2F79845B01_1828836491,0A2MGPVG4NN3PY8XM8661V6OF,power_slug_blue,BP_Crystal_C,458.518,1697.865,16.735,++FactoryGame+rel-main-anniversary-2026-CL-502094,2c1ba76bf6aeb7593d53fb8278c48df9a639f7002d1cc09eeb4024fb67406337
poi_502094_0433,power_slug_blue,Persistent_Level:PersistentLevel.BP_Crystal9_11,0A2MGPVG4NN3PY8XM8661V6OF,power_slug_blue,BP_Crystal_C,405.117,1562.652,60.928,++FactoryGame+rel-main-anniversary-2026-CL-502094,2c1ba76bf6aeb7593d53fb8278c48df9a639f7002d1cc09eeb4024fb67406337
poi_502094_0434,power_slug_blue,Persistent_Level:PersistentLevel.BP_Crystal_C_30,0A2MGPVG4NN3PY8XM8661V6OF,power_slug_blue,BP_Crystal_C,315.485,1680.833,-11.639,++FactoryGame+rel-main-anniversary-2026-CL-502094,2c1ba76bf6aeb7593d53fb8278c48df9a639f7002d1cc09eeb4024fb67406337
poi_502094_0435,power_slug_blue,Persistent_Level:PersistentLevel.BP_Crystal_C_31,0A2MGPVG4NN3PY8XM8661V6OF,power_slug_blue,BP_Crystal_C,332.745,1629.938,15.989,++FactoryGame+rel-main-anniversary-2026-CL-502094,2c1ba76bf6aeb7593d53fb8278c48df9a639f7002d1cc09eeb4024fb67406337
poi_502094_0436,power_slug_blue,Persistent_Level:PersistentLevel.BP_Crystal_C_UAID_40B076DF2F792E6001_1313258633,0A2MGPVG4NN3PY8XM8661V6OF,power_slug_blue,BP_Crystal_C,359.33,1624.78,187.024,++FactoryGame+rel-main-anniversary-2026-CL-502094,2c1ba76bf6aeb7593d53fb8278c48df9a639f7002d1cc09eeb4024fb67406337
poi_502094_0437,power_slug_blue,Persistent_Level:PersistentLevel.BP_Crystal_C_UAID_40B076DF2F792E6001_2033315634,0A2MGPVG4NN3PY8XM8661V6OF,power_slug_blue,BP_Crystal_C,471.89,1694.33,213.544,++FactoryGame+rel-main-anniversary-2026-CL-502094,2c1ba76bf6aeb7593d53fb8278c48df9a639f7002d1cc09eeb4024fb67406337
poi_502094_0438,power_slug_blue,Persistent_Level:PersistentLevel.BP_Crystal24_16,0AFMHN0PYXRAZ32AHLUVLF9KG,power_slug_blue,BP_Crystal_C,1254.138,-2376.171,-108.407,++FactoryGame+rel-main-anniversary-2026-CL-502094,2c1ba76bf6aeb7593d53fb8278c48df9a639f7002d1cc09eeb4024fb67406337
poi_502094_0439,power_slug_blue,Persistent_Level:PersistentLevel.BP_Crystal27_18,0AFMHN0PYXRAZ32AHLUVLF9KG,power_slug_blue,BP_Crystal_C,1320.777,-2482.805,-103.415,++FactoryGame+rel-main-anniversary-2026-CL-502094,2c1ba76bf6aeb7593d53fb8278c48df9a639f7002d1cc09eeb4024fb67406337
poi_502094_0440,power_slug_blue,Persistent_Level:PersistentLevel.BP_Crystal18_22,0GJT3EYAXXWDE23KVGG2JRNH8,power_slug_blue,BP_Crystal_C,-2291.49,211.679,47.758,++FactoryGame+rel-main-anniversary-2026-CL-502094,2c1ba76bf6aeb7593d53fb8278c48df9a639f7002d1cc09eeb4024fb67406337
poi_502094_0441,power_slug_blue,Persistent_Level:PersistentLevel.BP_Crystal6_9,0GJT3EYAXXWDE23KVGG2JRNH8,power_slug_blue,BP_Crystal_C,-2296.376,205.394,-19.089,++FactoryGame+rel-main-anniversary-2026-CL-502094,2c1ba76bf6aeb7593d53fb8278c48df9a639f7002d1cc09eeb4024fb67406337
poi_502094_0442,power_slug_blue,Persistent_Level:PersistentLevel.BP_Crystal28,0HL69RJSJ6XRPDCM1JSCJJ1MB,power_slug_blue,BP_Crystal_C,-2063.587,1956.57,-13.912,++FactoryGame+rel-main-anniversary-2026-CL-502094,2c1ba76bf6aeb7593d53fb8278c48df9a639f7002d1cc09eeb4024fb67406337
poi_502094_0443,power_slug_blue,Persistent_Level:PersistentLevel.BP_Crystal_C_UAID_40B076DF2F79955F01_1408102760,0HZHRXOVC1IB2TIL7442CSN33,power_slug_blue,BP_Crystal_C,-392.069,1985.156,82.255,++FactoryGame+rel-main-anniversary-2026-CL-502094,2c1ba76bf6aeb7593d53fb8278c48df9a639f7002d1cc09eeb4024fb67406337
poi_502094_0444,power_slug_blue,Persistent_Level:PersistentLevel.BP_Crystal_C_UAID_40B076DF2F79CC6201_1521305575,0HZHRXOVC1IB2TIL7442CSN33,power_slug_blue,BP_Crystal_C,-410.549,2023.784,26.368,++FactoryGame+rel-main-anniversary-2026-CL-502094,2c1ba76bf6aeb7593d53fb8278c48df9a639f7002d1cc09eeb4024fb67406337
poi_502094_0445,power_slug_blue,Persistent_Level:PersistentLevel.BP_Crystal_C_UAID_04421A9713F0E85F01_1933315318,0IRH6DGFR7LBSRJZSGQTC0OCN,power_slug_blue,BP_Crystal_C,2271.8,2783.48,247.22,++FactoryGame+rel-main-anniversary-2026-CL-502094,2c1ba76bf6aeb7593d53fb8278c48df9a639f7002d1cc09eeb4024fb67406337
poi_502094_0446,power_slug_blue,Persistent_Level:PersistentLevel.BP_Crystal6_14,0JMESHD2WUF1ZM0KQ6ON3JKG9,power_slug_blue,BP_Crystal_C,-182.5,488.364,157.416,++FactoryGame+rel-main-anniversary-2026-CL-502094,2c1ba76bf6aeb7593d53fb8278c48df9a639f7002d1cc09eeb4024fb67406337
poi_502094_0447,power_slug_blue,Persistent_Level:PersistentLevel.BP_Crystal29,0KSRDJC6TCGZZ6RQYLKADRHHJ,power_slug_blue,BP_Crystal_C,-1927.044,1473.944,36.062,++FactoryGame+rel-main-anniversary-2026-CL-502094,2c1ba76bf6aeb7593d53fb8278c48df9a639f7002d1cc09eeb4024fb67406337
poi_502094_0448,power_slug_blue,Persistent_Level:PersistentLevel.BP_Crystal32_7,0KSRDJC6TCGZZ6RQYLKADRHHJ,power_slug_blue,BP_Crystal_C,-1823.179,1502.811,20.074,++FactoryGame+rel-main-anniversary-2026-CL-502094,2c1ba76bf6aeb7593d53fb8278c48df9a639f7002d1cc09eeb4024fb67406337
poi_502094_0449,power_slug_blue,Persistent_Level:PersistentLevel.BP_Crystal33,0KSRDJC6TCGZZ6RQYLKADRHHJ,power_slug_blue,BP_Crystal_C,-1768.283,1431.896,53.126,++FactoryGame+rel-main-anniversary-2026-CL-502094,2c1ba76bf6aeb7593d53fb8278c48df9a639f7002d1cc09eeb4024fb67406337
poi_502094_0450,power_slug_blue,Persistent_Level:PersistentLevel.BP_Crystal38,0KSRDJC6TCGZZ6RQYLKADRHHJ,power_slug_blue,BP_Crystal_C,-1876.397,1434.1,-12.363,++FactoryGame+rel-main-anniversary-2026-CL-502094,2c1ba76bf6aeb7593d53fb8278c48df9a639f7002d1cc09eeb4024fb67406337
poi_502094_0451,power_slug_blue,Persistent_Level:PersistentLevel.BP_Crystal42,0KSRDJC6TCGZZ6RQYLKADRHHJ,power_slug_blue,BP_Crystal_C,-1801.972,1359.561,-17.227,++FactoryGame+rel-main-anniversary-2026-CL-502094,2c1ba76bf6aeb7593d53fb8278c48df9a639f7002d1cc09eeb4024fb67406337
poi_502094_0452,power_slug_blue,Persistent_Level:PersistentLevel.BP_Crystal58,0LJ8DYZWIVFUHURJUDHPCIHUG,power_slug_blue,BP_Crystal_C,3568.755,1296.683,48.673,++FactoryGame+rel-main-anniversary-2026-CL-502094,2c1ba76bf6aeb7593d53fb8278c48df9a639f7002d1cc09eeb4024fb67406337
poi_502094_0453,power_slug_blue,Persistent_Level:PersistentLevel.BP_Crystal11_80,0MWUKL4O9Z4UQKWW8Q6FML4SZ,power_slug_blue,BP_Crystal_C,2468.863,-692.218,-17.076,++FactoryGame+rel-main-anniversary-2026-CL-502094,2c1ba76bf6aeb7593d53fb8278c48df9a639f7002d1cc09eeb4024fb67406337
poi_502094_0454,power_slug_blue,Persistent_Level:PersistentLevel.BP_Crystal9_78,0MWUKL4O9Z4UQKWW8Q6FML4SZ,power_slug_blue,BP_Crystal_C,2389.023,-699.537,-16.55,++FactoryGame+rel-main-anniversary-2026-CL-502094,2c1ba76bf6aeb7593d53fb8278c48df9a639f7002d1cc09eeb4024fb67406337
poi_502094_0455,power_slug_blue,Persistent_Level:PersistentLevel.BP_Crystal_C_79,0MWUKL4O9Z4UQKWW8Q6FML4SZ,power_slug_blue,BP_Crystal_C,2370.21,-607.823,-16.67,++FactoryGame+rel-main-anniversary-2026-CL-502094,2c1ba76bf6aeb7593d53fb8278c48df9a639f7002d1cc09eeb4024fb67406337
poi_502094_0456,power_slug_blue,Persistent_Level:PersistentLevel.BP_Crystal14_10,0NWT2EGLNG3SKZG447TX0TRH0,power_slug_blue,BP_Crystal_C,398.726,-16.303,173.261,++FactoryGame+rel-main-anniversary-2026-CL-502094,2c1ba76bf6aeb7593d53fb8278c48df9a639f7002d1cc09eeb4024fb67406337
poi_502094_0457,power_slug_blue,Persistent_Level:PersistentLevel.BP_Crystal20_24,0OX6O83Q7SN4HUKQNYF26PUG1,power_slug_blue,BP_Crystal_C,755.802,1269.749,70.073,++FactoryGame+rel-main-anniversary-2026-CL-502094,2c1ba76bf6aeb7593d53fb8278c48df9a639f7002d1cc09eeb4024fb67406337
poi_502094_0458,power_slug_blue,Persistent_Level:PersistentLevel.BP_Crystal9_19,0OZVJ6AU61E93AVTA1PSAVV6S,power_slug_blue,BP_Crystal_C,543.183,-562.079,200.875,++FactoryGame+rel-main-anniversary-2026-CL-502094,2c1ba76bf6aeb7593d53fb8278c48df9a639f7002d1cc09eeb4024fb67406337
poi_502094_0459,power_slug_blue,Persistent_Level:PersistentLevel.BP_Crystal28_28,0TF8OZTECMBXW5B9PBI046IS2,power_slug_blue,BP_Crystal_C,-782.441,-2707.551,-39.665,++FactoryGame+rel-main-anniversary-2026-CL-502094,2c1ba76bf6aeb7593d53fb8278c48df9a639f7002d1cc09eeb4024fb67406337
poi_502094_0460,power_slug_blue,Persistent_Level:PersistentLevel.BP_Crystal4_0,0UAONFCKT7ZU16NC81VQ880D5,power_slug_blue,BP_Crystal_C,-37.123,-781.491,218.713,++FactoryGame+rel-main-anniversary-2026-CL-502094,2c1ba76bf6aeb7593d53fb8278c48df9a639f7002d1cc09eeb4024fb67406337
poi_502094_0461,power_slug_blue,Persistent_Level:PersistentLevel.BP_Crystal14_20,0UE0NUYFF08N3ZZ2WTHS4ZXHY,power_slug_blue,BP_Crystal_C,1757.045,-2252.115,-32.701,++FactoryGame+rel-main-anniversary-2026-CL-502094,2c1ba76bf6aeb7593d53fb8278c48df9a639f7002d1cc09eeb4024fb67406337
poi_502094_0462,power_slug_blue,Persistent_Level:PersistentLevel.BP_Crystal27,0V4R2YF23ZAZTMXD16HT5SAIH,power_slug_blue,BP_Crystal_C,-1600.887,1638.079,146.268,++FactoryGame+rel-main-anniversary-2026-CL-502094,2c1ba76bf6aeb7593d53fb8278c48df9a639f7002d1cc09eeb4024fb67406337
poi_502094_0463,power_slug_blue,Persistent_Level:PersistentLevel.BP_Crystal_C_UAID_40B076DF2F79486001_1737515225,0WL4TSFJARMNFETAU2EZEKHA4,power_slug_blue,BP_Crystal_C,-638.599,2177.286,30.881,++FactoryGame+rel-main-anniversary-2026-CL-502094,2c1ba76bf6aeb7593d53fb8278c48df9a639f7002d1cc09eeb4024fb67406337
poi_502094_0464,power_slug_blue,Persistent_Level:PersistentLevel.BP_Crystal_C_UAID_40B076DF2F79486001_1870504226,0WL4TSFJARMNFETAU2EZEKHA4,power_slug_blue,BP_Crystal_C,-525.819,2155.836,28.795,++FactoryGame+rel-main-anniversary-2026-CL-502094,2c1ba76bf6aeb7593d53fb8278c48df9a639f7002d1cc09eeb4024fb67406337
poi_502094_0465,power_slug_blue,Persistent_Level:PersistentLevel.BP_Crystal_mk45_UAID_40B076DF2F79B26201_1656659976,0X2A31J4BRFODOBMWQR0PFKY8,power_slug_blue,BP_Crystal_C,668.484,1784.614,-13.88,++FactoryGame+rel-main-anniversary-2026-CL-502094,2c1ba76bf6aeb7593d53fb8278c48df9a639f7002d1cc09eeb4024fb67406337
poi_502094_0466,power_slug_blue,Persistent_Level:PersistentLevel.BP_Crystal2_0,1021TK291WEHIZ3YBBZBUTZO5,power_slug_blue,BP_Crystal_C,1281.836,947.896,42.004,++FactoryGame+rel-main-anniversary-2026-CL-502094,2c1ba76bf6aeb7593d53fb8278c48df9a639f7002d1cc09eeb4024fb67406337
poi_502094_0467,power_slug_blue,Persistent_Level:PersistentLevel.BP_Crystal_C_UAID_04421A9713F06E5D01_1646682771,10TH6LBPL45EHGDNWV7ITGN33,power_slug_blue,BP_Crystal_C,1812.93,-1499.01,85.25,++FactoryGame+rel-main-anniversary-2026-CL-502094,2c1ba76bf6aeb7593d53fb8278c48df9a639f7002d1cc09eeb4024fb67406337
poi_502094_0468,power_slug_blue,Persistent_Level:PersistentLevel.BP_Crystal_C_27,111AK3DFL126G8VUBWQA3FG82,power_slug_blue,BP_Crystal_C,72.293,1314.906,139.714,++FactoryGame+rel-main-anniversary-2026-CL-502094,2c1ba76bf6aeb7593d53fb8278c48df9a639f7002d1cc09eeb4024fb67406337
poi_502094_0469,power_slug_blue,Persistent_Level:PersistentLevel.BP_Crystal1_17,11KHWQDIPW6NV4N5AMYD0FL5D,power_slug_blue,BP_Crystal_C,-2253.02,-553.209,16.619,++FactoryGame+rel-main-anniversary-2026-CL-502094,2c1ba76bf6aeb7593d53fb8278c48df9a639f7002d1cc09eeb4024fb67406337
poi_502094_0470,power_slug_blue,Persistent_Level:PersistentLevel.BP_Crystal15_13,11MSWN6NQ4TW6L7DRTKESBKZM,power_slug_blue,BP_Crystal_C,1146.243,467.284,83.216,++FactoryGame+rel-main-anniversary-2026-CL-502094,2c1ba76bf6aeb7593d53fb8278c48df9a639f7002d1cc09eeb4024fb67406337
poi_502094_0471,power_slug_blue,Persistent_Level:PersistentLevel.BP_Crystal_C_UAID_40B076DF2F79738301_1767542746,12I0LOPUJSDOMOMCM9OSUAC4Y,power_slug_blue,BP_Crystal_C,-40.6,-1478.0,-70.3,++FactoryGame+rel-main-anniversary-2026-CL-502094,2c1ba76bf6aeb7593d53fb8278c48df9a639f7002d1cc09eeb4024fb67406337
poi_502094_0472,power_slug_blue,Persistent_Level:PersistentLevel.BP_Crystal10_15,12RJGJDVZ4HWWINFHLF3YVKD8,power_slug_blue,BP_Crystal_C,1536.551,-2577.053,-9.26,++FactoryGame+rel-main-anniversary-2026-CL-502094,2c1ba76bf6aeb7593d53fb8278c48df9a639f7002d1cc09eeb4024fb67406337
poi_502094_0473,power_slug_blue,Persistent_Level:PersistentLevel.BP_Crystal_C_UAID_40B076DF2F79A75901_1341271538,12Y5BP25WR7GGRSE39L6FHOLS,power_slug_blue,BP_Crystal_C,349.209,2203.486,-17.012,++FactoryGame+rel-main-anniversary-2026-CL-502094,2c1ba76bf6aeb7593d53fb8278c48df9a639f7002d1cc09eeb4024fb67406337
poi_502094_0474,power_slug_blue,Persistent_Level:PersistentLevel.BP_Crystal_C_UAID_40B076DF2F79B46201_1396705333,12Y5BP25WR7GGRSE39L6FHOLS,power_slug_blue,BP_Crystal_C,339.65,2309.94,-7.85,++FactoryGame+rel-main-anniversary-2026-CL-502094,2c1ba76bf6aeb7593d53fb8278c48df9a639f7002d1cc09eeb4024fb67406337
poi_502094_0475,power_slug_blue,Persistent_Level:PersistentLevel.BP_Crystal11_14,136GIYGVORSSJ0WM2FJHWMSX7,power_slug_blue,BP_Crystal_C,-1519.338,402.914,28.636,++FactoryGame+rel-main-anniversary-2026-CL-502094,2c1ba76bf6aeb7593d53fb8278c48df9a639f7002d1cc09eeb4024fb67406337
poi_502094_0476,power_slug_blue,Persistent_Level:PersistentLevel.BP_Crystal_C_10,146ZQYTXCGH9HVL0C61SIXZKL,power_slug_blue,BP_Crystal_C,773.926,-1898.282,22.391,++FactoryGame+rel-main-anniversary-2026-CL-502094,2c1ba76bf6aeb7593d53fb8278c48df9a639f7002d1cc09eeb4024fb67406337
poi_502094_0477,power_slug_blue,Persistent_Level:PersistentLevel.BP_Crystal_C_UAID_04421A9713F0AA5201_1287975681,16TS5SGLAB5OGQMHLQT1K027S,power_slug_blue,BP_Crystal_C,1947.37,1866.99,235.7,++FactoryGame+rel-main-anniversary-2026-CL-502094,2c1ba76bf6aeb7593d53fb8278c48df9a639f7002d1cc09eeb4024fb67406337
poi_502094_0478,power_slug_blue,Persistent_Level:PersistentLevel.BP_Crystal_C_UAID_04421A9713F0AB5201_1104409861,16TS5SGLAB5OGQMHLQT1K027S,power_slug_blue,BP_Crystal_C,1953.48,1878.81,241.09,++FactoryGame+rel-main-anniversary-2026-CL-502094,2c1ba76bf6aeb7593d53fb8278c48df9a639f7002d1cc09eeb4024fb67406337
poi_502094_0479,power_slug_blue,Persistent_Level:PersistentLevel.BP_Crystal_C_UAID_04421A9713F0E85F01_1421899313,16TS5SGLAB5OGQMHLQT1K027S,power_slug_blue,BP_Crystal_C,2002.25,1839.3,267.34,++FactoryGame+rel-main-anniversary-2026-CL-502094,2c1ba76bf6aeb7593d53fb8278c48df9a639f7002d1cc09eeb4024fb67406337
