socket_id,source_object_id,source_class,source_kind,east_m,north_m,elevation_m,core_socket_id,source_game_build,source_sha256
BP_FrackingSatellite66,Persistent_Level:PersistentLevel.BP_FrackingSatellite66,BP_FrackingSatellite_C,fracking_satellite,3205.353125,2912.795625,12.295671,BP_FrackingCore10,CL-502094,1b6d2b740081eb56c0d77136aed0d330ea4696dee13d1075fc231574ee7552b0
BP_FrackingSatellite67,Persistent_Level:PersistentLevel.BP_FrackingSatellite67,BP_FrackingSatellite_C,fracking_satellite,3165.1325,2933.716875,12.432937,BP_FrackingCore10,CL-502094,1b6d2b740081eb56c0d77136aed0d330ea4696dee13d1075fc231574ee7552b0
BP_FrackingSatellite68,Persistent_Level:PersistentLevel.BP_FrackingSatellite68,BP_FrackingSatellite_C,fracking_satellite,3166.683125,2880.896562,11.74041,BP_FrackingCore10,CL-502094,1b6d2b740081eb56c0d77136aed0d330ea4696dee13d1075fc231574ee7552b0
BP_FrackingSatellite69,Persistent_Level:PersistentLevel.BP_FrackingSatellite69,BP_FrackingSatellite_C,fracking_satellite,1888.628594,575.903047,55.661953,BP_FrackingCore11,CL-502094,1b6d2b740081eb56c0d77136aed0d330ea4696dee13d1075fc231574ee7552b0
BP_FrackingSatellite7,Persistent_Level:PersistentLevel.BP_FrackingSatellite7,BP_FrackingSatellite_C,fracking_satellite,2134.48875,-1327.06875,-3.173589,BP_FrackingCore2,CL-502094,1b6d2b740081eb56c0d77136aed0d330ea4696dee13d1075fc231574ee7552b0
BP_FrackingSatellite70,Persistent_Level:PersistentLevel.BP_FrackingSatellite70,BP_FrackingSatellite_C,fracking_satellite,1831.136406,555.327266,55.120527,BP_FrackingCore11,CL-502094,1b6d2b740081eb56c0d77136aed0d330ea4696dee13d1075fc231574ee7552b0
BP_FrackingSatellite71,Persistent_Level:PersistentLevel.BP_FrackingSatellite71,BP_FrackingSatellite_C,fracking_satellite,1828.060938,581.476211,55.356367,BP_FrackingCore11,CL-502094,1b6d2b740081eb56c0d77136aed0d330ea4696dee13d1075fc231574ee7552b0
BP_FrackingSatellite72,Persistent_Level:PersistentLevel.BP_FrackingSatellite72,BP_FrackingSatellite_C,fracking_satellite,1863.184219,529.856602,54.2598,BP_FrackingCore11,CL-502094,1b6d2b740081eb56c0d77136aed0d330ea4696dee13d1075fc231574ee7552b0
BP_FrackingSatellite73,Persistent_Level:PersistentLevel.BP_FrackingSatellite73,BP_FrackingSatellite_C,fracking_satellite,1836.102969,599.437031,55.856367,BP_FrackingCore11,CL-502094,1b6d2b740081eb56c0d77136aed0d330ea4696dee13d1075fc231574ee7552b0
BP_FrackingSatellite74,Persistent_Level:PersistentLevel.BP_FrackingSatellite74,BP_FrackingSatellite_C,fracking_satellite,1880.792188,544.237812,55.186484,BP_FrackingCore11,CL-502094,1b6d2b740081eb56c0d77136aed0d330ea4696dee13d1075fc231574ee7552b0
BP_FrackingSatellite75,Persistent_Level:PersistentLevel.BP_FrackingSatellite75,BP_FrackingSatellite_C,fracking_satellite,2408.919688,666.185625,61.826626,BP_FrackingCore12,CL-502094,1b6d2b740081eb56c0d77136aed0d330ea4696dee13d1075fc231574ee7552b0
BP_FrackingSatellite76,Persistent_Level:PersistentLevel.BP_FrackingSatellite76,BP_FrackingSatellite_C,fracking_satellite,2383.321875,692.830156,54.034253,BP_FrackingCore12,CL-502094,1b6d2b740081eb56c0d77136aed0d330ea4696dee13d1075fc231574ee7552b0
BP_FrackingSatellite77,Persistent_Level:PersistentLevel.BP_FrackingSatellite77,BP_FrackingSatellite_C,fracking_satellite,2428.016562,713.095391,54.194106,BP_FrackingCore12,CL-502094,1b6d2b740081eb56c0d77136aed0d330ea4696dee13d1075fc231574ee7552b0
BP_FrackingSatellite78,Persistent_Level:PersistentLevel.BP_FrackingSatellite78,BP_FrackingSatellite_C,fracking_satellite,2397.634375,716.950625,52.566592,BP_FrackingCore12,CL-502094,1b6d2b740081eb56c0d77136aed0d330ea4696dee13d1075fc231574ee7552b0
BP_FrackingSatellite79,Persistent_Level:PersistentLevel.BP_FrackingSatellite79,BP_FrackingSatellite_C,fracking_satellite,2450.33625,718.458359,46.173818,BP_FrackingCore12,CL-502094,1b6d2b740081eb56c0d77136aed0d330ea4696dee13d1075fc231574ee7552b0
BP_FrackingSatellite8,Persistent_Level:PersistentLevel.BP_FrackingSatellite8,BP_FrackingSatellite_C,fracking_satellite,2157.26,-1327.91,-2.85,BP_FrackingCore2,CL-502094,1b6d2b740081eb56c0d77136aed0d330ea4696dee13d1075fc231574ee7552b0
BP_FrackingSatellite80,Persistent_Level:PersistentLevel.BP_FrackingSatellite80,BP_FrackingSatellite_C,fracking_satellite,2407.88,748.852422,48.015166,BP_FrackingCore12,CL-502094,1b6d2b740081eb56c0d77136aed0d330ea4696dee13d1075fc231574ee7552b0
BP_FrackingSatellite81,Persistent_Level:PersistentLevel.BP_FrackingSatellite81,BP_FrackingSatellite_C,fracking_satellite,959.815938,-852.275938,101.704189,BP_FrackingCore13,CL-502094,1b6d2b740081eb56c0d77136aed0d330ea4696dee13d1075fc231574ee7552b0
BP_FrackingSatellite82,Persistent_Level:PersistentLevel.BP_FrackingSatellite82,BP_FrackingSatellite_C,fracking_satellite,1011.587188,-855.613828,102.503389,BP_FrackingCore13,CL-502094,1b6d2b740081eb56c0d77136aed0d330ea4696dee13d1075fc231574ee7552b0
BP_FrackingSatellite83,Persistent_Level:PersistentLevel.BP_FrackingSatellite83,BP_FrackingSatellite_C,fracking_satellite,987.005312,-862.319375,102.462578,BP_FrackingCore13,CL-502094,1b6d2b740081eb56c0d77136aed0d330ea4696dee13d1075fc231574ee7552b0
BP_FrackingSatellite84,Persistent_Level:PersistentLevel.BP_FrackingSatellite84,BP_FrackingSatellite_C,fracking_satellite,976.532188,-820.237734,102.551846,BP_FrackingCore13,CL-502094,1b6d2b740081eb56c0d77136aed0d330ea4696dee13d1075fc231574ee7552b0
BP_FrackingSatellite85,Persistent_Level:PersistentLevel.BP_FrackingSatellite85,BP_FrackingSatellite_C,fracking_satellite,1002.0875,-815.077266,102.714082,BP_FrackingCore13,CL-502094,1b6d2b740081eb56c0d77136aed0d330ea4696dee13d1075fc231574ee7552b0
BP_FrackingSatellite86,Persistent_Level:PersistentLevel.BP_FrackingSatellite86,BP_FrackingSatellite_C,fracking_satellite,1023.187188,-829.763828,102.703389,BP_FrackingCore13,CL-502094,1b6d2b740081eb56c0d77136aed0d330ea4696dee13d1075fc231574ee7552b0
BP_FrackingSatellite87,Persistent_Level:PersistentLevel.BP_FrackingSatellite87,BP_FrackingSatellite_C,fracking_satellite,997.435312,-1473.029375,64.412578,BP_FrackingCore14,CL-502094,1b6d2b740081eb56c0d77136aed0d330ea4696dee13d1075fc231574ee7552b0
BP_FrackingSatellite88,Persistent_Level:PersistentLevel.BP_FrackingSatellite88,BP_FrackingSatellite_C,fracking_satellite,1063.545938,-1396.785938,66.03418,BP_FrackingCore14,CL-502094,1b6d2b740081eb56c0d77136aed0d330ea4696dee13d1075fc231574ee7552b0
BP_FrackingSatellite89,Persistent_Level:PersistentLevel.BP_FrackingSatellite89,BP_FrackingSatellite_C,fracking_satellite,1080.805312,-1420.572812,66.324414,BP_FrackingCore14,CL-502094,1b6d2b740081eb56c0d77136aed0d330ea4696dee13d1075fc231574ee7552b0
BP_FrackingSatellite9,Persistent_Level:PersistentLevel.BP_FrackingSatellite9,BP_FrackingSatellite_C,fracking_satellite,2180.40875,-1342.232969,-1.875167,BP_FrackingCore2,CL-502094,1b6d2b740081eb56c0d77136aed0d330ea4696dee13d1075fc231574ee7552b0
BP_FrackingSatellite90,Persistent_Level:PersistentLevel.BP_FrackingSatellite90,BP_FrackingSatellite_C,fracking_satellite,1082.620625,-1454.178281,64.864375,BP_FrackingCore14,CL-502094,1b6d2b740081eb56c0d77136aed0d330ea4696dee13d1075fc231574ee7552b0
BP_FrackingSatellite91,Persistent_Level:PersistentLevel.BP_FrackingSatellite91,BP_FrackingSatellite_C,fracking_satellite,1031.795312,-1415.249375,64.292578,BP_FrackingCore14,CL-502094,1b6d2b740081eb56c0d77136aed0d330ea4696dee13d1075fc231574ee7552b0
BP_FrackingSatellite92,Persistent_Level:PersistentLevel.BP_FrackingSatellite92,BP_FrackingSatellite_C,fracking_satellite,1046.412188,-1493.047812,64.561836,BP_FrackingCore14,CL-502094,1b6d2b740081eb56c0d77136aed0d330ea4696dee13d1075fc231574ee7552b0
BP_FrackingSatellite93,Persistent_Level:PersistentLevel.BP_FrackingSatellite93,BP_FrackingSatellite_C,fracking_satellite,1008.297188,-1434.46375,64.613398,BP_FrackingCore14,CL-502094,1b6d2b740081eb56c0d77136aed0d330ea4696dee13d1075fc231574ee7552b0
BP_FrackingSatellite94,Persistent_Level:PersistentLevel.BP_FrackingSatellite94,BP_FrackingSatellite_C,fracking_satellite,1007.1675,-1497.037188,64.944062,BP_FrackingCore14,CL-502094,1b6d2b740081eb56c0d77136aed0d330ea4696dee13d1075fc231574ee7552b0
BP_FrackingSatellite95,Persistent_Level:PersistentLevel.BP_FrackingSatellite95,BP_FrackingSatellite_C,fracking_satellite,49.335312,-1847.442812,-104.245586,BP_FrackingCore15,CL-502094,1b6d2b740081eb56c0d77136aed0d330ea4696dee13d1075fc231574ee7552b0
BP_FrackingSatellite96,Persistent_Level:PersistentLevel.BP_FrackingSatellite96,BP_FrackingSatellite_C,fracking_satellite,71.641562,-1838.584375,-105.249453,BP_FrackingCore15,CL-502094,1b6d2b740081eb56c0d77136aed0d330ea4696dee13d1075fc231574ee7552b0
BP_FrackingSatellite97,Persistent_Level:PersistentLevel.BP_FrackingSatellite97,BP_FrackingSatellite_C,fracking_satellite,59.732148,-1893.94375,-103.577422,BP_FrackingCore15,CL-502094,1b6d2b740081eb56c0d77136aed0d330ea4696dee13d1075fc231574ee7552b0
BP_FrackingSatellite98,Persistent_Level:PersistentLevel.BP_FrackingSatellite98,BP_FrackingSatellite_C,fracking_satellite,91.125312,-1848.699375,-105.057422,BP_FrackingCore15,CL-502094,1b6d2b740081eb56c0d77136aed0d330ea4696dee13d1075fc231574ee7552b0
BP_FrackingSatellite99,Persistent_Level:PersistentLevel.BP_FrackingSatellite99,BP_FrackingSatellite_C,fracking_satellite,103.425938,-1875.205938,-104.73582,BP_FrackingCore15,CL-502094,1b6d2b740081eb56c0d77136aed0d330ea4696dee13d1075fc231574ee7552b0
BP_FrackingSatellite_2,Persistent_Level:PersistentLevel.BP_FrackingSatellite_2,BP_FrackingSatellite_C,fracking_satellite,1282.16,-2588.78,8.9,BP_FrackingCore_8,CL-502094,1b6d2b740081eb56c0d77136aed0d330ea4696dee13d1075fc231574ee7552b0
BP_ResourceNode100,Persistent_Level:PersistentLevel.BP_ResourceNode100,BP_ResourceNode_C,resource_node,1782.65375,-2060.956406,-92.385713,,CL-502094,1b6d2b740081eb56c0d77136aed0d330ea4696dee13d1075fc231574ee7552b0
BP_ResourceNode101_1893,Persistent_Level:PersistentLevel.BP_ResourceNode101_1893,BP_ResourceNode_C,resource_node,1619.286744,-1037.771371,56.028876,,CL-502094,1b6d2b740081eb56c0d77136aed0d330ea4696dee13d1075fc231574ee7552b0
BP_ResourceNode101_UAID_40B076DF2F79E6D901_1551800812,Persistent_Level:PersistentLevel.BP_ResourceNode101_UAID_40B076DF2F79E6D901_1551800812,BP_ResourceNode_C,resource_node,1191.489173,-713.213911,186.736095,,CL-502094,1b6d2b740081eb56c0d77136aed0d330ea4696dee13d1075fc231574ee7552b0
BP_ResourceNode101_UAID_40B076DF2F79E7D901_2125168992,Persistent_Level:PersistentLevel.BP_ResourceNode101_UAID_40B076DF2F79E7D901_2125168992,BP_ResourceNode_C,resource_node,1628.989173,-654.136901,97.823948,,CL-502094,1b6d2b740081eb56c0d77136aed0d330ea4696dee13d1075fc231574ee7552b0
BP_ResourceNode102_2068,Persistent_Level:PersistentLevel.BP_ResourceNode102_2068,BP_ResourceNode_C,resource_node,-2808.366875,420.891797,-12.761479,,CL-502094,1b6d2b740081eb56c0d77136aed0d330ea4696dee13d1075fc231574ee7552b0
BP_ResourceNode103,Persistent_Level:PersistentLevel.BP_ResourceNode103,BP_ResourceNode_C,resource_node,-2670.514062,243.867891,-7.236485,,CL-502094,1b6d2b740081eb56c0d77136aed0d330ea4696dee13d1075fc231574ee7552b0
BP_ResourceNode104,Persistent_Level:PersistentLevel.BP_ResourceNode104,BP_ResourceNode_C,resource_node,-2733.212188,196.67,-15.370547,,CL-502094,1b6d2b740081eb56c0d77136aed0d330ea4696dee13d1075fc231574ee7552b0
BP_ResourceNode105_2463,Persistent_Level:PersistentLevel.BP_ResourceNode105_2463,BP_ResourceNode_C,resource_node,-2638.730312,308.483652,-4.116734,,CL-502094,1b6d2b740081eb56c0d77136aed0d330ea4696dee13d1075fc231574ee7552b0
BP_ResourceNode106,Persistent_Level:PersistentLevel.BP_ResourceNode106,BP_ResourceNode_C,resource_node,-2601.104531,276.73627,-6.401287,,CL-502094,1b6d2b740081eb56c0d77136aed0d330ea4696dee13d1075fc231574ee7552b0
BP_ResourceNode107,Persistent_Level:PersistentLevel.BP_ResourceNode107,BP_ResourceNode_C,resource_node,-2562.44,295.64,-6.680099,,CL-502094,1b6d2b740081eb56c0d77136aed0d330ea4696dee13d1075fc231574ee7552b0
BP_ResourceNode108,Persistent_Level:PersistentLevel.BP_ResourceNode108,BP_ResourceNode_C,resource_node,-2591.203281,446.889492,-4.941499,,CL-502094,1b6d2b740081eb56c0d77136aed0d330ea4696dee13d1075fc231574ee7552b0
BP_ResourceNode109,Persistent_Level:PersistentLevel.BP_ResourceNode109,BP_ResourceNode_C,resource_node,-2613.584531,412.281289,-3.27,,CL-502094,1b6d2b740081eb56c0d77136aed0d330ea4696dee13d1075fc231574ee7552b0
BP_ResourceNode110,Persistent_Level:PersistentLevel.BP_ResourceNode110,BP_ResourceNode_C,resource_node,-1780.990625,1652.415625,76.168672,,CL-502094,1b6d2b740081eb56c0d77136aed0d330ea4696dee13d1075fc231574ee7552b0
BP_ResourceNode111_3367,Persistent_Level:PersistentLevel.BP_ResourceNode111_3367,BP_ResourceNode_C,resource_node,-2682.644062,549.914375,-3.436909,,CL-502094,1b6d2b740081eb56c0d77136aed0d330ea4696dee13d1075fc231574ee7552b0
BP_ResourceNode112,Persistent_Level:PersistentLevel.BP_ResourceNode112,BP_ResourceNode_C,resource_node,-2667.11875,513.17582,-3.31483,,CL-502094,1b6d2b740081eb56c0d77136aed0d330ea4696dee13d1075fc231574ee7552b0
BP_ResourceNode113,Persistent_Level:PersistentLevel.BP_ResourceNode113,BP_ResourceNode_C,resource_node,-1650.019375,1332.780938,16.109102,,CL-502094,1b6d2b740081eb56c0d77136aed0d330ea4696dee13d1075fc231574ee7552b0
BP_ResourceNode114,Persistent_Level:PersistentLevel.BP_ResourceNode114,BP_ResourceNode_C,resource_node,-1524.902812,457.865078,6.926235,,CL-502094,1b6d2b740081eb56c0d77136aed0d330ea4696dee13d1075fc231574ee7552b0
BP_ResourceNode115,Persistent_Level:PersistentLevel.BP_ResourceNode115,BP_ResourceNode_C,resource_node,-1667.310469,265.661387,-5.097665,,CL-502094,1b6d2b740081eb56c0d77136aed0d330ea4696dee13d1075fc231574ee7552b0
BP_ResourceNode116,Persistent_Level:PersistentLevel.BP_ResourceNode116,BP_ResourceNode_C,resource_node,-1704.475781,283.21373,-5.960074,,CL-502094,1b6d2b740081eb56c0d77136aed0d330ea4696dee13d1075fc231574ee7552b0
BP_ResourceNode117,Persistent_Level:PersistentLevel.BP_ResourceNode117,BP_ResourceNode_C,resource_node,-1480.082031,301.854473,-5.561295,,CL-502094,1b6d2b740081eb56c0d77136aed0d330ea4696dee13d1075fc231574ee7552b0
BP_ResourceNode118_4340,Persistent_Level:PersistentLevel.BP_ResourceNode118_4340,BP_ResourceNode_C,resource_node,-1334.448594,352.402461,38.320007,,CL-502094,1b6d2b740081eb56c0d77136aed0d330ea4696dee13d1075fc231574ee7552b0
BP_ResourceNode119,Persistent_Level:PersistentLevel.BP_ResourceNode119,BP_ResourceNode_C,resource_node,-1457.81,319.69,32.810757,,CL-502094,1b6d2b740081eb56c0d77136aed0d330ea4696dee13d1075fc231574ee7552b0
BP_ResourceNode121_4877,Persistent_Level:PersistentLevel.BP_ResourceNode121_4877,BP_ResourceNode_C,resource_node,-1784.91,797.88,33.31,,CL-502094,1b6d2b740081eb56c0d77136aed0d330ea4696dee13d1075fc231574ee7552b0
BP_ResourceNode121_UAID_40B076DF2F7938DF01_2097772508,Persistent_Level:PersistentLevel.BP_ResourceNode121_UAID_40B076DF2F7938DF01_2097772508,BP_ResourceNode_C,resource_node,-1354.68,1746.82,77.53,,CL-502094,1b6d2b740081eb56c0d77136aed0d330ea4696dee13d1075fc231574ee7552b0
BP_ResourceNode122,Persistent_Level:PersistentLevel.BP_ResourceNode122,BP_ResourceNode_C,resource_node,-996.040469,1468.232188,-16.311211,,CL-502094,1b6d2b740081eb56c0d77136aed0d330ea4696dee13d1075fc231574ee7552b0
BP_ResourceNode123_5084,Persistent_Level:PersistentLevel.BP_ResourceNode123_5084,BP_ResourceNode_C,resource_node,-1105.88,1351.53,19.11,,CL-502094,1b6d2b740081eb56c0d77136aed0d330ea4696dee13d1075fc231574ee7552b0
BP_ResourceNode124_5785,Persistent_Level:PersistentLevel.BP_ResourceNode124_5785,BP_ResourceNode_C,resource_node,-904.578672,1522.794844,-17.00314,,CL-502094,1b6d2b740081eb56c0d77136aed0d330ea4696dee13d1075fc231574ee7552b0
BP_ResourceNode125_5930,Persistent_Level:PersistentLevel.BP_ResourceNode125_5930,BP_ResourceNode_C,resource_node,-968.01,1352.76,1.66,,CL-502094,1b6d2b740081eb56c0d77136aed0d330ea4696dee13d1075fc231574ee7552b0
BP_ResourceNode126_6409,Persistent_Level:PersistentLevel.BP_ResourceNode126_6409,BP_ResourceNode_C,resource_node,-961.007109,-1637.528594,-37.344927,,CL-502094,1b6d2b740081eb56c0d77136aed0d330ea4696dee13d1075fc231574ee7552b0
BP_ResourceNode127,Persistent_Level:PersistentLevel.BP_ResourceNode127,BP_ResourceNode_C,resource_node,-942.651172,-1658.422031,-37.348345,,CL-502094,1b6d2b740081eb56c0d77136aed0d330ea4696dee13d1075fc231574ee7552b0
BP_ResourceNode128_5242,Persistent_Level:PersistentLevel.BP_ResourceNode128_5242,BP_ResourceNode_C,resource_node,-1907.87,1176.9,7.06,,CL-502094,1b6d2b740081eb56c0d77136aed0d330ea4696dee13d1075fc231574ee7552b0
BP_ResourceNode129,Persistent_Level:PersistentLevel.BP_ResourceNode129,BP_ResourceNode_C,resource_node,-1136.158828,504.5,162.662676,,CL-502094,1b6d2b740081eb56c0d77136aed0d330ea4696dee13d1075fc231574ee7552b0
BP_ResourceNode12_91,Persistent_Level:PersistentLevel.BP_ResourceNode12_91,BP_ResourceNode_C,resource_node,2484.814375,1461.603438,35.618936,,CL-502094,1b6d2b740081eb56c0d77136aed0d330ea4696dee13d1075fc231574ee7552b0
BP_ResourceNode13,Persistent_Level:PersistentLevel.BP_ResourceNode13,BP_ResourceNode_C,resource_node,2426.916719,1494.325625,25.906521,,CL-502094,1b6d2b740081eb56c0d77136aed0d330ea4696dee13d1075fc231574ee7552b0
BP_ResourceNode130,Persistent_Level:PersistentLevel.BP_ResourceNode130,BP_ResourceNode_C,resource_node,-1076.402812,523.755156,161.933701,,CL-502094,1b6d2b740081eb56c0d77136aed0d330ea4696dee13d1075fc231574ee7552b0
BP_ResourceNode131,Persistent_Level:PersistentLevel.BP_ResourceNode131,BP_ResourceNode_C,resource_node,-2669.039375,1333.554375,59.737822,,CL-502094,1b6d2b740081eb56c0d77136aed0d330ea4696dee13d1075fc231574ee7552b0
BP_ResourceNode132_5908,Persistent_Level:PersistentLevel.BP_ResourceNode132_5908,BP_ResourceNode_C,resource_node,-1732.490312,1121.726328,0.31636,,CL-502094,1b6d2b740081eb56c0d77136aed0d330ea4696dee13d1075fc231574ee7552b0
BP_ResourceNode133_6963,Persistent_Level:PersistentLevel.BP_ResourceNode133_6963,BP_ResourceNode_C,resource_node,1099.891016,-1967.588125,-32.467119,,CL-502094,1b6d2b740081eb56c0d77136aed0d330ea4696dee13d1075fc231574ee7552b0
BP_ResourceNode134_8590,Persistent_Level:PersistentLevel.BP_ResourceNode134_8590,BP_ResourceNode_C,resource_node,1096.194297,-1557.982812,41.756665,,CL-502094,1b6d2b740081eb56c0d77136aed0d330ea4696dee13d1075fc231574ee7552b0
BP_ResourceNode135,Persistent_Level:PersistentLevel.BP_ResourceNode135,BP_ResourceNode_C,resource_node,-1821.833525,1423.670007,-17.438706,,CL-502094,1b6d2b740081eb56c0d77136aed0d330ea4696dee13d1075fc231574ee7552b0
BP_ResourceNode136,Persistent_Level:PersistentLevel.BP_ResourceNode136,BP_ResourceNode_C,resource_node,379.261094,-1209.392344,133.702461,,CL-502094,1b6d2b740081eb56c0d77136aed0d330ea4696dee13d1075fc231574ee7552b0
BP_ResourceNode136_UAID_40B076DF2F7975DF01_1587576239,Persistent_Level:PersistentLevel.BP_ResourceNode136_UAID_40B076DF2F7975DF01_1587576239,BP_ResourceNode_C,resource_node,616.535226,-1964.322344,-37.254568,,CL-502094,1b6d2b740081eb56c0d77136aed0d330ea4696dee13d1075fc231574ee7552b0
BP_ResourceNode136_UAID_40B076DF2F7975DF01_1617269241,Persistent_Level:PersistentLevel.BP_ResourceNode136_UAID_40B076DF2F7975DF01_1617269241,BP_ResourceNode_C,resource_node,621.114856,-2076.271372,-41.97018,,CL-502094,1b6d2b740081eb56c0d77136aed0d330ea4696dee13d1075fc231574ee7552b0
BP_ResourceNode136_UAID_40B076DF2F7975DF01_1622351243,Persistent_Level:PersistentLevel.BP_ResourceNode136_UAID_40B076DF2F7975DF01_1622351243,BP_ResourceNode_C,resource_node,552.532566,-2058.561547,-57.631853,,CL-502094,1b6d2b740081eb56c0d77136aed0d330ea4696dee13d1075fc231574ee7552b0
BP_ResourceNode137_2248,Persistent_Level:PersistentLevel.BP_ResourceNode137_2248,BP_ResourceNode_C,resource_node,349.680703,-1184.641562,134.102461,,CL-502094,1b6d2b740081eb56c0d77136aed0d330ea4696dee13d1075fc231574ee7552b0
BP_ResourceNode138_590,Persistent_Level:PersistentLevel.BP_ResourceNode138_590,BP_ResourceNode_C,resource_node,1759.811094,401.563125,66.116855,,CL-502094,1b6d2b740081eb56c0d77136aed0d330ea4696dee13d1075fc231574ee7552b0
BP_ResourceNode139_909,Persistent_Level:PersistentLevel.BP_ResourceNode139_909,BP_ResourceNode_C,resource_node,1583.144375,650.028398,25.9126,,CL-502094,1b6d2b740081eb56c0d77136aed0d330ea4696dee13d1075fc231574ee7552b0
BP_ResourceNode140,Persistent_Level:PersistentLevel.BP_ResourceNode140,BP_ResourceNode_C,resource_node,2366.087188,2600.956094,117.843506,,CL-502094,1b6d2b740081eb56c0d77136aed0d330ea4696dee13d1075fc231574ee7552b0
BP_ResourceNode141,Persistent_Level:PersistentLevel.BP_ResourceNode141,BP_ResourceNode_C,resource_node,2977.104375,1079.957656,54.750166,,CL-502094,1b6d2b740081eb56c0d77136aed0d330ea4696dee13d1075fc231574ee7552b0
BP_ResourceNode142,Persistent_Level:PersistentLevel.BP_ResourceNode142,BP_ResourceNode_C,resource_node,2243.077656,1287.417422,72.405488,,CL-502094,1b6d2b740081eb56c0d77136aed0d330ea4696dee13d1075fc231574ee7552b0
BP_ResourceNode142_UAID_40B076DF2F79E8DD01_2087440367,Persistent_Level:PersistentLevel.BP_ResourceNode142_UAID_40B076DF2F79E8DD01_2087440367,BP_ResourceNode_C,resource_node,2118.432155,188.196546,-0.291999,,CL-502094,1b6d2b740081eb56c0d77136aed0d330ea4696dee13d1075fc231574ee7552b0
BP_ResourceNode142_UAID_40B076DF2F79E9DD01_1434900545,Persistent_Level:PersistentLevel.BP_ResourceNode142_UAID_40B076DF2F79E9DD01_1434900545,BP_ResourceNode_C,resource_node,2081.396171,239.830861,5.941929,,CL-502094,1b6d2b740081eb56c0d77136aed0d330ea4696dee13d1075fc231574ee7552b0
BP_ResourceNode142_UAID_40B076DF2F79E9DD01_1872254547,Persistent_Level:PersistentLevel.BP_ResourceNode142_UAID_40B076DF2F79E9DD01_1872254547,BP_ResourceNode_C,resource_node,2080.064982,163.8259,-0.553427,,CL-502094,1b6d2b740081eb56c0d77136aed0d330ea4696dee13d1075fc231574ee7552b0
BP_ResourceNode143_1543,Persistent_Level:PersistentLevel.BP_ResourceNode143_1543,BP_ResourceNode_C,resource_node,-1295.99,969.56,41.296216,,CL-502094,1b6d2b740081eb56c0d77136aed0d330ea4696dee13d1075fc231574ee7552b0
BP_ResourceNode144_1644,Persistent_Level:PersistentLevel.BP_ResourceNode144_1644,BP_ResourceNode_C,resource_node,-2313.902969,895.297266,8.239837,,CL-502094,1b6d2b740081eb56c0d77136aed0d330ea4696dee13d1075fc231574ee7552b0
BP_ResourceNode145_1749,Persistent_Level:PersistentLevel.BP_ResourceNode145_1749,BP_ResourceNode_C,resource_node,-1949.063125,257.797852,-6.279921,,CL-502094,1b6d2b740081eb56c0d77136aed0d330ea4696dee13d1075fc231574ee7552b0
BP_ResourceNode146,Persistent_Level:PersistentLevel.BP_ResourceNode146,BP_ResourceNode_C,resource_node,969.591172,-1571.632031,21.103044,,CL-502094,1b6d2b740081eb56c0d77136aed0d330ea4696dee13d1075fc231574ee7552b0
BP_ResourceNode147,Persistent_Level:PersistentLevel.BP_ResourceNode147,BP_ResourceNode_C,resource_node,963.26,-1597.624531,21.028389,,CL-502094,1b6d2b740081eb56c0d77136aed0d330ea4696dee13d1075fc231574ee7552b0
BP_ResourceNode148,Persistent_Level:PersistentLevel.BP_ResourceNode148,BP_ResourceNode_C,resource_node,937.302578,-1602.639219,21.111162,,CL-502094,1b6d2b740081eb56c0d77136aed0d330ea4696dee13d1075fc231574ee7552b0
BP_ResourceNode149,Persistent_Level:PersistentLevel.BP_ResourceNode149,BP_ResourceNode_C,resource_node,927.249453,-1633.055469,18.819614,,CL-502094,1b6d2b740081eb56c0d77136aed0d330ea4696dee13d1075fc231574ee7552b0
BP_ResourceNode14_609,Persistent_Level:PersistentLevel.BP_ResourceNode14_609,BP_ResourceNode_C,resource_node,265.975039,1939.839531,-16.838994,,CL-502094,1b6d2b740081eb56c0d77136aed0d330ea4696dee13d1075fc231574ee7552b0
BP_ResourceNode15,Persistent_Level:PersistentLevel.BP_ResourceNode15,BP_ResourceNode_C,resource_node,-325.996465,1925.375,22.800439,,CL-502094,1b6d2b740081eb56c0d77136aed0d330ea4696dee13d1075fc231574ee7552b0
BP_ResourceNode150,Persistent_Level:PersistentLevel.BP_ResourceNode150,BP_ResourceNode_C,resource_node,1081.172578,-1522.839219,33.875667,,CL-502094,1b6d2b740081eb56c0d77136aed0d330ea4696dee13d1075fc231574ee7552b0
BP_ResourceNode151,Persistent_Level:PersistentLevel.BP_ResourceNode151,BP_ResourceNode_C,resource_node,1851.243906,-2144.417031,-89.106084,,CL-502094,1b6d2b740081eb56c0d77136aed0d330ea4696dee13d1075fc231574ee7552b0
BP_ResourceNode152_995,Persistent_Level:PersistentLevel.BP_ResourceNode152_995,BP_ResourceNode_C,resource_node,1842.268594,-2171.0175,-89.107637,,CL-502094,1b6d2b740081eb56c0d77136aed0d330ea4696dee13d1075fc231574ee7552b0
BP_ResourceNode153,Persistent_Level:PersistentLevel.BP_ResourceNode153,BP_ResourceNode_C,resource_node,-2584.327188,405.608516,-3.27,,CL-502094,1b6d2b740081eb56c0d77136aed0d330ea4696dee13d1075fc231574ee7552b0
