source_object_id,source_cell,source_category,source_class,east_m,north_m,elevation_m,source_game_build,source_sha256
Persistent_Level:PersistentLevel.FGItemPickup_Spawnable_UAID_40B076DF2F7927C501_1914599123,4KZOMTRVW70EX6S79VKNT8FX9,loot_cache,FGItemPickup_Spawnable,1097.042,1129.242,118.533,++FactoryGame+rel-main-anniversary-2026-CL-502094,2c1ba76bf6aeb7593d53fb8278c48df9a639f7002d1cc09eeb4024fb67406337
Persistent_Level:PersistentLevel.FGItemPickup_Spawnable_UAID_40B076DF2F7927C501_1914600124,4KZOMTRVW70EX6S79VKNT8FX9,loot_cache,FGItemPickup_Spawnable,1100.397,1122.148,117.352,++FactoryGame+rel-main-anniversary-2026-CL-502094,2c1ba76bf6aeb7593d53fb8278c48df9a639f7002d1cc09eeb4024fb67406337
Persistent_Level:PersistentLevel.FGItemPickup_Spawnable_UAID_40B076DF2F7927C501_1914601125,4KZOMTRVW70EX6S79VKNT8FX9,loot_cache,FGItemPickup_Spawnable,1099.888,1129.401,118.127,++FactoryGame+rel-main-anniversary-2026-CL-502094,2c1ba76bf6aeb7593d53fb8278c48df9a639f7002d1cc09eeb4024fb67406337
Persistent_Level:PersistentLevel.FGItemPickup_Spawnable_UAID_40B076DF2F7927C501_1914602126,4KZOMTRVW70EX6S79VKNT8FX9,loot_cache,FGItemPickup_Spawnable,1091.724,1122.848,115.65,++FactoryGame+rel-main-anniversary-2026-CL-502094,2c1ba76bf6aeb7593d53fb8278c48df9a639f7002d1cc09eeb4024fb67406337
Persistent_Level:PersistentLevel.FGItemPickup_Spawnable_UAID_40B076DF2F7927C501_1914603127,4KZOMTRVW70EX6S79VKNT8FX9,loot_cache,FGItemPickup_Spawnable,1095.461,1125.725,117.293,++FactoryGame+rel-main-anniversary-2026-CL-502094,2c1ba76bf6aeb7593d53fb8278c48df9a639f7002d1cc09eeb4024fb67406337
Persistent_Level:PersistentLevel.FGItemPickup_Spawnable_UAID_40B076DF2F7954DD01_1576152325,4SA6OCH5X01ZD5ZAFVF6VBRT1,loot_cache,FGItemPickup_Spawnable,-1866.535,-719.787,-6.209,++FactoryGame+rel-main-anniversary-2026-CL-502094,2c1ba76bf6aeb7593d53fb8278c48df9a639f7002d1cc09eeb4024fb67406337
Persistent_Level:PersistentLevel.FGItemPickup_Spawnable_UAID_40B076DF2F795ADD01_1750249384,4SA6OCH5X01ZD5ZAFVF6VBRT1,loot_cache,FGItemPickup_Spawnable,-1898.319,-744.372,50.94,++FactoryGame+rel-main-anniversary-2026-CL-502094,2c1ba76bf6aeb7593d53fb8278c48df9a639f7002d1cc09eeb4024fb67406337
Persistent_Level:PersistentLevel.FGItemPickup_Spawnable_UAID_40B076DF2F79A2DD01_2087964066,4SA6OCH5X01ZD5ZAFVF6VBRT1,loot_cache,FGItemPickup_Spawnable,-1863.945,-723.177,-6.549,++FactoryGame+rel-main-anniversary-2026-CL-502094,2c1ba76bf6aeb7593d53fb8278c48df9a639f7002d1cc09eeb4024fb67406337
Persistent_Level:PersistentLevel.FGItemPickup_Spawnable_UAID_40B076DF2F79A4DD01_2098139419,4SA6OCH5X01ZD5ZAFVF6VBRT1,loot_cache,FGItemPickup_Spawnable,-1860.1,-711.635,-9.077,++FactoryGame+rel-main-anniversary-2026-CL-502094,2c1ba76bf6aeb7593d53fb8278c48df9a639f7002d1cc09eeb4024fb67406337
Persistent_Level:PersistentLevel.FGItemPickup_Spawnable_UAID_40B076DF2F79ACDD01_1525324833,4SA6OCH5X01ZD5ZAFVF6VBRT1,loot_cache,FGItemPickup_Spawnable,-1875.018,-719.458,-6.479,++FactoryGame+rel-main-anniversary-2026-CL-502094,2c1ba76bf6aeb7593d53fb8278c48df9a639f7002d1cc09eeb4024fb67406337
Persistent_Level:PersistentLevel.FGItemPickup_Spawnable_UAID_40B076DF2F79DACE01_1166745076,4SB9TE4PJA5D3B0GHWPFUUULG,loot_cache,FGItemPickup_Spawnable,1832.07,-928.633,176.668,++FactoryGame+rel-main-anniversary-2026-CL-502094,2c1ba76bf6aeb7593d53fb8278c48df9a639f7002d1cc09eeb4024fb67406337
Persistent_Level:PersistentLevel.FGItemPickup_Spawnable_UAID_40B076DF2F79DACE01_1166764077,4SB9TE4PJA5D3B0GHWPFUUULG,loot_cache,FGItemPickup_Spawnable,1831.798,-953.155,178.773,++FactoryGame+rel-main-anniversary-2026-CL-502094,2c1ba76bf6aeb7593d53fb8278c48df9a639f7002d1cc09eeb4024fb67406337
Persistent_Level:PersistentLevel.FGItemPickup_Spawnable_UAID_40B076DF2F79DACE01_1166766078,4SB9TE4PJA5D3B0GHWPFUUULG,loot_cache,FGItemPickup_Spawnable,1838.1,-953.13,178.121,++FactoryGame+rel-main-anniversary-2026-CL-502094,2c1ba76bf6aeb7593d53fb8278c48df9a639f7002d1cc09eeb4024fb67406337
Persistent_Level:PersistentLevel.FGItemPickup_Spawnable_UAID_40B076DF2F79DACE01_1166767079,4SB9TE4PJA5D3B0GHWPFUUULG,loot_cache,FGItemPickup_Spawnable,1812.64,-945.25,179.1,++FactoryGame+rel-main-anniversary-2026-CL-502094,2c1ba76bf6aeb7593d53fb8278c48df9a639f7002d1cc09eeb4024fb67406337
Persistent_Level:PersistentLevel.FGItemPickup_Spawnable_UAID_40B076DF2F79DACE01_1166768080,4SB9TE4PJA5D3B0GHWPFUUULG,loot_cache,FGItemPickup_Spawnable,1819.954,-948.645,179.191,++FactoryGame+rel-main-anniversary-2026-CL-502094,2c1ba76bf6aeb7593d53fb8278c48df9a639f7002d1cc09eeb4024fb67406337
Persistent_Level:PersistentLevel.FGItemPickup_Spawnable_UAID_40B076DF2F79DACE01_1166769081,4SB9TE4PJA5D3B0GHWPFUUULG,loot_cache,FGItemPickup_Spawnable,1814.05,-935.99,178.069,++FactoryGame+rel-main-anniversary-2026-CL-502094,2c1ba76bf6aeb7593d53fb8278c48df9a639f7002d1cc09eeb4024fb67406337
Persistent_Level:PersistentLevel.FGItemPickup_Spawnable_UAID_40B076DF2F7997C301_1629255675,4WE8E45SCOKQSG5KLXDMNZY4Z,loot_cache,FGItemPickup_Spawnable,2778.134,500.675,59.919,++FactoryGame+rel-main-anniversary-2026-CL-502094,2c1ba76bf6aeb7593d53fb8278c48df9a639f7002d1cc09eeb4024fb67406337
Persistent_Level:PersistentLevel.FGItemPickup_Spawnable_UAID_40B076DF2F7997C301_1629256676,4WE8E45SCOKQSG5KLXDMNZY4Z,loot_cache,FGItemPickup_Spawnable,2766.067,522.38,59.878,++FactoryGame+rel-main-anniversary-2026-CL-502094,2c1ba76bf6aeb7593d53fb8278c48df9a639f7002d1cc09eeb4024fb67406337
Persistent_Level:PersistentLevel.FGItemPickup_Spawnable_UAID_40B076DF2F79D9D401_1734562296,52ZWOLE1UP2NJZ079OGE7M14M,loot_cache,FGItemPickup_Spawnable,1981.023,402.484,136.074,++FactoryGame+rel-main-anniversary-2026-CL-502094,2c1ba76bf6aeb7593d53fb8278c48df9a639f7002d1cc09eeb4024fb67406337
Persistent_Level:PersistentLevel.FGItemPickup_Spawnable_UAID_40B076DF2F79ADD201_1203882372,54ZQ10VOB2550ROEMUQ34SK1Z,loot_cache,FGItemPickup_Spawnable,2600.603,-1248.908,-27.282,++FactoryGame+rel-main-anniversary-2026-CL-502094,2c1ba76bf6aeb7593d53fb8278c48df9a639f7002d1cc09eeb4024fb67406337
Persistent_Level:PersistentLevel.FGItemPickup_Spawnable_UAID_40B076DF2F79ADD201_1203913373,54ZQ10VOB2550ROEMUQ34SK1Z,loot_cache,FGItemPickup_Spawnable,2587.493,-1242.81,-27.789,++FactoryGame+rel-main-anniversary-2026-CL-502094,2c1ba76bf6aeb7593d53fb8278c48df9a639f7002d1cc09eeb4024fb67406337
Persistent_Level:PersistentLevel.FGItemPickup_Spawnable_UAID_40B076DF2F79ADD201_1203914374,54ZQ10VOB2550ROEMUQ34SK1Z,loot_cache,FGItemPickup_Spawnable,2591.602,-1255.168,-27.704,++FactoryGame+rel-main-anniversary-2026-CL-502094,2c1ba76bf6aeb7593d53fb8278c48df9a639f7002d1cc09eeb4024fb67406337
Persistent_Level:PersistentLevel.FGItemPickup_Spawnable_UAID_40B076DF2F79ADD201_1203915375,54ZQ10VOB2550ROEMUQ34SK1Z,loot_cache,FGItemPickup_Spawnable,2596.662,-1254.204,-27.511,++FactoryGame+rel-main-anniversary-2026-CL-502094,2c1ba76bf6aeb7593d53fb8278c48df9a639f7002d1cc09eeb4024fb67406337
Persistent_Level:PersistentLevel.FGItemPickup_Spawnable_UAID_40B076DF2F79ADD201_1203915376,54ZQ10VOB2550ROEMUQ34SK1Z,loot_cache,FGItemPickup_Spawnable,2594.3,-1254.271,-27.647,++FactoryGame+rel-main-anniversary-2026-CL-502094,2c1ba76bf6aeb7593d53fb8278c48df9a639f7002d1cc09eeb4024fb67406337
Persistent_Level:PersistentLevel.FGItemPickup_Spawnable_UAID_40B076DF2F79ADD201_1203916377,54ZQ10VOB2550ROEMUQ34SK1Z,loot_cache,FGItemPickup_Spawnable,2599.482,-1259.324,-27.446,++FactoryGame+rel-main-anniversary-2026-CL-502094,2c1ba76bf6aeb7593d53fb8278c48df9a639f7002d1cc09eeb4024fb67406337
Persistent_Level:PersistentLevel.FGItemPickup_Spawnable_UAID_40B076DF2F7956DD01_1858672679,56TP3T6X7JQVLB54L1NF2KPND,loot_cache,FGItemPickup_Spawnable,-1603.77,-663.524,39.21,++FactoryGame+rel-main-anniversary-2026-CL-502094,2c1ba76bf6aeb7593d53fb8278c48df9a639f7002d1cc09eeb4024fb67406337
Persistent_Level:PersistentLevel.FGItemPickup_Spawnable_UAID_40B076DF2F799BDD01_1695234829,56TP3T6X7JQVLB54L1NF2KPND,loot_cache,FGItemPickup_Spawnable,-1606.52,-664.964,38.87,++FactoryGame+rel-main-anniversary-2026-CL-502094,2c1ba76bf6aeb7593d53fb8278c48df9a639f7002d1cc09eeb4024fb67406337
Persistent_Level:PersistentLevel.FGItemPickup_Spawnable_UAID_40B076DF2F799BDD01_2055748830,56TP3T6X7JQVLB54L1NF2KPND,loot_cache,FGItemPickup_Spawnable,-1607.86,-662.784,38.95,++FactoryGame+rel-main-anniversary-2026-CL-502094,2c1ba76bf6aeb7593d53fb8278c48df9a639f7002d1cc09eeb4024fb67406337
Persistent_Level:PersistentLevel.FGItemPickup_Spawnable_UAID_40B076DF2F799CDD01_1480630007,56TP3T6X7JQVLB54L1NF2KPND,loot_cache,FGItemPickup_Spawnable,-1604.71,-661.874,38.84,++FactoryGame+rel-main-anniversary-2026-CL-502094,2c1ba76bf6aeb7593d53fb8278c48df9a639f7002d1cc09eeb4024fb67406337
Persistent_Level:PersistentLevel.FGItemPickup_Spawnable_UAID_40B076DF2F79A1DD01_1810870888,56TP3T6X7JQVLB54L1NF2KPND,loot_cache,FGItemPickup_Spawnable,-1605.52,-666.604,39.26,++FactoryGame+rel-main-anniversary-2026-CL-502094,2c1ba76bf6aeb7593d53fb8278c48df9a639f7002d1cc09eeb4024fb67406337
Persistent_Level:PersistentLevel.FGItemPickup_Spawnable_UAID_40B076DF2F79A2DD01_1733096065,56TP3T6X7JQVLB54L1NF2KPND,loot_cache,FGItemPickup_Spawnable,-1610.99,-700.014,27.37,++FactoryGame+rel-main-anniversary-2026-CL-502094,2c1ba76bf6aeb7593d53fb8278c48df9a639f7002d1cc09eeb4024fb67406337
Persistent_Level:PersistentLevel.FGItemPickup_Spawnable114,5A40EPVHBKBKEVZIDQ5RQ3MY9,loot_cache,FGItemPickup_Spawnable,2944.201,1731.395,81.396,++FactoryGame+rel-main-anniversary-2026-CL-502094,2c1ba76bf6aeb7593d53fb8278c48df9a639f7002d1cc09eeb4024fb67406337
Persistent_Level:PersistentLevel.FGItemPickup_Spawnable_UAID_40B076DF2F79DACE01_1155090070,5A7MUYO3WUNXBYPQ6UAO1BL32,loot_cache,FGItemPickup_Spawnable,1516.241,-1458.585,77.5,++FactoryGame+rel-main-anniversary-2026-CL-502094,2c1ba76bf6aeb7593d53fb8278c48df9a639f7002d1cc09eeb4024fb67406337
Persistent_Level:PersistentLevel.FGItemPickup_Spawnable_UAID_40B076DF2F79DACE01_1155109071,5A7MUYO3WUNXBYPQ6UAO1BL32,loot_cache,FGItemPickup_Spawnable,1503.215,-1459.167,77.582,++FactoryGame+rel-main-anniversary-2026-CL-502094,2c1ba76bf6aeb7593d53fb8278c48df9a639f7002d1cc09eeb4024fb67406337
Persistent_Level:PersistentLevel.FGItemPickup_Spawnable_UAID_40B076DF2F79DACE01_1155110072,5A7MUYO3WUNXBYPQ6UAO1BL32,loot_cache,FGItemPickup_Spawnable,1501.77,-1471.64,76.268,++FactoryGame+rel-main-anniversary-2026-CL-502094,2c1ba76bf6aeb7593d53fb8278c48df9a639f7002d1cc09eeb4024fb67406337
Persistent_Level:PersistentLevel.FGItemPickup_Spawnable_UAID_40B076DF2F79DACE01_1155111073,5A7MUYO3WUNXBYPQ6UAO1BL32,loot_cache,FGItemPickup_Spawnable,1483.025,-1463.682,78.151,++FactoryGame+rel-main-anniversary-2026-CL-502094,2c1ba76bf6aeb7593d53fb8278c48df9a639f7002d1cc09eeb4024fb67406337
Persistent_Level:PersistentLevel.FGItemPickup_Spawnable_UAID_40B076DF2F79DACE01_1155113074,5A7MUYO3WUNXBYPQ6UAO1BL32,loot_cache,FGItemPickup_Spawnable,1499.746,-1467.63,76.821,++FactoryGame+rel-main-anniversary-2026-CL-502094,2c1ba76bf6aeb7593d53fb8278c48df9a639f7002d1cc09eeb4024fb67406337
Persistent_Level:PersistentLevel.FGItemPickup_Spawnable_UAID_40B076DF2F79DACE01_1155114075,5A7MUYO3WUNXBYPQ6UAO1BL32,loot_cache,FGItemPickup_Spawnable,1487.987,-1463.478,77.809,++FactoryGame+rel-main-anniversary-2026-CL-502094,2c1ba76bf6aeb7593d53fb8278c48df9a639f7002d1cc09eeb4024fb67406337
Persistent_Level:PersistentLevel.FGItemPickup_Spawnable_UAID_40B076DF2F7973D601_1399859414,5B5LO0DDHGHGHWBCNRF7IAFC8,loot_cache,FGItemPickup_Spawnable,2338.061,-785.548,-16.667,++FactoryGame+rel-main-anniversary-2026-CL-502094,2c1ba76bf6aeb7593d53fb8278c48df9a639f7002d1cc09eeb4024fb67406337
Persistent_Level:PersistentLevel.FGItemPickup_Spawnable_UAID_40B076DF2F7973D601_1399877415,5B5LO0DDHGHGHWBCNRF7IAFC8,loot_cache,FGItemPickup_Spawnable,2336.581,-772.995,-16.641,++FactoryGame+rel-main-anniversary-2026-CL-502094,2c1ba76bf6aeb7593d53fb8278c48df9a639f7002d1cc09eeb4024fb67406337
Persistent_Level:PersistentLevel.FGItemPickup_Spawnable_UAID_40B076DF2F7973D601_1399878416,5B5LO0DDHGHGHWBCNRF7IAFC8,loot_cache,FGItemPickup_Spawnable,2319.72,-765.424,-16.67,++FactoryGame+rel-main-anniversary-2026-CL-502094,2c1ba76bf6aeb7593d53fb8278c48df9a639f7002d1cc09eeb4024fb67406337
Persistent_Level:PersistentLevel.FGItemPickup_Spawnable_UAID_40B076DF2F7973D601_1399880417,5B5LO0DDHGHGHWBCNRF7IAFC8,loot_cache,FGItemPickup_Spawnable,2332.078,-790.565,-16.436,++FactoryGame+rel-main-anniversary-2026-CL-502094,2c1ba76bf6aeb7593d53fb8278c48df9a639f7002d1cc09eeb4024fb67406337
Persistent_Level:PersistentLevel.FGItemPickup_Spawnable_UAID_40B076DF2F7973D601_1399881418,5B5LO0DDHGHGHWBCNRF7IAFC8,loot_cache,FGItemPickup_Spawnable,2335.038,-757.639,-16.6,++FactoryGame+rel-main-anniversary-2026-CL-502094,2c1ba76bf6aeb7593d53fb8278c48df9a639f7002d1cc09eeb4024fb67406337
Persistent_Level:PersistentLevel.FGItemPickup_Spawnable_UAID_40B076DF2F7973D601_1399883419,5B5LO0DDHGHGHWBCNRF7IAFC8,loot_cache,FGItemPickup_Spawnable,2342.556,-803.597,-16.7,++FactoryGame+rel-main-anniversary-2026-CL-502094,2c1ba76bf6aeb7593d53fb8278c48df9a639f7002d1cc09eeb4024fb67406337
Persistent_Level:PersistentLevel.FGItemPickup_Spawnable_UAID_40B076DF2F793ACE01_1848704905,5G9D4DJ8F77IXGGVQP9Y8A6KO,loot_cache,FGItemPickup_Spawnable,1872.17,-2225.62,-31.92,++FactoryGame+rel-main-anniversary-2026-CL-502094,2c1ba76bf6aeb7593d53fb8278c48df9a639f7002d1cc09eeb4024fb67406337
Persistent_Level:PersistentLevel.FGItemPickup_Spawnable_UAID_40B076DF2F793ACE01_1848705906,5G9D4DJ8F77IXGGVQP9Y8A6KO,loot_cache,FGItemPickup_Spawnable,1856.01,-2224.32,-35.38,++FactoryGame+rel-main-anniversary-2026-CL-502094,2c1ba76bf6aeb7593d53fb8278c48df9a639f7002d1cc09eeb4024fb67406337
Persistent_Level:PersistentLevel.FGItemPickup_Spawnable_UAID_40B076DF2F793ACE01_1848708907,5G9D4DJ8F77IXGGVQP9Y8A6KO,loot_cache,FGItemPickup_Spawnable,1862.39,-2229.87,-34.12,++FactoryGame+rel-main-anniversary-2026-CL-502094,2c1ba76bf6aeb7593d53fb8278c48df9a639f7002d1cc09eeb4024fb67406337
Persistent_Level:PersistentLevel.FGItemPickup_Spawnable_UAID_40B076DF2F793ACE01_1848715909,5G9D4DJ8F77IXGGVQP9Y8A6KO,loot_cache,FGItemPickup_Spawnable,1873.45,-2226.78,-32.592,++FactoryGame+rel-main-anniversary-2026-CL-502094,2c1ba76bf6aeb7593d53fb8278c48df9a639f7002d1cc09eeb4024fb67406337
Persistent_Level:PersistentLevel.FGItemPickup_Spawnable_UAID_40B076DF2F79D8C401_1436977170,5GSAQJTRRSR3S725EVR794D38,loot_cache,FGItemPickup_Spawnable,214.514,-1311.225,29.185,++FactoryGame+rel-main-anniversary-2026-CL-502094,2c1ba76bf6aeb7593d53fb8278c48df9a639f7002d1cc09eeb4024fb67406337
Persistent_Level:PersistentLevel.FGItemPickup_Spawnable_UAID_40B076DF2F79D8C401_1437003171,5GSAQJTRRSR3S725EVR794D38,loot_cache,FGItemPickup_Spawnable,201.758,-1312.412,25.952,++FactoryGame+rel-main-anniversary-2026-CL-502094,2c1ba76bf6aeb7593d53fb8278c48df9a639f7002d1cc09eeb4024fb67406337
Persistent_Level:PersistentLevel.FGItemPickup_Spawnable_UAID_40B076DF2F79D8C401_1437004172,5GSAQJTRRSR3S725EVR794D38,loot_cache,FGItemPickup_Spawnable,206.275,-1305.157,29.584,++FactoryGame+rel-main-anniversary-2026-CL-502094,2c1ba76bf6aeb7593d53fb8278c48df9a639f7002d1cc09eeb4024fb67406337
Persistent_Level:PersistentLevel.FGItemPickup_Spawnable_UAID_40B076DF2F79D8C401_1437005173,5GSAQJTRRSR3S725EVR794D38,loot_cache,FGItemPickup_Spawnable,208.747,-1317.05,26.52,++FactoryGame+rel-main-anniversary-2026-CL-502094,2c1ba76bf6aeb7593d53fb8278c48df9a639f7002d1cc09eeb4024fb67406337
Persistent_Level:PersistentLevel.FGItemPickup_Spawnable_UAID_40B076DF2F79D8C401_1437006174,5GSAQJTRRSR3S725EVR794D38,loot_cache,FGItemPickup_Spawnable,205.664,-1302.967,30.102,++FactoryGame+rel-main-anniversary-2026-CL-502094,2c1ba76bf6aeb7593d53fb8278c48df9a639f7002d1cc09eeb4024fb67406337
Persistent_Level:PersistentLevel.FGItemPickup_Spawnable_UAID_40B076DF2F79D8C401_1437007175,5GSAQJTRRSR3S725EVR794D38,loot_cache,FGItemPickup_Spawnable,203.17,-1317.711,24.156,++FactoryGame+rel-main-anniversary-2026-CL-502094,2c1ba76bf6aeb7593d53fb8278c48df9a639f7002d1cc09eeb4024fb67406337
Persistent_Level:PersistentLevel.FGItemPickup_Spawnable_UAID_40B076DF2F7904D201_1917441624,5INXY9FV1PWMSD4PMJRZEQ425,loot_cache,FGItemPickup_Spawnable,2011.844,-1325.302,68.127,++FactoryGame+rel-main-anniversary-2026-CL-502094,2c1ba76bf6aeb7593d53fb8278c48df9a639f7002d1cc09eeb4024fb67406337
Persistent_Level:PersistentLevel.FGItemPickup_Spawnable_UAID_40B076DF2F7904D201_1917484625,5INXY9FV1PWMSD4PMJRZEQ425,loot_cache,FGItemPickup_Spawnable,2005.067,-1331.37,68.144,++FactoryGame+rel-main-anniversary-2026-CL-502094,2c1ba76bf6aeb7593d53fb8278c48df9a639f7002d1cc09eeb4024fb67406337
Persistent_Level:PersistentLevel.FGItemPickup_Spawnable_UAID_40B076DF2F7904D201_1917486626,5INXY9FV1PWMSD4PMJRZEQ425,loot_cache,FGItemPickup_Spawnable,2011.5,-1334.88,71.108,++FactoryGame+rel-main-anniversary-2026-CL-502094,2c1ba76bf6aeb7593d53fb8278c48df9a639f7002d1cc09eeb4024fb67406337
Persistent_Level:PersistentLevel.FGItemPickup_Spawnable_UAID_40B076DF2F7904D201_1917489627,5INXY9FV1PWMSD4PMJRZEQ425,loot_cache,FGItemPickup_Spawnable,1998.54,-1332.18,67.01,++FactoryGame+rel-main-anniversary-2026-CL-502094,2c1ba76bf6aeb7593d53fb8278c48df9a639f7002d1cc09eeb4024fb67406337
Persistent_Level:PersistentLevel.FGItemPickup_Spawnable_UAID_40B076DF2F7904D201_1917491628,5INXY9FV1PWMSD4PMJRZEQ425,loot_cache,FGItemPickup_Spawnable,2003.372,-1330.141,67.448,++FactoryGame+rel-main-anniversary-2026-CL-502094,2c1ba76bf6aeb7593d53fb8278c48df9a639f7002d1cc09eeb4024fb67406337
Persistent_Level:PersistentLevel.FGItemPickup_Spawnable_UAID_40B076DF2F7904D201_1917492629,5INXY9FV1PWMSD4PMJRZEQ425,loot_cache,FGItemPickup_Spawnable,1996.23,-1318.5,66.382,++FactoryGame+rel-main-anniversary-2026-CL-502094,2c1ba76bf6aeb7593d53fb8278c48df9a639f7002d1cc09eeb4024fb67406337
Persistent_Level:PersistentLevel.FGItemPickup_Spawnable_UAID_40B076DF2F79F8CD01_1178457288,5IUCQAHO2NCL6WUA5COXK9O78,loot_cache,FGItemPickup_Spawnable,1762.13,-2444.41,-97.23,++FactoryGame+rel-main-anniversary-2026-CL-502094,2c1ba76bf6aeb7593d53fb8278c48df9a639f7002d1cc09eeb4024fb67406337
Persistent_Level:PersistentLevel.FGItemPickup_Spawnable_UAID_40B076DF2F79F8CD01_1178478289,5IUCQAHO2NCL6WUA5COXK9O78,loot_cache,FGItemPickup_Spawnable,1747.793,-2444.71,-97.988,++FactoryGame+rel-main-anniversary-2026-CL-502094,2c1ba76bf6aeb7593d53fb8278c48df9a639f7002d1cc09eeb4024fb67406337
Persistent_Level:PersistentLevel.FGItemPickup_Spawnable_UAID_40B076DF2F79F8CD01_1178479290,5IUCQAHO2NCL6WUA5COXK9O78,loot_cache,FGItemPickup_Spawnable,1744.34,-2436.8,-98.421,++FactoryGame+rel-main-anniversary-2026-CL-502094,2c1ba76bf6aeb7593d53fb8278c48df9a639f7002d1cc09eeb4024fb67406337
Persistent_Level:PersistentLevel.FGItemPickup_Spawnable_UAID_40B076DF2F79F8CD01_1178480291,5IUCQAHO2NCL6WUA5COXK9O78,loot_cache,FGItemPickup_Spawnable,1755.26,-2448.57,-97.5,++FactoryGame+rel-main-anniversary-2026-CL-502094,2c1ba76bf6aeb7593d53fb8278c48df9a639f7002d1cc09eeb4024fb67406337
Persistent_Level:PersistentLevel.FGItemPickup_Spawnable_UAID_40B076DF2F79F8CD01_1178481292,5IUCQAHO2NCL6WUA5COXK9O78,loot_cache,FGItemPickup_Spawnable,1770.8,-2439.29,-96.47,++FactoryGame+rel-main-anniversary-2026-CL-502094,2c1ba76bf6aeb7593d53fb8278c48df9a639f7002d1cc09eeb4024fb67406337
Persistent_Level:PersistentLevel.FGItemPickup_Spawnable_UAID_40B076DF2F79F8CD01_1178482293,5IUCQAHO2NCL6WUA5COXK9O78,loot_cache,FGItemPickup_Spawnable,1772.08,-2440.45,-96.862,++FactoryGame+rel-main-anniversary-2026-CL-502094,2c1ba76bf6aeb7593d53fb8278c48df9a639f7002d1cc09eeb4024fb67406337
Persistent_Level:PersistentLevel.FGItemPickup_Spawnable_UAID_40B076DF2F798BCE01_1846376194,5JBTJXQALDR6VASX1TGMV21Z6,loot_cache,FGItemPickup_Spawnable,-503.982,2599.804,-15.851,++FactoryGame+rel-main-anniversary-2026-CL-502094,2c1ba76bf6aeb7593d53fb8278c48df9a639f7002d1cc09eeb4024fb67406337
Persistent_Level:PersistentLevel.FGItemPickup_Spawnable_UAID_40B076DF2F798BCE01_1846403195,5JBTJXQALDR6VASX1TGMV21Z6,loot_cache,FGItemPickup_Spawnable,-510.88,2577.65,-16.012,++FactoryGame+rel-main-anniversary-2026-CL-502094,2c1ba76bf6aeb7593d53fb8278c48df9a639f7002d1cc09eeb4024fb67406337
Persistent_Level:PersistentLevel.FGItemPickup_Spawnable_UAID_40B076DF2F798BCE01_1846404196,5JBTJXQALDR6VASX1TGMV21Z6,loot_cache,FGItemPickup_Spawnable,-488.95,2578.28,-14.568,++FactoryGame+rel-main-anniversary-2026-CL-502094,2c1ba76bf6aeb7593d53fb8278c48df9a639f7002d1cc09eeb4024fb67406337
Persistent_Level:PersistentLevel.FGItemPickup_Spawnable_UAID_40B076DF2F798BCE01_1846405197,5JBTJXQALDR6VASX1TGMV21Z6,loot_cache,FGItemPickup_Spawnable,-488.26,2588.81,-15.294,++FactoryGame+rel-main-anniversary-2026-CL-502094,2c1ba76bf6aeb7593d53fb8278c48df9a639f7002d1cc09eeb4024fb67406337
Persistent_Level:PersistentLevel.FGItemPickup_Spawnable_UAID_40B076DF2F798BCE01_1846406198,5JBTJXQALDR6VASX1TGMV21Z6,loot_cache,FGItemPickup_Spawnable,-496.69,2572.75,-14.136,++FactoryGame+rel-main-anniversary-2026-CL-502094,2c1ba76bf6aeb7593d53fb8278c48df9a639f7002d1cc09eeb4024fb67406337
Persistent_Level:PersistentLevel.FGItemPickup_Spawnable_UAID_40B076DF2F798BCE01_1846408199,5JBTJXQALDR6VASX1TGMV21Z6,loot_cache,FGItemPickup_Spawnable,-487.83,2601.3,-15.51,++FactoryGame+rel-main-anniversary-2026-CL-502094,2c1ba76bf6aeb7593d53fb8278c48df9a639f7002d1cc09eeb4024fb67406337
Persistent_Level:PersistentLevel.FGItemPickup_Spawnable_UAID_40B076DF2F79D7C401_1165850988,5KQ9LIYP9ZEIG8R0RLB85XNIL,loot_cache,FGItemPickup_Spawnable,676.714,-1563.235,134.166,++FactoryGame+rel-main-anniversary-2026-CL-502094,2c1ba76bf6aeb7593d53fb8278c48df9a639f7002d1cc09eeb4024fb67406337
Persistent_Level:PersistentLevel.FGItemPickup_Spawnable_UAID_40B076DF2F79D7C401_1165876989,5KQ9LIYP9ZEIG8R0RLB85XNIL,loot_cache,FGItemPickup_Spawnable,657.868,-1575.532,137.879,++FactoryGame+rel-main-anniversary-2026-CL-502094,2c1ba76bf6aeb7593d53fb8278c48df9a639f7002d1cc09eeb4024fb67406337
Persistent_Level:PersistentLevel.FGItemPickup_Spawnable_UAID_40B076DF2F79D7C401_1165878990,5KQ9LIYP9ZEIG8R0RLB85XNIL,loot_cache,FGItemPickup_Spawnable,661.155,-1562.197,139.0,++FactoryGame+rel-main-anniversary-2026-CL-502094,2c1ba76bf6aeb7593d53fb8278c48df9a639f7002d1cc09eeb4024fb67406337
Persistent_Level:PersistentLevel.FGItemPickup_Spawnable_UAID_40B076DF2F79D7C401_1165879991,5KQ9LIYP9ZEIG8R0RLB85XNIL,loot_cache,FGItemPickup_Spawnable,664.507,-1576.01,136.24,++FactoryGame+rel-main-anniversary-2026-CL-502094,2c1ba76bf6aeb7593d53fb8278c48df9a639f7002d1cc09eeb4024fb67406337
